ZipCode,county,state,Geriatric
35180,Jefferson County,AL,89.51310861423221
99501,Anchorage Municipality,AK,88.76404494382022
85050,Maricopa County,AZ,75.65543071161048
85704,Pima County,AZ,23.220973782771537
72019,Saline County,AR,44.569288389513105
72034,Faulkner County,AR,16.479400749063668
72560,Stone County,AR,90.2621722846442
72631,Carroll County,AR,97.00374531835206
90036,Los Angeles County,CA,32.58426966292135
90043,Los Angeles County,CA,79.40074906367042
90201,Los Angeles County,CA,62.172284644194754
90211,Los Angeles County,CA,85.0187265917603
90230,Los Angeles County,CA,53.18352059925093
90275,Los Angeles County,CA,7.116104868913857
90604,Los Angeles County,CA,32.958801498127336
90650,Los Angeles County,CA,23.970037453183522
90660,Los Angeles County,CA,24.344569288389515
91361,Ventura County,CA,84.6441947565543
91387,Los Angeles County,CA,83.14606741573034
91504,Los Angeles County,CA,82.39700374531836
91730,San Bernardino County,CA,37.453183520599254
91744,Los Angeles County,CA,18.726591760299627
91745,Los Angeles County,CA,28.83895131086142
91910,San Diego County,CA,10.861423220973784
91942,San Diego County,CA,26.96629213483146
92056,San Diego County,CA,49.43820224719101
92345,San Bernardino County,CA,25.468164794007492
92506,Riverside County,CA,59.925093632958806
92692,Orange County,CA,8.614232209737828
93458,Santa Barbara County,CA,53.558052434456926
93552,Los Angeles County,CA,96.25468164794007
94108,San Francisco County,CA,62.92134831460674
94549,Contra Costa County,CA,33.70786516853933
94579,Alameda County,CA,52.43445692883895
95203,San Joaquin County,CA,98.87640449438202
95403,Sonoma County,CA,14.606741573033707
95818,Sacramento County,CA,87.26591760299625
95829,Sacramento County,CA,52.05992509363296
96001,Shasta County,CA,50.936329588014985
80210,Denver County,CO,80.14981273408239
80303,Boulder County,CO,92.88389513108615
81625,Moffat County,CO,95.88014981273409
06111,Hartford County,CT,38.20224719101123
06234,Windham County,CT,99.25093632958801
06416,Middlesex County,CT,86.14232209737828
32084,St. Johns County,FL,37.07865168539326
32309,Leon County,FL,64.41947565543072
32311,Leon County,FL,94.7565543071161
32501,Escambia County,FL,62.546816479400746
32505,Escambia County,FL,35.580524344569284
32931,Brevard County,FL,41.19850187265918
32935,Brevard County,FL,21.34831460674157
32937,Brevard County,FL,31.086142322097377
