ZipCode,county,state,Youth,Adult
35005,Jefferson County,AL,NA,93.45238095238095
35020,Jefferson County,AL,27.439024390243905,NA
35022,Jefferson County,AL,92.07317073170732,NA
35208,Jefferson County,AL,NA,51.488095238095234
35209,Jefferson County,AL,NA,90.17857142857143
35211,Jefferson County,AL,NA,59.82142857142857
35215,Jefferson County,AL,21.951219512195124,NA
35405,Tuscaloosa County,AL,28.04878048780488,NA
35555,Fayette County,AL,NA,79.76190476190477
35601,Morgan County,AL,NA,20.535714285714285
35611,Limestone County,AL,NA,37.202380952380956
35903,Etowah County,AL,78.65853658536585,NA
36040,Lowndes County,AL,94.51219512195121,NA
36078,Elmore County,AL,NA,67.85714285714286
36081,Pike County,AL,75,NA
36360,Dale County,AL,NA,61.904761904761905
99503,Anchorage Municipality,AK,NA,61.60714285714286
99603,Kenai Peninsula Borough,AK,85.36585365853658,NA
85015,Maricopa County,AZ,NA,26.785714285714285
85037,Maricopa County,AZ,18.29268292682927,NA
85201,Maricopa County,AZ,NA,21.13095238095238
85205,Maricopa County,AZ,52.4390243902439,NA
85207,Maricopa County,AZ,NA,74.40476190476191
85634,Pima County,AZ,NA,31.25
85701,Pima County,AZ,51.829268292682926,NA
85741,Pima County,AZ,NA,80.65476190476191
85745,Pima County,AZ,NA,36.30952380952381
85746,Pima County,AZ,NA,54.46428571428571
72542,Sharp County,AR,92.6829268292683,NA
90011,Los Angeles County,CA,31.097560975609756,NA
90018,Los Angeles County,CA,78.04878048780488,NA
90028,Los Angeles County,CA,NA,79.46428571428571
90044,Los Angeles County,CA,NA,41.36904761904761
91340,Los Angeles County,CA,NA,79.16666666666666
91377,Ventura County,CA,NA,97.91666666666666
91405,Los Angeles County,CA,NA,57.44047619047619
91710,San Bernardino County,CA,NA,48.80952380952381
92028,San Diego County,CA,82.3170731707317,NA
92081,San Diego County,CA,84.14634146341463,NA
92084,San Diego County,CA,NA,93.15476190476191
92102,San Diego County,CA,NA,50.595238095238095
92105,San Diego County,CA,37.19512195121951,NA
92201,Riverside County,CA,NA,35.41666666666667
92227,Imperial County,CA,59.756097560975604,NA
92243,Imperial County,CA,NA,36.607142857142854
92262,Riverside County,CA,NA,29.166666666666668
92308,San Bernardino County,CA,NA,63.69047619047619
92377,San Bernardino County,CA,90.85365853658537,NA
92504,Riverside County,CA,64.63414634146342,NA
92507,Riverside County,CA,NA,54.761904761904766
92557,Riverside County,CA,NA,83.63095238095238
92627,Orange County,CA,60.97560975609756,NA
92647,Orange County,CA,NA,30.357142857142854
92653,Orange County,CA,NA,88.09523809523809
92801,Orange County,CA,NA,81.25
93003,Ventura County,CA,NA,23.511904761904763
93101,Santa Barbara County,CA,NA,87.79761904761905
93662,Fresno County,CA,NA,70.83333333333334
94080,San Mateo County,CA,NA,80.95238095238095
94116,San Francisco County,CA,87.1951219512195,NA
95020,Santa Clara County,CA,NA,44.642857142857146
95060,Santa Cruz County,CA,73.78048780487805,NA
95210,San Joaquin County,CA,NA,51.19047619047619
95215,San Joaquin County,CA,NA,91.66666666666666
95519,Humboldt County,CA,73.17073170731707,86.60714285714286
95835,Sacramento County,CA,NA,82.44047619047619
95991,Sutter County,CA,78.65853658536585,NA
96002,Shasta County,CA,88.41463414634147,NA
80016,Arapahoe County,CO,NA,33.035714285714285
80202,Denver County,CO,NA,66.36904761904762
80219,Denver County,CO,36.58536585365854,NA
80603,Weld County,CO,70.1219512195122,NA
80903,El Paso County,CO,NA,49.107142857142854
80910,El Paso County,CO,68.29268292682927,NA
80918,El Paso County,CO,NA,60.11904761904761
06033,Hartford County,CT,NA,72.02380952380952
06226,Windham County,CT,NA,25
06516,New Haven County,CT,NA,42.55952380952381
06615,Fairfield County,CT,NA,64.28571428571429
06704,New Haven County,CT,NA,31.547619047619047
06790,Litchfield County,CT,NA,8.333333333333332
32073,Clay County,FL,55.487804878048784,34.82142857142857
32221,Duval County,FL,NA,41.964285714285715
32226,Duval County,FL,NA,58.03571428571429
32246,Duval County,FL,NA,23.809523809523807
32504,Escambia County,FL,NA,64.88095238095238
32506,Escambia County,FL,NA,22.023809523809522
32526,Escambia County,FL,NA,21.428571428571427
32641,Alachua County,FL,NA,37.797619047619044
32703,Orange County,FL,NA,33.33333333333333
32725,Volusia County,FL,NA,47.61904761904761
