ZipCode,county,state,Geriatric
85301,Maricopa County,AZ,26.45739910313901
86503,Apache County,AZ,39.91031390134529
72114,Pulaski County,AR,96.41255605381166
72204,Pulaski County,AR,94.61883408071749
72212,Pulaski County,AR,43.946188340807176
72801,Pope County,AR,69.05829596412556
90004,Los Angeles County,CA,80.26905829596413
90025,Los Angeles County,CA,72.19730941704036
90066,Los Angeles County,CA,89.68609865470853
90067,Los Angeles County,CA,92.82511210762333
92604,Orange County,CA,77.13004484304933
92657,Orange County,CA,98.65470852017937
92802,Orange County,CA,35.42600896860987
94062,San Mateo County,CA,40.80717488789238
94116,San Francisco County,CA,11.659192825112108
94131,San Francisco County,CA,47.98206278026906
94301,Santa Clara County,CA,89.23766816143498
94303,San Mateo County,CA,24.663677130044842
94947,Marin County,CA,26.905829596412556
95070,Santa Clara County,CA,61.43497757847533
95122,Santa Clara County,CA,64.57399103139014
95747,Placer County,CA,72.6457399103139
95817,Sacramento County,CA,86.99551569506725
95824,Sacramento County,CA,70.4035874439462
95864,Sacramento County,CA,66.81614349775785
95932,Colusa County,CA,83.85650224215246
80013,Arapahoe County,CO,87.89237668161435
80219,Denver County,CO,85.20179372197309
80303,Boulder County,CO,52.01793721973094
80517,Larimer County,CO,29.596412556053814
80521,Larimer County,CO,65.47085201793722
06484,Fairfield County,CT,17.937219730941703
32159,Lake County,FL,8.520179372197308
32601,Alachua County,FL,100
33031,Miami-Dade County,FL,91.03139013452915
33054,Miami-Dade County,FL,60.53811659192825
33064,Broward County,FL,13.004484304932735
33065,Broward County,FL,32.28699551569507
33134,Miami-Dade County,FL,57.399103139013455
33142,Miami-Dade County,FL,45.73991031390135
33149,Miami-Dade County,FL,55.60538116591929
33155,Miami-Dade County,FL,56.95067264573991
33181,Miami-Dade County,FL,91.92825112107623
33186,Miami-Dade County,FL,92.37668161434978
31537,Charlton County,GA,86.99551569506725
96720,Hawaii County,HI,73.09417040358744
96819,Honolulu County,HI,20.62780269058296
60026,Cook County,IL,69.95515695067265
60045,Lake County,IL,39.46188340807175
60411,Cook County,IL,79.37219730941703
60423,Will County,IL,66.3677130044843
60445,Cook County,IL,81.16591928251121
60527,DuPage County,IL,17.48878923766816
60540,DuPage County,IL,29.14798206278027
60647,Cook County,IL,82.51121076233184
61048,Stephenson County,IL,84.30493273542601
61081,Whiteside County,IL,5.381165919282512
61801,Champaign County,IL,80.71748878923766
61802,Champaign County,IL,58.744394618834086
61832,Vermilion County,IL,10.762331838565023
61853,Champaign County,IL,56.502242152466366
47802,Vigo County,IN,31.838565022421523
50310,Polk County,IA,64.12556053811659
52136,Howard County,IA,99.55156950672645
52353,Washington County,IA,86.54708520179372
52601,Des Moines County,IA,13.452914798206278
52772,Cedar County,IA,93.27354260089686
70065,Jefferson Parish,LA,21.973094170403588
70345,Lafourche Parish,LA,97.30941704035875
70769,Ascension Parish,LA,52.46636771300448
71112,Bossier Parish,LA,74.43946188340807
04401,Penobscot County,ME,35.874439461883405
21205,Baltimore city,MD,44.39461883408072
21208,Baltimore County,MD,69.50672645739911
21209,Baltimore County,MD,79.82062780269058
21211,Baltimore city,MD,86.09865470852019
21234,Baltimore County,MD,26.00896860986547
01801,Middlesex County,MA,2.242152466367713
01844,Essex County,MA,25.112107623318387
01862,Middlesex County,MA,95.96412556053812
01864,Middlesex County,MA,77.57847533632287
01876,Middlesex County,MA,32.73542600896861
01930,Essex County,MA,9.417040358744394
01960,Essex County,MA,0.4484304932735426
01966,Essex County,MA,59.64125560538116
02025,Norfolk County,MA,91.4798206278027
02111,Suffolk County,MA,54.7085201793722
02121,Suffolk County,MA,7.623318385650224
02136,Suffolk County,MA,8.968609865470851
02150,Suffolk County,MA,6.726457399103139
02151,Suffolk County,MA,8.071748878923767
02152,Suffolk County,MA,34.52914798206278
02169,Norfolk County,MA,1.345291479820628
02170,Norfolk County,MA,49.327354260089685
02180,Middlesex County,MA,65.91928251121077
02467,Norfolk County,MA,27.802690582959645
02474,Middlesex County,MA,37.66816143497758
02493,Middlesex County,MA,74.88789237668162
48104,Washtenaw County,MI,19.282511210762333
