ZipCode,county,state,Youth,Pediatric,Adult,Retirement
35023,Jefferson County,AL,NA,NA,35.586481113320076,NA
35150,Talladega County,AL,NA,NA,45.32803180914513,NA
35244,Jefferson County,AL,NA,NA,54.87077534791253,NA
35616,Colbert County,AL,NA,NA,97.01789264413519,NA
35758,Madison County,AL,36.58536585365854,NA,NA,NA
35806,Madison County,AL,NA,68.07228915662651,NA,NA
35811,Madison County,AL,NA,NA,45.72564612326044,NA
35978,DeKalb County,AL,NA,87.95180722891565,NA,NA
36206,Calhoun County,AL,NA,73.49397590361446,NA,NA
36360,Dale County,AL,NA,NA,54.47316103379721,NA
36460,Monroe County,AL,NA,NA,NA,95.83333333333334
36535,Baldwin County,AL,NA,NA,49.70178926441352,NA
36571,Mobile County,AL,65.85365853658537,NA,NA,NA
36832,Lee County,AL,84.7560975609756,NA,NA,NA
99508,Anchorage Municipality,AK,NA,22.89156626506024,NA,NA
85008,Maricopa County,AZ,NA,NA,NA,29.166666666666668
85009,Maricopa County,AZ,NA,8.433734939759036,NA,NA
85029,Maricopa County,AZ,NA,NA,27.634194831013914,NA
85037,Maricopa County,AZ,NA,NA,30.019880715705767,NA
85044,Maricopa County,AZ,30.48780487804878,NA,NA,NA
85048,Maricopa County,AZ,26.21951219512195,NA,NA,NA
85128,Pinal County,AZ,NA,NA,NA,86.45833333333334
85208,Maricopa County,AZ,NA,NA,51.689860834990064,NA
85233,Maricopa County,AZ,NA,NA,44.731610337972164,NA
85249,Maricopa County,AZ,NA,NA,NA,45.83333333333333
85257,Maricopa County,AZ,NA,NA,NA,68.75
85296,Maricopa County,AZ,NA,NA,71.17296222664015,NA
85298,Maricopa County,AZ,21.341463414634145,NA,NA,NA
85301,Maricopa County,AZ,NA,NA,5.36779324055666,NA
85303,Maricopa County,AZ,NA,NA,57.25646123260437,NA
85392,Maricopa County,AZ,NA,NA,59.84095427435388,NA
85614,Pima County,AZ,91.46341463414635,NA,NA,NA
85621,Santa Cruz County,AZ,NA,NA,NA,52.604166666666664
85741,Pima County,AZ,40.243902439024396,NA,NA,NA
85745,Pima County,AZ,NA,36.144578313253014,NA,NA
86314,Yavapai County,AZ,NA,45.78313253012048,NA,NA
86326,Yavapai County,AZ,NA,NA,28.82703777335984,NA
86351,Yavapai County,AZ,NA,NA,NA,97.39583333333334
86409,Mohave County,AZ,NA,NA,10.73558648111332,NA
72019,Saline County,AR,78.04878048780488,NA,NA,NA
72116,Pulaski County,AR,NA,NA,76.1431411530815,NA
72209,Pulaski County,AR,82.92682926829268,NA,NA,NA
72740,Madison County,AR,85.97560975609755,NA,NA,NA
72830,Johnson County,AR,NA,NA,83.49900596421472,NA
72901,Sebastian County,AR,NA,NA,58.4493041749503,NA
90003,Los Angeles County,CA,NA,19.879518072289155,NA,NA
90048,Los Angeles County,CA,NA,NA,80.51689860834989,NA
90061,Los Angeles County,CA,NA,NA,75.3479125248509,NA
90221,Los Angeles County,CA,NA,NA,61.23260437375746,NA
90240,Los Angeles County,CA,NA,NA,83.30019880715706,NA
90255,Los Angeles County,CA,45.73170731707317,NA,NA,NA
90501,Los Angeles County,CA,NA,NA,55.666003976143145,NA
90601,Los Angeles County,CA,63.41463414634146,NA,NA,NA
90731,Los Angeles County,CA,NA,NA,NA,65.10416666666666
91325,Los Angeles County,CA,NA,68.07228915662651,NA,NA
91364,Los Angeles County,CA,NA,64.45783132530121,NA,NA
91381,Los Angeles County,CA,NA,NA,77.13717693836978,NA
91423,Los Angeles County,CA,NA,NA,75.3479125248509,NA
91504,Los Angeles County,CA,NA,NA,NA,72.39583333333334
91601,Los Angeles County,CA,NA,69.27710843373494,NA,NA
91709,San Bernardino County,CA,47.5609756097561,NA,NA,NA
91710,San Bernardino County,CA,NA,25.301204819277107,NA,NA
91731,Los Angeles County,CA,NA,NA,84.69184890656064,NA
91763,San Bernardino County,CA,NA,NA,68.78727634194831,NA
91767,Los Angeles County,CA,NA,NA,44.731610337972164,NA
91791,Los Angeles County,CA,87.1951219512195,NA,NA,NA
92123,San Diego County,CA,36.58536585365854,NA,NA,NA
92129,San Diego County,CA,NA,NA,62.22664015904572,NA
92227,Imperial County,CA,NA,24.096385542168676,NA,NA
92256,San Bernardino County,CA,NA,NA,98.60834990059642,NA
92336,San Bernardino County,CA,NA,NA,12.524850894632205,NA
92337,San Bernardino County,CA,74.39024390243902,NA,NA,NA
92371,San Bernardino County,CA,NA,NA,94.63220675944333,NA
92373,San Bernardino County,CA,32.926829268292686,NA,NA,NA
92392,San Bernardino County,CA,NA,NA,21.669980119284293,NA
92507,Riverside County,CA,65.2439024390244,NA,NA,NA
92555,Riverside County,CA,NA,NA,63.618290258449306,NA
92562,Riverside County,CA,NA,57.831325301204814,NA,NA
92570,Riverside County,CA,NA,NA,46.91848906560636,NA
92595,Riverside County,CA,NA,NA,NA,66.66666666666666
92683,Orange County,CA,NA,NA,NA,24.479166666666664
92801,Orange County,CA,NA,NA,38.56858846918489,NA
92867,Orange County,CA,NA,NA,NA,60.416666666666664
93001,Ventura County,CA,NA,NA,31.610337972166995,NA
93033,Ventura County,CA,2.4390243902439024,NA,NA,NA
93117,Santa Barbara County,CA,NA,NA,84.89065606361828,NA
93245,Kings County,CA,NA,63.85542168674698,NA,NA
93268,Kern County,CA,93.29268292682927,NA,NA,89.58333333333334
93291,Tulare County,CA,NA,NA,25.04970178926441,NA
93306,Kern County,CA,29.878048780487802,NA,NA,NA
93307,Kern County,CA,NA,NA,17.296222664015904,NA
93402,San Luis Obispo County,CA,NA,NA,NA,80.20833333333334
93444,San Luis Obispo County,CA,NA,NA,NA,66.14583333333334
93446,San Luis Obispo County,CA,NA,10.240963855421686,NA,NA
93543,Los Angeles County,CA,NA,91.56626506024097,NA,NA
93550,Los Angeles County,CA,NA,NA,16.898608349900595,NA
93704,Fresno County,CA,NA,NA,NA,62.5
93722,Fresno County,CA,NA,NA,11.530815109343937,NA
93940,Monterey County,CA,NA,NA,58.25049701789264,NA
94065,San Mateo County,CA,NA,NA,NA,94.79166666666666
94110,San Francisco County,CA,NA,NA,16.10337972166998,NA
94158,San Francisco County,CA,NA,NA,93.63817097415506,NA
94550,Alameda County,CA,NA,NA,NA,44.79166666666667
94553,Contra Costa County,CA,27.439024390243905,NA,NA,NA
94587,Alameda County,CA,NA,NA,40.357852882703774,NA
94603,Alameda County,CA,NA,NA,54.67196819085487,NA
94605,Alameda County,CA,NA,NA,29.22465208747515,NA
94806,Contra Costa County,CA,NA,NA,39.165009940357855,NA
94930,Marin County,CA,NA,NA,NA,100
95023,San Benito County,CA,NA,25.903614457831324,NA,NA
95116,Santa Clara County,CA,NA,39.75903614457831,NA,NA
95358,Stanislaus County,CA,NA,86.74698795180723,NA,NA
95401,Sonoma County,CA,NA,64.45783132530121,NA,NA
95448,Sonoma County,CA,85.36585365853658,NA,NA,NA
95472,Sonoma County,CA,NA,NA,84.89065606361828,NA
95667,El Dorado County,CA,NA,NA,36.779324055666,NA
95842,Sacramento County,CA,NA,NA,52.48508946322068,NA
96067,Siskiyou County,CA,NA,NA,95.62624254473161,NA
96080,Tehama County,CA,NA,NA,49.30417495029821,31.770833333333332
80014,Arapahoe County,CO,NA,NA,NA,32.29166666666667
80015,Arapahoe County,CO,6.097560975609756,NA,NA,NA
80023,Broomfield County,CO,50,NA,NA,NA
80121,Arapahoe County,CO,96.95121951219512,NA,92.6441351888668,NA
80134,Douglas County,CO,NA,NA,30.61630218687873,NA
80204,Denver County,CO,NA,26.506024096385545,NA,NA
80222,Denver County,CO,NA,NA,47.514910536779325,NA
80237,Denver County,CO,NA,NA,77.33598409542743,NA
80301,Boulder County,CO,NA,NA,NA,77.08333333333334
80304,Boulder County,CO,NA,NA,85.88469184890656,NA
80501,Boulder County,CO,NA,NA,NA,59.895833333333336
80521,Larimer County,CO,NA,72.89156626506023,NA,NA
80550,Weld County,CO,NA,NA,35.387673956262425,NA
80701,Morgan County,CO,18.902439024390244,NA,NA,NA
80723,Morgan County,CO,NA,NA,78.92644135188867,NA
80751,Logan County,CO,NA,NA,NA,65.625
80808,El Paso County,CO,NA,NA,91.45129224652088,NA
80916,El Paso County,CO,NA,NA,41.74950298210736,NA
81001,Pueblo County,CO,NA,40.36144578313253,NA,NA
81007,Pueblo County,CO,NA,NA,52.88270377733598,NA
81050,Otero County,CO,NA,65.66265060240963,NA,NA
81147,Archuleta County,CO,NA,NA,NA,64.0625
06051,Hartford County,CT,NA,NA,NA,23.958333333333336
06070,Hartford County,CT,86.58536585365853,NA,NA,NA
06095,Hartford County,CT,NA,NA,44.333996023856855,NA
06106,Hartford County,CT,NA,13.253012048192772,NA,NA
06119,Hartford County,CT,NA,NA,NA,82.29166666666666
06260,Windham County,CT,NA,59.036144578313255,NA,NA
06281,Windham County,CT,NA,NA,71.37176938369781,NA
06415,New London County,CT,NA,NA,NA,73.4375
06416,Middlesex County,CT,NA,NA,NA,78.125
06424,Middlesex County,CT,NA,NA,80.31809145129225,NA
06441,Middlesex County,CT,92.07317073170732,NA,NA,NA
06457,Middlesex County,CT,NA,NA,NA,11.979166666666668
06475,Middlesex County,CT,NA,NA,84.49304174950298,NA
06484,Fairfield County,CT,NA,77.71084337349397,NA,NA
06512,New Haven County,CT,NA,NA,27.236580516898606,NA
06516,New Haven County,CT,NA,18.67469879518072,NA,NA
06606,Fairfield County,CT,16.463414634146343,NA,NA,NA
06807,Fairfield County,CT,NA,NA,96.42147117296223,NA
19901,Kent County,DE,NA,NA,20.47713717693837,NA
19904,Kent County,DE,NA,NA,17.09741550695825,NA
32011,Nassau County,FL,NA,NA,64.01590457256461,NA
32091,Bradford County,FL,63.41463414634146,NA,NA,NA
32114,Volusia County,FL,NA,NA,27.435387673956264,NA
32164,Flagler County,FL,NA,NA,39.363817097415506,NA
32210,Duval County,FL,NA,16.867469879518072,NA,NA
32221,Duval County,FL,61.58536585365854,NA,NA,NA
32225,Duval County,FL,NA,NA,NA,21.354166666666664
32244,Duval County,FL,4.2682926829268295,NA,NA,NA
32259,St. Johns County,FL,NA,32.53012048192771,NA,NA
32503,Escambia County,FL,NA,NA,24.45328031809145,NA
32506,Escambia County,FL,NA,37.34939759036144,NA,NA
32526,Escambia County,FL,NA,NA,17.892644135188867,NA
32534,Escambia County,FL,NA,63.25301204819277,NA,NA
32641,Alachua County,FL,48.78048780487805,NA,NA,NA
32712,Orange County,FL,NA,43.373493975903614,NA,NA
32771,Seminole County,FL,NA,NA,19.4831013916501,NA
32822,Orange County,FL,NA,NA,22.664015904572565,NA
32826,Orange County,FL,NA,NA,83.49900596421472,NA
32832,Orange County,FL,NA,89.1566265060241,NA,NA
32833,Orange County,FL,NA,87.95180722891565,NA,NA
32958,Indian River County,FL,NA,NA,NA,15.104166666666666
33009,Broward County,FL,NA,NA,NA,53.645833333333336
33062,Broward County,FL,NA,NA,NA,34.89583333333333
33064,Broward County,FL,NA,NA,NA,22.916666666666664
33144,Miami-Dade County,FL,NA,NA,85.6858846918489,NA
33149,Miami-Dade County,FL,83.53658536585365,NA,NA,NA
33312,Broward County,FL,NA,28.915662650602407,NA,NA
33313,Broward County,FL,NA,NA,25.24850894632207,NA
33319,Broward County,FL,NA,NA,48.111332007952285,NA
33406,Palm Beach County,FL,NA,NA,NA,84.89583333333334
33413,Palm Beach County,FL,NA,NA,86.67992047713717,NA
33415,Palm Beach County,FL,NA,22.289156626506024,NA,NA
33433,Palm Beach County,FL,NA,80.12048192771084,NA,NA
33435,Palm Beach County,FL,NA,NA,53.87673956262425,NA
33467,Palm Beach County,FL,NA,NA,NA,30.208333333333332
33534,Hillsborough County,FL,NA,NA,76.34194831013916,NA
33592,Hillsborough County,FL,NA,72.28915662650603,NA,NA
33612,Hillsborough County,FL,NA,9.63855421686747,NA,NA
33625,Hillsborough County,FL,NA,82.53012048192771,NA,NA
33647,Hillsborough County,FL,50,NA,NA,NA
33772,Pinellas County,FL,NA,NA,NA,74.47916666666666
33777,Pinellas County,FL,NA,NA,81.51093439363817,NA
33782,Pinellas County,FL,NA,NA,NA,56.770833333333336
33813,Polk County,FL,41.46341463414634,NA,NA,NA
33884,Polk County,FL,NA,NA,63.41948310139165,NA
33976,Lee County,FL,NA,NA,NA,96.875
34109,Collier County,FL,NA,48.19277108433735,NA,NA
34238,Sarasota County,FL,NA,NA,NA,48.4375
34266,DeSoto County,FL,NA,NA,NA,55.729166666666664
34293,Sarasota County,FL,66.46341463414635,NA,NA,NA
34452,Citrus County,FL,NA,NA,67.9920477137177,NA
34480,Marion County,FL,NA,NA,NA,81.77083333333334
34609,Hernando County,FL,NA,61.44578313253012,NA,NA
34653,Pasco County,FL,NA,NA,34.990059642147116,NA
34667,Pasco County,FL,NA,NA,NA,33.85416666666667
34711,Lake County,FL,NA,NA,26.24254473161034,NA
34772,Osceola County,FL,NA,NA,72.56461232604374,NA
34953,St. Lucie County,FL,NA,NA,6.759443339960239,NA
34997,Martin County,FL,NA,NA,35.188866799204774,NA
30008,Cobb County,GA,NA,NA,67.79324055666004,NA
30012,Rockdale County,GA,NA,48.795180722891565,NA,NA
30014,Newton County,GA,NA,NA,32.40556660039761,NA
30016,Newton County,GA,NA,NA,16.302186878727635,NA
30017,Gwinnett County,GA,34.756097560975604,NA,NA,NA
30035,DeKalb County,GA,NA,NA,62.42544731610338,NA
30058,DeKalb County,GA,NA,31.92771084337349,24.055666003976143,NA
30076,Fulton County,GA,NA,NA,NA,52.083333333333336
30092,Gwinnett County,GA,NA,NA,65.8051689860835,NA
30103,Bartow County,GA,NA,NA,89.86083499005964,NA
30114,Cherokee County,GA,41.46341463414634,NA,NA,NA
30127,Cobb County,GA,NA,NA,20.675944333996025,NA
30157,Paulding County,GA,NA,NA,31.809145129224653,NA
30173,Floyd County,GA,NA,92.7710843373494,NA,NA
30214,Fayette County,GA,NA,NA,NA,48.95833333333333
30223,Spalding County,GA,NA,49.39759036144578,NA,NA
30276,Coweta County,GA,NA,NA,75.7455268389662,NA
30294,DeKalb County,GA,NA,NA,NA,58.333333333333336
30307,DeKalb County,GA,NA,98.19277108433735,NA,NA
30349,Fulton County,GA,NA,NA,9.940357852882704,NA
30548,Jackson County,GA,NA,95.18072289156626,NA,NA
30656,Walton County,GA,NA,NA,68.58846918489066,NA
30701,Gordon County,GA,NA,NA,35.984095427435385,NA
30707,Walker County,GA,NA,NA,47.31610337972167,NA
30735,Gordon County,GA,NA,97.59036144578313,NA,NA
30753,Chattooga County,GA,NA,93.97590361445783,NA,NA
30824,McDuffie County,GA,NA,NA,55.864811133200796,NA
31061,Baldwin County,GA,NA,51.204819277108435,NA,NA
31093,Houston County,GA,NA,NA,NA,41.66666666666667
31537,Charlton County,GA,NA,NA,72.76341948310139,NA
31539,Jeff Davis County,GA,NA,59.63855421686747,NA,NA
31558,Camden County,GA,NA,NA,73.1610337972167,NA
31601,Lowndes County,GA,NA,NA,30.417495029821072,NA
31701,Dougherty County,GA,NA,NA,NA,43.75
31750,Ben Hill County,GA,NA,NA,NA,36.45833333333333
