ZipCode,county,state,Geriatric
35204,Jefferson County,AL,70.2020202020202
85119,Pinal County,AZ,53.535353535353536
85120,Pinal County,AZ,32.323232323232325
85233,Maricopa County,AZ,86.86868686868688
85750,Pima County,AZ,46.464646464646464
86326,Yavapai County,AZ,23.737373737373737
90019,Los Angeles County,CA,16.161616161616163
90210,Los Angeles County,CA,22.727272727272727
90220,Los Angeles County,CA,42.92929292929293
90503,Los Angeles County,CA,76.26262626262627
90803,Los Angeles County,CA,59.59595959595959
91011,Los Angeles County,CA,74.24242424242425
91784,San Bernardino County,CA,45.45454545454545
92243,Imperial County,CA,23.232323232323232
92646,Orange County,CA,12.121212121212121
92649,Orange County,CA,37.37373737373738
92683,Orange County,CA,6.565656565656567
93534,Los Angeles County,CA,69.1919191919192
93612,Fresno County,CA,48.484848484848484
93631,Fresno County,CA,86.36363636363636
93940,Monterey County,CA,24.242424242424242
94112,San Francisco County,CA,4.545454545454546
94114,San Francisco County,CA,60.60606060606061
94124,San Francisco County,CA,57.57575757575758
94599,Napa County,CA,72.22222222222221
94612,Alameda County,CA,79.7979797979798
95120,Santa Clara County,CA,36.868686868686865
95123,Santa Clara County,CA,33.33333333333333
95125,Santa Clara County,CA,29.292929292929294
95336,San Joaquin County,CA,28.28282828282828
95340,Merced County,CA,47.97979797979798
95401,Sonoma County,CA,50
95603,Placer County,CA,30.808080808080806
95687,Solano County,CA,27.77777777777778
95821,Sacramento County,CA,44.44444444444444
80223,Denver County,CO,92.42424242424242
81007,Pueblo County,CO,61.111111111111114
06410,New Haven County,CT,46.96969696969697
06811,Fairfield County,CT,20.2020202020202
19966,Sussex County,DE,18.181818181818183
32308,Leon County,FL,39.39393939393939
32822,Orange County,FL,33.83838383838384
32901,Brevard County,FL,24.747474747474747
32904,Brevard County,FL,35.35353535353536
33756,Pinellas County,FL,37.878787878787875
33870,Highlands County,FL,15.151515151515152
34453,Citrus County,FL,91.41414141414141
34695,Pinellas County,FL,58.58585858585859
