ZipCode,county,state,Youth,Pediatric,Adult
35007,Shelby County,AL,NA,NA,58.57988165680473
35173,Jefferson County,AL,74.72924187725631,NA,NA
35179,Cullman County,AL,84.83754512635379,NA,NA
35209,Jefferson County,AL,63.537906137184116,NA,NA
35216,Jefferson County,AL,38.98916967509025,NA,NA
36268,Talladega County,AL,NA,96.73913043478261,NA
99705,Fairbanks North Star Borough,AK,NA,NA,75.7396449704142
85015,Maricopa County,AZ,NA,NA,25.443786982248522
85024,Maricopa County,AZ,88.8086642599278,NA,NA
85029,Maricopa County,AZ,NA,NA,29.585798816568047
85043,Maricopa County,AZ,NA,21.73913043478261,NA
85044,Maricopa County,AZ,32.12996389891697,NA,NA
85083,Maricopa County,AZ,79.78339350180505,NA,NA
85283,Maricopa County,AZ,36.462093862815884,NA,NA
85339,Maricopa County,AZ,NA,NA,28.994082840236686
85607,Cochise County,AZ,NA,37.5,NA
85705,Pima County,AZ,7.9422382671480145,NA,4.733727810650888
85718,Pima County,AZ,74.36823104693141,NA,NA
85935,Navajo County,AZ,96.38989169675091,NA,NA
86314,Yavapai County,AZ,NA,48.91304347826087,53.84615384615385
71854,Miller County,AR,NA,NA,43.786982248520715
72076,Pulaski County,AR,NA,NA,56.213017751479285
72521,Sharp County,AR,96.38989169675091,NA,NA
72601,Boone County,AR,70.03610108303249,NA,NA
90220,Los Angeles County,CA,71.48014440433214,NA,NA
90277,Los Angeles County,CA,65.70397111913357,NA,NA
91724,Los Angeles County,CA,61.371841155234655,NA,NA
91763,San Bernardino County,CA,NA,NA,68.63905325443787
91768,Los Angeles County,CA,58.48375451263538,NA,NA
91910,San Diego County,CA,NA,33.15217391304348,NA
91911,San Diego County,CA,26.714801444043324,NA,NA
91913,San Diego County,CA,NA,79.34782608695652,NA
91977,San Diego County,CA,NA,32.065217391304344,NA
92027,San Diego County,CA,NA,15.217391304347828,NA
92111,San Diego County,CA,71.11913357400722,NA,NA
92114,San Diego County,CA,NA,11.41304347826087,NA
92562,Riverside County,CA,NA,60.86956521739131,NA
92592,Riverside County,CA,NA,75,NA
92646,Orange County,CA,NA,NA,31.952662721893493
92653,Orange County,CA,NA,NA,97.0414201183432
92656,Orange County,CA,28.51985559566787,NA,NA
92703,Orange County,CA,NA,22.82608695652174,NA
92843,Orange County,CA,NA,NA,43.19526627218935
92868,Orange County,CA,NA,66.30434782608695,NA
93033,Ventura County,CA,3.2490974729241873,NA,NA
93060,Ventura County,CA,32.12996389891697,NA,NA
93065,Ventura County,CA,5.776173285198556,NA,NA
93292,Tulare County,CA,73.28519855595668,NA,NA
93458,Santa Barbara County,CA,NA,NA,50.29585798816568
93465,San Luis Obispo County,CA,NA,NA,78.10650887573965
93637,Madera County,CA,24.90974729241877,NA,NA
93706,Fresno County,CA,61.73285198555957,NA,NA
93933,Monterey County,CA,NA,64.67391304347827,NA
94085,Santa Clara County,CA,NA,65.21739130434783,NA
94086,Santa Clara County,CA,79.42238267148014,NA,NA
94116,San Francisco County,CA,NA,NA,62.721893491124256
94510,Solano County,CA,78.33935018050542,NA,NA
94513,Contra Costa County,CA,NA,NA,40.828402366863905
94523,Contra Costa County,CA,46.931407942238266,NA,NA
94578,Alameda County,CA,NA,30.978260869565215,NA
94598,Contra Costa County,CA,81.94945848375451,NA,NA
94806,Contra Costa County,CA,NA,56.52173913043478,NA
94928,Sonoma County,CA,NA,NA,66.27218934911244
95020,Santa Clara County,CA,49.81949458483754,NA,NA
95111,Santa Clara County,CA,54.87364620938629,NA,NA
95322,Merced County,CA,85.1985559566787,NA,NA
95338,Mariposa County,CA,NA,NA,85.20710059171599
95379,Tuolumne County,CA,98.55595667870037,NA,NA
95820,Sacramento County,CA,NA,75,NA
95987,Colusa County,CA,94.94584837545126,NA,NA
80011,Arapahoe County,CO,NA,7.065217391304348,NA
80017,Arapahoe County,CO,75.81227436823104,NA,NA
80022,Adams County,CO,9.025270758122744,NA,NA
80118,Douglas County,CO,97.83393501805054,NA,NA
80211,Denver County,CO,36.101083032490976,NA,NA
80219,Denver County,CO,16.24548736462094,NA,NA
80226,Jefferson County,CO,22.382671480144403,NA,NA
80241,Adams County,CO,NA,66.84782608695652,NA
80249,Denver County,CO,47.65342960288809,44.565217391304344,NA
