ZipCode,county,state,Retirement
35126,Jefferson County,AL,80.23255813953489
35555,Fayette County,AL,63.372093023255815
35811,Madison County,AL,45.348837209302324
36541,Mobile County,AL,80.81395348837209
99567,Anchorage Municipality,AK,93.02325581395348
85255,Maricopa County,AZ,46.51162790697674
85286,Maricopa County,AZ,77.90697674418605
85297,Maricopa County,AZ,81.97674418604652
85704,Pima County,AZ,35.46511627906977
71909,Garland County,AR,37.7906976744186
72205,Pulaski County,AR,61.04651162790697
90240,Los Angeles County,CA,72.67441860465115
90404,Los Angeles County,CA,60.46511627906976
91107,Los Angeles County,CA,52.32558139534884
92057,San Diego County,CA,63.95348837209303
92113,San Diego County,CA,72.09302325581395
92407,San Bernardino County,CA,52.90697674418605
92602,Orange County,CA,92.44186046511628
92692,Orange County,CA,29.651162790697676
93280,Kern County,CA,84.88372093023256
93401,San Luis Obispo County,CA,55.23255813953488
93446,San Luis Obispo County,CA,47.674418604651166
93644,Madera County,CA,88.95348837209302
95630,Sacramento County,CA,23.837209302325583
95817,Sacramento County,CA,69.76744186046511
95901,Yuba County,CA,53.48837209302325
96021,Tehama County,CA,61.627906976744185
96093,Trinity County,CA,91.27906976744185
80501,Boulder County,CO,58.720930232558146
06010,Hartford County,CT,5.232558139534884
06450,New Haven County,CT,77.32558139534885
06457,Middlesex County,CT,97.09302325581395
32548,Okaloosa County,FL,59.30232558139535
33027,Broward County,FL,43.02325581395349
33433,Palm Beach County,FL,24.418604651162788
33602,Hillsborough County,FL,79.65116279069767
33812,Polk County,FL,88.37209302325581
33837,Polk County,FL,97.67441860465115
33903,Lee County,FL,36.04651162790697
34428,Citrus County,FL,83.13953488372093
30276,Coweta County,GA,76.16279069767442
30557,Stephens County,GA,93.6046511627907
31404,Chatham County,GA,44.76744186046512
83835,Kootenai County,ID,40.116279069767444
83861,Benewah County,ID,86.62790697674419
60018,Cook County,IL,41.86046511627907
60025,Cook County,IL,9.883720930232558
60083,Lake County,IL,70.34883720930233
60126,DuPage County,IL,5.813953488372093
60193,Cook County,IL,15.11627906976744
60462,Cook County,IL,10.465116279069768
60616,Cook County,IL,14.534883720930234
60638,Cook County,IL,41.27906976744186
60639,Cook County,IL,40.69767441860465
60643,Cook County,IL,8.13953488372093
62012,Macoupin County,IL,76.74418604651163
46383,Porter County,IN,34.30232558139535
46528,Elkhart County,IN,75
47362,Henry County,IN,68.6046511627907
50219,Marion County,IA,54.65116279069767
