ZipCode,county,state,Youth,Pediatric
35214,Jefferson County,AL,NA,32.89902280130293
35243,Jefferson County,AL,80.58877644894204,NA
35805,Madison County,AL,77.46090156393744,NA
35806,Madison County,AL,98.89604415823368,NA
35904,Etowah County,AL,NA,87.29641693811075
36303,Houston County,AL,77.36890524379025,NA
36305,Houston County,AL,96.32014719411224,NA
36445,Monroe County,AL,94.29622815087396,NA
36701,Dallas County,AL,13.707451701931921,NA
36854,Chambers County,AL,45.90616375344986,NA
99502,Anchorage Municipality,AK,44.158233670653175,NA
99504,Anchorage Municipality,AK,8.371665133394664,NA
99507,Anchorage Municipality,AK,46.45814167433303,NA
99508,Anchorage Municipality,AK,29.254829806807724,NA
99576,Dillingham Census Area,AK,48.114075436982525,NA
99577,Anchorage Municipality,AK,43.882244710211594,NA
99901,Ketchikan Gateway Borough,AK,37.99448022079117,NA
85008,Maricopa County,AZ,31.830726770929164,NA
85009,Maricopa County,AZ,4.783808647654094,NA
85016,Maricopa County,AZ,65.77736890524379,NA
85206,Maricopa County,AZ,27.598896044158234,NA
85208,Maricopa County,AZ,30.45078196872125,NA
85251,Maricopa County,AZ,44.34222631094757,NA
85302,Maricopa County,AZ,22.723091076356948,NA
85349,Yuma County,AZ,31.646734130634773,NA
85364,Yuma County,AZ,10.579576816927323,NA
85374,Maricopa County,AZ,67.89328426862924,NA
85395,Maricopa County,AZ,86.66053357865685,NA
85530,Graham County,AZ,51.24195032198712,NA
85541,Gila County,AZ,55.565777368905245,NA
85711,Pima County,AZ,2.5758969641214353,NA
85716,Pima County,AZ,22.81508739650414,NA
85735,Pima County,AZ,60.34958601655934,NA
85742,Pima County,AZ,78.84084636614536,NA
86001,Coconino County,AZ,79.85280588776449,NA
86033,Navajo County,AZ,31.002759889604413,NA
86045,Coconino County,AZ,44.80220791168353,NA
86326,Yavapai County,AZ,95.49218031278748,NA
86503,Apache County,AZ,NA,7.166123778501629
86507,Apache County,AZ,93.7442502299908,NA
86538,Apache County,AZ,63.66145354185833,NA
71655,Drew County,AR,57.03771849126035,NA
71923,Clark County,AR,41.85832566697332,NA
72301,Crittenden County,AR,74.51701931922723,NA
72638,Carroll County,AR,80.22079116835327,NA
72712,Benton County,AR,46.274149034038636,NA
90007,Los Angeles County,CA,71.38914443422263,NA
90011,Los Angeles County,CA,49.03403863845446,NA
90019,Los Angeles County,CA,NA,92.18241042345277
90023,Los Angeles County,CA,26.862925482980682,NA
90024,Los Angeles County,CA,43.33026678932843,NA
90025,Los Angeles County,CA,72.76908923643055,NA
90027,Los Angeles County,CA,34.130634774609014,NA
90029,Los Angeles County,CA,49.86200551977921,NA
90057,Los Angeles County,CA,32.93468261269549,NA
90063,Los Angeles County,CA,32.198712051517944,NA
90248,Los Angeles County,CA,93.10027598896045,NA
90602,Los Angeles County,CA,17.295308187672493,NA
90621,Orange County,CA,41.03035878564857,NA
90712,Los Angeles County,CA,45.538178472861084,NA
90744,Los Angeles County,CA,29.990800367985283,NA
90806,Los Angeles County,CA,NA,28.338762214983714
90813,Los Angeles County,CA,22.999080036798528,NA
91042,Los Angeles County,CA,91.99632014719411,NA
91311,Los Angeles County,CA,33.854645814167434,NA
91387,Los Angeles County,CA,NA,84.03908794788273
91706,Los Angeles County,CA,44.52621895124195,NA
91762,San Bernardino County,CA,NA,23.452768729641694
91902,San Diego County,CA,87.12051517939283,NA
91915,San Diego County,CA,59.4296228150874,NA
91941,San Diego County,CA,67.1573137074517,NA
91950,San Diego County,CA,51.793928242870294,NA
92026,San Diego County,CA,21.71113155473781,NA
92054,San Diego County,CA,89.88040478380864,NA
92057,San Diego County,CA,NA,27.68729641693811
92102,San Diego County,CA,83.71665133394664,NA
92106,San Diego County,CA,70.00919963201471,NA
92111,San Diego County,CA,NA,31.596091205211724
92113,San Diego County,CA,13.523459061637535,NA
92122,San Diego County,CA,56.02575896964122,NA
92127,San Diego County,CA,74.14903403863845,NA
92223,Riverside County,CA,25.666973321067154,NA
92313,San Bernardino County,CA,89.60441582336706,NA
92359,San Bernardino County,CA,NA,76.54723127035831
92373,San Bernardino County,CA,20.607175712971483,NA
92407,San Bernardino County,CA,20.607175712971483,NA
92503,Riverside County,CA,22.907083716651332,NA
92509,Riverside County,CA,9.19963201471941,NA
92584,Riverside County,CA,31.002759889604413,NA
92805,Orange County,CA,NA,14.983713355048861
92882,Riverside County,CA,34.406623735050594,NA
93065,Ventura County,CA,64.48942042318308,NA
93306,Kern County,CA,19.043238270469182,NA
93311,Kern County,CA,38.17847286108555,NA
93458,Santa Barbara County,CA,40.29438822447102,NA
93510,Los Angeles County,CA,96.04415823367066,NA
93630,Fresno County,CA,33.94664213431462,NA
93638,Madera County,CA,29.53081876724931,NA
93702,Fresno County,CA,NA,27.36156351791531
93705,Fresno County,CA,11.315547378104876,NA
93710,Fresno County,CA,34.406623735050594,NA
93727,Fresno County,CA,6.347746090156393,9.120521172638437
93923,Monterey County,CA,99.81600735970562,NA
94010,San Mateo County,CA,39.926402943882245,NA
94066,San Mateo County,CA,78.65685372585097,NA
94080,San Mateo County,CA,50.50597976080957,NA
94086,Santa Clara County,CA,56.02575896964122,NA
94108,San Francisco County,CA,93.56025758969642,NA
94110,San Francisco County,CA,NA,34.85342019543974
94401,San Mateo County,CA,65.86936522539098,NA
94518,Contra Costa County,CA,NA,80.78175895765473
94521,Contra Costa County,CA,24.011039558417664,NA
94536,Alameda County,CA,69.08923643054278,NA
94541,Alameda County,CA,23.367065317387304,NA
94555,Alameda County,CA,81.87672493100277,NA
94565,Contra Costa County,CA,10.763569457221712,NA
94587,Alameda County,CA,47.65409383624655,NA
94591,Solano County,CA,70.65317387304508,NA
94612,Alameda County,CA,NA,61.88925081433225
94619,Alameda County,CA,64.67341306347745,NA
94806,Contra Costa County,CA,72.12511499540018,NA
94949,Marin County,CA,NA,65.14657980456026
95327,Tuolumne County,CA,94.20423183072677,NA
95348,Merced County,CA,11.315547378104876,NA
95376,San Joaquin County,CA,36.24655013799448,NA
95490,Mendocino County,CA,98.71205151793929,NA
95492,Sonoma County,CA,73.04507819687213,NA
95670,Sacramento County,CA,29.438822447102115,NA
95742,Sacramento County,CA,87.672493100276,NA
80003,Jefferson County,CO,15.915363385464582,NA
80011,Arapahoe County,CO,8.371665133394664,NA
80013,Arapahoe County,CO,NA,57.32899022801303
80015,Arapahoe County,CO,45.17019319227231,NA
80026,Boulder County,CO,48.482060717571294,NA
80102,Adams County,CO,67.06531738730452,NA
80104,Douglas County,CO,18.12327506899724,NA
80214,Jefferson County,CO,40.84636614535418,NA
80227,Jefferson County,CO,NA,28.013029315960914
80229,Adams County,CO,NA,14.332247557003258
80233,Adams County,CO,55.013799448022084,NA
80501,Boulder County,CO,18.031278748850045,NA
80524,Larimer County,CO,60.9935602575897,17.58957654723127
80550,Weld County,CO,36.706531738730455,NA
80602,Adams County,CO,32.474701011959525,NA
80610,Weld County,CO,96.04415823367066,NA
80903,El Paso County,CO,44.34222631094757,NA
80909,El Paso County,CO,NA,60.586319218241044
81082,Las Animas County,CO,70.92916283348666,NA
81401,Montrose County,CO,75.89696412143513,88.27361563517914
81504,Mesa County,CO,20.42318307267709,NA
81601,Garfield County,CO,97.148114075437,NA
06033,Hartford County,CT,NA,76.8729641693811
06040,Hartford County,CT,15.455381784728612,NA
06078,Hartford County,CT,65.13339466421343,NA
06109,Hartford County,CT,46.18215271389145,NA
06114,Hartford County,CT,35.970561177552895,NA
06413,Middlesex County,CT,57.03771849126035,NA
06416,Middlesex County,CT,63.66145354185833,NA
06450,New Haven County,CT,11.959521619135234,NA
06457,Middlesex County,CT,10.855565777368906,NA
06514,New Haven County,CT,20.883164673413063,NA
06790,Litchfield County,CT,11.039558417663294,NA
06851,Fairfield County,CT,27.230910763569455,NA
19709,New Castle County,DE,11.131554737810488,NA
19720,New Castle County,DE,56.57773689052438,NA
19803,New Castle County,DE,25.206991720331185,NA
19805,New Castle County,DE,NA,20.846905537459286
19904,Kent County,DE,49.12603495860166,NA
19953,Kent County,DE,87.672493100276,NA
32043,Clay County,FL,13.063477460901565,54.39739413680782
32068,Clay County,FL,35.23459061637534,NA
32080,St. Johns County,FL,NA,99.3485342019544
32211,Duval County,FL,88.04047838086476,NA
32225,Duval County,FL,58.32566697332106,96.09120521172639
32405,Bay County,FL,95.86016559337627,NA
32408,Bay County,FL,99.72401103955842,NA
32456,Gulf County,FL,87.30450781968722,NA
32539,Okaloosa County,FL,NA,42.99674267100978
32707,Seminole County,FL,NA,50.1628664495114
32765,Seminole County,FL,52.25390984360626,NA
32822,Orange County,FL,5.611775528978841,NA
32825,Orange County,FL,NA,17.263843648208468
32828,Orange County,FL,54.277828886844524,NA
33023,Broward County,FL,95.03219871205152,NA
33025,Broward County,FL,44.98620055197792,NA
33029,Broward County,FL,NA,30.944625407166125
33158,Miami-Dade County,FL,96.68813247470102,NA
33179,Miami-Dade County,FL,NA,36.807817589576544
33183,Miami-Dade County,FL,42.2263109475621,84.36482084690554
33194,Miami-Dade County,FL,99.44802207911684,NA
33321,Broward County,FL,NA,88.92508143322475
33325,Broward County,FL,47.19411223551057,NA
33406,Palm Beach County,FL,85.55657773689053,NA
33409,Palm Beach County,FL,NA,24.429967426710096
33417,Palm Beach County,FL,NA,98.0456026058632
33426,Palm Beach County,FL,98.98804047838087,NA
33428,Palm Beach County,FL,NA,86.64495114006515
33435,Palm Beach County,FL,71.29714811407544,NA
33444,Palm Beach County,FL,NA,99.0228013029316
33458,Palm Beach County,FL,96.59613615455382,NA
33463,Palm Beach County,FL,27.414903403863843,NA
33547,Hillsborough County,FL,76.08095676172954,NA
33559,Hillsborough County,FL,69.91720331186752,NA
33572,Hillsborough County,FL,74.33302667893284,NA
33578,Hillsborough County,FL,NA,73.9413680781759
33579,Hillsborough County,FL,43.146274149034035,NA
33597,Sumter County,FL,99.26402943882245,NA
33605,Hillsborough County,FL,61.453541858325664,NA
33610,Hillsborough County,FL,89.42042318307267,NA
33629,Hillsborough County,FL,60.71757129714811,NA
33647,Hillsborough County,FL,78.56485740570378,NA
33703,Pinellas County,FL,NA,97.39413680781759
33707,Pinellas County,FL,94.38822447102115,NA
33712,Pinellas County,FL,52.25390984360626,NA
33716,Pinellas County,FL,NA,57.00325732899023
33765,Pinellas County,FL,NA,69.38110749185668
33772,Pinellas County,FL,41.03035878564857,NA
33773,Pinellas County,FL,NA,91.85667752442997
33777,Pinellas County,FL,86.93652253909843,NA
33781,Pinellas County,FL,NA,73.28990228013029
33901,Lee County,FL,93.65225390984361,NA
33907,Lee County,FL,91.53633854645814,NA
33917,Lee County,FL,70.83716651333947,NA
33971,Lee County,FL,94.11223551057958,NA
33990,Lee County,FL,NA,50.4885993485342
34104,Collier County,FL,84.08463661453543,NA
34119,Collier County,FL,NA,63.51791530944625
34135,Lee County,FL,91.35234590616376,NA
34142,Collier County,FL,41.582336706531734,NA
34266,DeSoto County,FL,NA,23.12703583061889
34465,Citrus County,FL,94.48022079116836,NA
34470,Marion County,FL,30.542778288868444,NA
34602,Hernando County,FL,80.86476540938362,NA
34654,Pasco County,FL,90.43238270469182,NA
34668,Pasco County,FL,11.499540018399264,NA
34669,Pasco County,FL,66.42134314627415,40.71661237785016
34677,Pinellas County,FL,99.17203311867524,NA
34743,Osceola County,FL,21.619135234590615,NA
34746,Osceola County,FL,27.782888684452622,NA
34747,Osceola County,FL,NA,53.420195439739416
34953,St. Lucie County,FL,NA,16.286644951140065
34990,Martin County,FL,98.25206991720331,NA
30019,Gwinnett County,GA,12.97148114075437,NA
30067,Cobb County,GA,55.10579576816927,NA
30075,Fulton County,GA,14.627414903403862,NA
30076,Fulton County,GA,90.524379024839,NA
30135,Douglas County,GA,5.887764489420423,NA
30144,Cobb County,GA,57.7736890524379,NA
30223,Spalding County,GA,NA,35.17915309446254
30253,Henry County,GA,14.443422263109476,NA
30269,Fayette County,GA,55.565777368905245,NA
30274,Clayton County,GA,24.839006439742413,NA
30306,Fulton County,GA,92.27230910763569,NA
30331,Fulton County,GA,5.979760809567617,NA
30338,DeKalb County,GA,45.538178472861084,NA
30342,Fulton County,GA,59.15363385464582,NA
30401,Emanuel County,GA,85.64857405703772,NA
30458,Bulloch County,GA,50.68997240110396,NA
30507,Hall County,GA,37.074517019319224,NA
30563,Habersham County,GA,94.48022079116836,NA
30650,Morgan County,GA,91.90432382704692,NA
31324,Bryan County,GA,63.56945722171113,NA
31404,Chatham County,GA,27.138914443422262,NA
31520,Glynn County,GA,24.379024839006437,NA
31523,Glynn County,GA,74.88500459981601,NA
31701,Dougherty County,GA,60.34958601655934,NA
31705,Dougherty County,GA,22.539098436062556,NA
31707,Dougherty County,GA,31.186752529898804,NA
31714,Turner County,GA,96.8721251149954,NA
31771,Colquitt County,GA,83.80864765409383,NA
31794,Tift County,GA,51.70193192272309,NA
96744,Honolulu County,HI,NA,91.20521172638436
83221,Bingham County,ID,16.099356025758972,NA
83274,Bingham County,ID,NA,94.78827361563518
83301,Twin Falls County,ID,56.39374425022999,26.058631921824105
83318,Cassia County,ID,85.74057037718491,NA
83401,Bonneville County,ID,35.694572217111315,72.9641693811075
83402,Bonneville County,ID,80.68077276908923,38.43648208469055
83406,Bonneville County,ID,95.58417663293469,94.13680781758957
83427,Bonneville County,ID,99.63201471941122,NA
83440,Madison County,ID,NA,59.934853420195445
83442,Jefferson County,ID,NA,35.17915309446254
83605,Canyon County,ID,58.60165593376265,65.79804560260585
83607,Canyon County,ID,NA,18.566775244299674
83616,Ada County,ID,NA,51.14006514657981
83628,Owyhee County,ID,96.96412143514259,NA
83634,Ada County,ID,NA,83.38762214983714
83646,Ada County,ID,6.439742410303588,NA
83651,Canyon County,ID,NA,47.88273615635179
83660,Canyon County,ID,68.81324747010119,NA
83669,Ada County,ID,90.80036798528059,NA
83672,Washington County,ID,43.60625574977001,NA
83687,Canyon County,ID,74.88500459981601,NA
83705,Ada County,ID,NA,46.90553745928339
83805,Boundary County,ID,96.78012879484821,NA
