ZipCode,county,state,Geriatric
35077,Cullman County,AL,82.27513227513228
35210,Jefferson County,AL,49.2063492063492
35503,Walker County,AL,85.97883597883597
35769,Jackson County,AL,56.34920634920635
36064,Montgomery County,AL,89.68253968253968
36109,Montgomery County,AL,79.8941798941799
85044,Maricopa County,AZ,52.116402116402114
85375,Maricopa County,AZ,0.5291005291005291
85379,Maricopa County,AZ,69.04761904761905
85621,Santa Cruz County,AZ,56.34920634920635
85718,Pima County,AZ,92.5925925925926
85757,Pima County,AZ,97.88359788359789
72150,Grant County,AR,92.06349206349206
72210,Pulaski County,AR,99.47089947089947
72703,Washington County,AR,73.80952380952381
90027,Los Angeles County,CA,13.492063492063492
90033,Los Angeles County,CA,77.77777777777779
90047,Los Angeles County,CA,18.78306878306878
90211,Los Angeles County,CA,93.12169312169311
90740,Orange County,CA,46.03174603174603
91016,Los Angeles County,CA,36.24338624338625
91364,Los Angeles County,CA,32.27513227513227
91401,Los Angeles County,CA,47.883597883597886
91776,Los Angeles County,CA,41.00529100529101
91911,San Diego County,CA,6.613756613756613
92101,San Diego County,CA,59.25925925925925
92102,San Diego County,CA,60.05291005291006
92104,San Diego County,CA,63.49206349206349
92407,San Bernardino County,CA,53.43915343915344
92507,Riverside County,CA,47.61904761904761
92648,Orange County,CA,15.608465608465607
92653,Orange County,CA,86.77248677248677
93012,Ventura County,CA,20.634920634920633
93023,Ventura County,CA,42.06349206349206
93543,Los Angeles County,CA,93.91534391534393
93710,Fresno County,CA,35.44973544973545
94062,San Mateo County,CA,36.77248677248677
94086,Santa Clara County,CA,42.592592592592595
94118,San Francisco County,CA,62.16931216931217
94121,San Francisco County,CA,33.86243386243386
94132,San Francisco County,CA,29.629629629629626
94534,Solano County,CA,29.894179894179896
94536,Alameda County,CA,43.65079365079365
94577,Alameda County,CA,81.21693121693121
94607,Alameda County,CA,59.523809523809526
94709,Alameda County,CA,96.03174603174604
94806,Contra Costa County,CA,15.873015873015872
95124,Santa Clara County,CA,100
95205,San Joaquin County,CA,85.18518518518519
95503,Humboldt County,CA,41.269841269841265
95608,Sacramento County,CA,6.084656084656085
95616,Yolo County,CA,31.216931216931215
95666,Amador County,CA,73.01587301587301
95746,Placer County,CA,95.76719576719577
95838,Sacramento County,CA,78.3068783068783
96080,Tehama County,CA,75.13227513227513
80021,Jefferson County,CO,50.52910052910053
