ZipCode,county,state,Youth,Adult
35640,Morgan County,AL,NA,40.925925925925924
36360,Dale County,AL,NA,54.44444444444444
36575,Mobile County,AL,NA,68.14814814814815
36830,Lee County,AL,NA,74.81481481481481
99517,Anchorage Municipality,AK,NA,72.5925925925926
85015,Maricopa County,AZ,26.81564245810056,NA
85020,Maricopa County,AZ,49.162011173184354,NA
85027,Maricopa County,AZ,NA,48.333333333333336
85033,Maricopa County,AZ,22.905027932960895,19.25925925925926
85050,Maricopa County,AZ,NA,63.888888888888886
85051,Maricopa County,AZ,NA,17.037037037037038
85087,Maricopa County,AZ,96.64804469273743,NA
85138,Pinal County,AZ,32.402234636871505,NA
85204,Maricopa County,AZ,NA,51.2962962962963
85205,Maricopa County,AZ,NA,33.51851851851852
85224,Maricopa County,AZ,NA,80.92592592592592
85225,Maricopa County,AZ,16.75977653631285,46.85185185185185
85259,Maricopa County,AZ,NA,96.29629629629629
85295,Maricopa County,AZ,43.01675977653631,NA
85296,Maricopa County,AZ,42.45810055865922,NA
85331,Maricopa County,AZ,NA,64.07407407407408
85335,Maricopa County,AZ,NA,41.2962962962963
85344,La Paz County,AZ,NA,43.888888888888886
85345,Maricopa County,AZ,31.28491620111732,48.51851851851852
85383,Maricopa County,AZ,88.8268156424581,NA
85546,Graham County,AZ,NA,57.77777777777777
85635,Cochise County,AZ,NA,29.259259259259256
85705,Pima County,AZ,14.52513966480447,4.444444444444445
85710,Pima County,AZ,NA,40.55555555555556
85711,Pima County,AZ,6.70391061452514,NA
85715,Pima County,AZ,NA,84.25925925925925
85730,Pima County,AZ,76.53631284916202,NA
86301,Yavapai County,AZ,NA,75
86413,Mohave County,AZ,NA,68.7037037037037
71852,Howard County,AR,NA,87.5925925925926
72206,Pulaski County,AR,NA,61.85185185185185
72404,Craighead County,AR,NA,57.22222222222222
72756,Benton County,AR,NA,69.62962962962963
90013,Los Angeles County,CA,NA,65.37037037037037
90040,Los Angeles County,CA,96.08938547486034,NA
90047,Los Angeles County,CA,NA,18.88888888888889
90057,Los Angeles County,CA,NA,77.5925925925926
90302,Los Angeles County,CA,77.09497206703911,NA
90808,Los Angeles County,CA,NA,66.85185185185185
91320,Ventura County,CA,49.72067039106145,NA
91352,Los Angeles County,CA,NA,31.11111111111111
91384,Los Angeles County,CA,84.35754189944134,NA
91604,Los Angeles County,CA,NA,68.14814814814815
91701,San Bernardino County,CA,NA,30
91786,San Bernardino County,CA,68.15642458100558,NA
92025,San Diego County,CA,NA,55.37037037037037
92026,San Diego County,CA,50.27932960893855,NA
92071,San Diego County,CA,NA,30.185185185185187
92113,San Diego County,CA,34.63687150837989,NA
92201,Riverside County,CA,NA,28.333333333333332
92223,Riverside County,CA,NA,71.85185185185186
92234,Riverside County,CA,NA,51.48148148148148
92284,San Bernardino County,CA,NA,31.851851851851855
92392,San Bernardino County,CA,NA,22.037037037037038
92395,San Bernardino County,CA,NA,33.33333333333333
92407,San Bernardino County,CA,47.486033519553075,NA
92610,Orange County,CA,NA,93.33333333333333
92881,Riverside County,CA,92.17877094972067,NA
93433,San Luis Obispo County,CA,NA,95
93551,Los Angeles County,CA,NA,63.33333333333333
93638,Madera County,CA,NA,21.666666666666668
93657,Fresno County,CA,39.10614525139665,NA
93906,Monterey County,CA,24.581005586592177,NA
94002,San Mateo County,CA,NA,65.55555555555556
94509,Contra Costa County,CA,46.36871508379888,NA
94534,Solano County,CA,73.74301675977654,NA
94587,Alameda County,CA,81.56424581005587,NA
94591,Solano County,CA,67.0391061452514,NA
94612,Alameda County,CA,78.77094972067039,NA
95003,Santa Cruz County,CA,NA,90
95111,Santa Clara County,CA,NA,44.44444444444444
95124,Santa Clara County,CA,NA,67.4074074074074
95135,Santa Clara County,CA,87.70949720670392,NA
95336,San Joaquin County,CA,NA,36.666666666666664
95367,Stanislaus County,CA,NA,63.14814814814815
95376,San Joaquin County,CA,NA,34.25925925925926
95823,Sacramento County,CA,NA,14.629629629629628
80013,Arapahoe County,CO,NA,11.296296296296296
80016,Arapahoe County,CO,NA,27.40740740740741
80205,Denver County,CO,NA,15.37037037037037
80218,Denver County,CO,91.62011173184358,NA
80219,Denver County,CO,NA,6.666666666666667
80231,Denver County,CO,44.6927374301676,NA
80233,Adams County,CO,24.022346368715084,NA
80236,Denver County,CO,NA,86.85185185185185
80303,Boulder County,CO,NA,85.92592592592592
80526,Larimer County,CO,NA,43.333333333333336
80906,El Paso County,CO,NA,71.29629629629629
80909,El Paso County,CO,NA,29.074074074074076
80916,El Paso County,CO,NA,43.148148148148145
80918,El Paso County,CO,NA,53.333333333333336
81212,Fremont County,CO,NA,46.48148148148148
81506,Mesa County,CO,NA,94.44444444444444
06063,Litchfield County,CT,100,NA
06084,Tolland County,CT,43.575418994413404,NA
06106,Hartford County,CT,NA,6.111111111111111
06108,Hartford County,CT,NA,36.48148148148148
06513,New Haven County,CT,NA,5.7407407407407405
06607,Fairfield County,CT,NA,87.03703703703704
06708,New Haven County,CT,NA,27.22222222222222
06810,Fairfield County,CT,NA,18.14814814814815
06825,Fairfield County,CT,82.68156424581005,NA
06902,Fairfield County,CT,NA,25
