ZipCode,county,state,Youth,Pediatric
35072,Coosa County,AL,NA,86.7816091954023
35243,Jefferson County,AL,50.16611295681063,NA
35630,Lauderdale County,AL,NA,54.59770114942529
36091,Chilton County,AL,96.67774086378738,NA
36587,Mobile County,AL,58.139534883720934,NA
36867,Russell County,AL,NA,75.86206896551724
99801,Juneau City and Borough,AK,NA,95.40229885057471
85253,Maricopa County,AZ,44.518272425249165,NA
85308,Maricopa County,AZ,15.282392026578073,NA
85641,Pima County,AZ,42.19269102990033,NA
86001,Coconino County,AZ,NA,99.42528735632183
72034,Faulkner County,AR,64.45182724252491,NA
90025,Los Angeles County,CA,74.4186046511628,NA
90036,Los Angeles County,CA,92.02657807308971,NA
90039,Los Angeles County,CA,NA,85.0574712643678
90049,Los Angeles County,CA,77.0764119601329,NA
90660,Los Angeles County,CA,39.53488372093023,NA
90808,Los Angeles County,CA,40.863787375415285,NA
91206,Los Angeles County,CA,NA,97.12643678160919
91351,Los Angeles County,CA,62.7906976744186,NA
92054,San Diego County,CA,43.18936877076412,NA
92105,San Diego County,CA,NA,64.9425287356322
92109,San Diego County,CA,NA,79.3103448275862
92126,San Diego County,CA,19.601328903654487,NA
92344,San Bernardino County,CA,NA,83.9080459770115
92411,San Bernardino County,CA,66.77740863787376,NA
93257,Tulare County,CA,NA,21.26436781609195
93304,Kern County,CA,NA,32.18390804597701
93306,Kern County,CA,NA,67.81609195402298
93446,San Luis Obispo County,CA,NA,11.494252873563218
93611,Fresno County,CA,38.205980066445186,NA
93637,Madera County,CA,20.930232558139537,NA
93720,Fresno County,CA,17.940199335548172,NA
94022,Santa Clara County,CA,82.39202657807309,NA
94501,Alameda County,CA,NA,56.896551724137936
94506,Contra Costa County,CA,79.734219269103,NA
94509,Contra Costa County,CA,NA,68.39080459770115
94553,Contra Costa County,CA,23.25581395348837,NA
94587,Alameda County,CA,NA,47.12643678160919
94619,Alameda County,CA,NA,92.52873563218391
95023,San Benito County,CA,29.2358803986711,NA
95376,San Joaquin County,CA,73.421926910299,NA
95382,Stanislaus County,CA,45.51495016611295,NA
95632,Sacramento County,CA,NA,48.85057471264368
95829,Sacramento County,CA,92.69102990033223,NA
95926,Butte County,CA,NA,64.36781609195403
95948,Butte County,CA,76.0797342192691,NA
95966,Butte County,CA,20.26578073089701,NA
80015,Arapahoe County,CO,3.9867109634551494,NA
80108,Douglas County,CO,23.588039867109632,NA
80232,Jefferson County,CO,NA,66.66666666666666
80241,Adams County,CO,NA,70.6896551724138
80922,El Paso County,CO,69.10299003322258,NA
81224,Gunnison County,CO,87.70764119601328,NA
06019,Hartford County,CT,75.74750830564784,NA
06033,Hartford County,CT,30.564784053156146,NA
06082,Hartford County,CT,15.946843853820598,NA
06108,Hartford County,CT,NA,24.71264367816092
06117,Hartford County,CT,71.09634551495017,NA
06424,Middlesex County,CT,69.43521594684385,NA
06484,Fairfield County,CT,61.79401993355482,NA
06705,New Haven County,CT,NA,40.229885057471265
06824,Fairfield County,CT,46.179401993355484,NA
06840,Fairfield County,CT,58.4717607973422,NA
19703,New Castle County,DE,NA,75.28735632183908
19709,New Castle County,DE,NA,43.103448275862064
19713,New Castle County,DE,NA,45.97701149425287
19805,New Castle County,DE,NA,16.666666666666664
19810,New Castle County,DE,60.797342192691026,NA
19945,Sussex County,DE,79.06976744186046,NA
32038,Columbia County,FL,82.39202657807309,NA
32073,Clay County,FL,29.568106312292358,NA
32303,Leon County,FL,40.53156146179402,NA
32459,Walton County,FL,53.48837209302325,NA
