ZipCode,county,state,Youth,Pediatric,Adult
35043,Shelby County,AL,94.25287356321839,NA,NA
35051,Shelby County,AL,90.80459770114942,NA,NA
35131,St. Clair County,AL,NA,NA,96.55172413793103
35235,Jefferson County,AL,NA,NA,58.620689655172406
35951,Marshall County,AL,36.7816091954023,NA,NA
36535,Baldwin County,AL,38.793103448275865,NA,NA
36618,Mobile County,AL,NA,66.66666666666666,NA
36701,Dallas County,AL,NA,NA,33.33333333333333
99835,Sitka City and Borough,AK,25,NA,NA
85022,Maricopa County,AZ,24.71264367816092,NA,NA
85023,Maricopa County,AZ,NA,46.875,NA
85041,Maricopa County,AZ,3.4482758620689653,NA,NA
85122,Pinal County,AZ,NA,8.333333333333332,NA
85142,Maricopa County,AZ,NA,NA,13.793103448275861
85204,Maricopa County,AZ,NA,21.875,NA
85205,Maricopa County,AZ,25.57471264367816,NA,NA
85301,Maricopa County,AZ,NA,7.8125,NA
85302,Maricopa County,AZ,NA,22.916666666666664,NA
85323,Maricopa County,AZ,NA,51.041666666666664,NA
85339,Maricopa County,AZ,NA,NA,26.436781609195403
85345,Maricopa County,AZ,NA,NA,17.24137931034483
85543,Graham County,AZ,NA,NA,93.10344827586206
86004,Coconino County,AZ,1.4367816091954022,NA,NA
86040,Coconino County,AZ,50.86206896551724,NA,NA
86047,Navajo County,AZ,47.98850574712644,NA,NA
86324,Yavapai County,AZ,NA,NA,89.65517241379311
86401,Mohave County,AZ,NA,95.3125,NA
86510,Navajo County,AZ,88.79310344827587,NA,NA
86556,Apache County,AZ,NA,68.22916666666666,NA
72019,Saline County,AR,96.83908045977012,NA,NA
72227,Pulaski County,AR,89.9425287356322,NA,NA
72751,Benton County,AR,NA,NA,94.82758620689656
72916,Sebastian County,AR,92.24137931034483,NA,NA
90006,Los Angeles County,CA,NA,13.020833333333334,NA
90044,Los Angeles County,CA,NA,NA,9.195402298850574
90057,Los Angeles County,CA,46.839080459770116,NA,NA
90059,Los Angeles County,CA,NA,22.916666666666664,NA
90240,Los Angeles County,CA,NA,NA,78.73563218390804
90266,Los Angeles County,CA,41.66666666666667,NA,NA
90630,Orange County,CA,31.03448275862069,NA,NA
