ZipCode,county,state,Youth,Adult,Geriatric
19013,Delaware County,PA,16.25,NA,NA
19061,Delaware County,PA,NA,32.30769230769231,NA
19083,Delaware County,PA,24.583333333333332,NA,NA
19090,Montgomery County,PA,68.33333333333333,53.07692307692308,NA
19126,Philadelphia County,PA,NA,NA,64.67391304347827
19131,Philadelphia County,PA,13.750000000000002,NA,NA
02895,Providence County,RI,NA,16.538461538461537,NA
02904,Providence County,RI,NA,38.46153846153847,NA
29303,Spartanburg County,SC,NA,50.38461538461539,NA
29349,Spartanburg County,SC,51.24999999999999,NA,NA
29410,Berkeley County,SC,NA,79.23076923076923,NA
29418,Charleston County,SC,NA,46.92307692307692,NA
29440,Georgetown County,SC,NA,NA,29.347826086956523
29449,Charleston County,SC,71.25,NA,NA
29485,Dorchester County,SC,7.916666666666666,NA,NA
29488,Colleton County,SC,NA,41.92307692307693,NA
29532,Darlington County,SC,NA,NA,76.63043478260869
29554,Williamsburg County,SC,NA,91.15384615384615,NA
29588,Horry County,SC,NA,45,NA
29626,Anderson County,SC,NA,NA,64.13043478260869
29657,Pickens County,SC,NA,53.46153846153846,NA
29680,Greenville County,SC,62.5,NA,NA
29682,Pickens County,SC,NA,99.61538461538461,NA
29732,York County,SC,49.166666666666664,NA,NA
37072,Davidson County,TN,NA,34.23076923076923,NA
37086,Rutherford County,TN,NA,52.69230769230769,NA
37160,Bedford County,TN,20,NA,NA
37303,McMinn County,TN,NA,25.769230769230766,NA
37343,Hamilton County,TN,NA,NA,23.369565217391305
37377,Hamilton County,TN,76.66666666666667,NA,NA
37686,Sullivan County,TN,NA,86.92307692307692,NA
37743,Greene County,TN,NA,NA,9.782608695652174
37879,Claiborne County,TN,NA,NA,87.5
37917,Knox County,TN,NA,NA,25
37920,Knox County,TN,35,NA,NA
38301,Madison County,TN,1.6666666666666667,NA,NA
38320,Benton County,TN,68.75,NA,NA
38478,Giles County,TN,NA,NA,71.73913043478261
75019,Dallas County,TX,NA,NA,97.28260869565217
75022,Denton County,TX,NA,83.07692307692308,NA
75040,Dallas County,TX,NA,NA,18.478260869565215
75093,Collin County,TX,33.33333333333333,NA,NA
75142,Kaufman County,TX,57.91666666666667,NA,NA
75227,Dallas County,TX,4.583333333333333,NA,NA
75494,Wood County,TX,87.08333333333333,NA,NA
75551,Cass County,TX,84.16666666666667,NA,NA
75654,Rusk County,TX,NA,NA,68.47826086956522
75765,Wood County,TX,NA,NA,61.41304347826087
75790,Van Zandt County,TX,NA,95,NA
76182,Tarrant County,TX,NA,68.84615384615384,NA
76209,Denton County,TX,NA,NA,85.32608695652173
76266,Denton County,TX,NA,NA,89.13043478260869
76301,Wichita County,TX,71.66666666666667,NA,NA
76306,Wichita County,TX,NA,68.07692307692308,NA
76708,McLennan County,TX,31.25,NA,NA
76903,Tom Green County,TX,NA,NA,53.2608695652174
77027,Harris County,TX,NA,85.38461538461539,NA
77033,Harris County,TX,NA,NA,47.28260869565217
77041,Harris County,TX,55.833333333333336,NA,NA
77056,Harris County,TX,NA,79.61538461538461,NA
