ZipCode,county,state,Youth,Pediatric
35023,Jefferson County,AL,32.35981308411215,NA
35208,Jefferson County,AL,79.78971962616822,NA
35216,Jefferson County,AL,40.18691588785047,NA
35228,Jefferson County,AL,83.64485981308411,NA
35243,Jefferson County,AL,58.0607476635514,NA
35476,Tuscaloosa County,AL,59.112149532710276,NA
35565,Winston County,AL,25.233644859813083,NA
35630,Lauderdale County,AL,56.77570093457944,NA
35806,Madison County,AL,80.14018691588785,NA
36109,Montgomery County,AL,70.32710280373831,NA
36206,Calhoun County,AL,62.383177570093466,NA
36421,Covington County,AL,94.62616822429906,NA
36693,Mobile County,AL,80.72429906542055,NA
36867,Russell County,AL,36.331775700934585,NA
36870,Lee County,AL,84.92990654205607,NA
36877,Lee County,AL,NA,92.57142857142857
99507,Anchorage Municipality,AK,24.53271028037383,NA
99737,Southeast Fairbanks Census Area,AK,99.1822429906542,NA
85009,Maricopa County,AZ,8.761682242990654,NA
85032,Maricopa County,AZ,22.54672897196262,NA
85033,Maricopa County,AZ,NA,12.571428571428573
85035,Maricopa County,AZ,47.546728971962615,NA
85139,Pinal County,AZ,61.915887850467286,NA
85203,Maricopa County,AZ,NA,45.14285714285714
85206,Maricopa County,AZ,16.00467289719626,NA
85281,Maricopa County,AZ,73.13084112149532,NA
85303,Maricopa County,AZ,19.509345794392523,NA
85308,Maricopa County,AZ,21.02803738317757,NA
85345,Maricopa County,AZ,NA,69.14285714285714
85350,Yuma County,AZ,NA,60
85353,Maricopa County,AZ,55.140186915887845,NA
85367,Yuma County,AZ,NA,99.42857142857143
85541,Gila County,AZ,94.04205607476635,NA
85550,Graham County,AZ,90.65420560747664,NA
85607,Cochise County,AZ,59.345794392523366,NA
85621,Santa Cruz County,AZ,68.80841121495327,NA
85648,Santa Cruz County,AZ,NA,18.285714285714285
85711,Pima County,AZ,3.2710280373831773,NA
86314,Yavapai County,AZ,37.73364485981308,NA
86327,Yavapai County,AZ,82.12616822429906,NA
72704,Washington County,AR,82.12616822429906,NA
72761,Benton County,AR,57.476635514018696,NA
90007,Los Angeles County,CA,81.54205607476635,NA
90013,Los Angeles County,CA,29.789719626168225,NA
90019,Los Angeles County,CA,NA,35.42857142857142
90022,Los Angeles County,CA,34.345794392523366,NA
90039,Los Angeles County,CA,NA,85.71428571428571
90061,Los Angeles County,CA,NA,49.714285714285715
90222,Los Angeles County,CA,84.22897196261682,NA
90250,Los Angeles County,CA,20.5607476635514,NA
90255,Los Angeles County,CA,46.14485981308411,NA
90262,Los Angeles County,CA,23.130841121495326,NA
90278,Los Angeles County,CA,64.48598130841121,NA
90301,Los Angeles County,CA,NA,65.71428571428571
90650,Los Angeles County,CA,23.948598130841123,NA
90731,Los Angeles County,CA,25.350467289719624,NA
91030,Los Angeles County,CA,81.54205607476635,NA
91343,Los Angeles County,CA,52.570093457943926,NA
91761,San Bernardino County,CA,NA,58.857142857142854
91768,Los Angeles County,CA,NA,44.57142857142857
91790,Los Angeles County,CA,NA,67.42857142857143
92020,San Diego County,CA,43.22429906542056,NA
92024,San Diego County,CA,56.30841121495327,NA
92037,San Diego County,CA,76.4018691588785,NA
92056,San Diego County,CA,46.49532710280374,NA
92105,San Diego County,CA,19.626168224299064,NA
92119,San Diego County,CA,88.08411214953271,NA
92127,San Diego County,CA,45.794392523364486,NA
92130,San Diego County,CA,55.257009345794394,NA
92227,Imperial County,CA,43.3411214953271,NA
92231,Imperial County,CA,NA,37.142857142857146
92335,San Bernardino County,CA,NA,16.57142857142857
92405,San Bernardino County,CA,NA,57.714285714285715
92407,San Bernardino County,CA,38.084112149532714,NA
92504,Riverside County,CA,53.0373831775701,NA
92562,Riverside County,CA,31.308411214953267,68.57142857142857
92869,Orange County,CA,77.10280373831776,NA
92870,Orange County,CA,54.78971962616822,NA
93001,Ventura County,CA,95.32710280373831,NA
93003,Ventura County,CA,NA,46.285714285714285
93021,Ventura County,CA,91.00467289719626,NA
93033,Ventura County,CA,NA,8
93117,Santa Barbara County,CA,92.05607476635514,NA
93306,Kern County,CA,34.929906542056074,NA
93307,Kern County,CA,25.350467289719624,NA
93308,Kern County,CA,15.537383177570094,NA
93401,San Luis Obispo County,CA,97.31308411214953,NA
93436,Santa Barbara County,CA,58.52803738317757,NA
93455,Santa Barbara County,CA,73.71495327102804,NA
93535,Los Angeles County,CA,21.845794392523366,NA
93551,Los Angeles County,CA,67.99065420560748,NA
93635,Merced County,CA,52.10280373831776,NA
93654,Fresno County,CA,37.26635514018692,NA
93955,Monterey County,CA,48.831775700934585,NA
94002,San Mateo County,CA,92.7570093457944,NA
94501,Alameda County,CA,49.76635514018692,NA
94509,Contra Costa County,CA,36.915887850467286,NA
95112,Santa Clara County,CA,NA,63.42857142857142
95341,Merced County,CA,22.7803738317757,NA
95350,Stanislaus County,CA,22.7803738317757,NA
95380,Stanislaus County,CA,33.99532710280374,NA
95501,Humboldt County,CA,81.07476635514018,NA
95661,Placer County,CA,96.84579439252336,NA
95762,El Dorado County,CA,53.0373831775701,NA
96143,Placer County,CA,NA,86.85714285714286
80012,Arapahoe County,CO,NA,28.000000000000004
80017,Arapahoe County,CO,53.0373831775701,NA
80111,Arapahoe County,CO,57.71028037383178,NA
80112,Arapahoe County,CO,48.13084112149533,NA
80127,Jefferson County,CO,50.8177570093458,NA
80128,Jefferson County,CO,40.887850467289724,NA
80216,Denver County,CO,NA,50.28571428571429
80219,Denver County,CO,NA,9.714285714285714
80260,Adams County,CO,NA,26.857142857142858
80501,Boulder County,CO,32.126168224299064,NA
80513,Larimer County,CO,65.42056074766354,NA
80528,Larimer County,CO,33.294392523364486,NA
80751,Logan County,CO,39.719626168224295,NA
80911,El Paso County,CO,27.80373831775701,NA
81401,Montrose County,CO,48.598130841121495,NA
81647,Garfield County,CO,96.49532710280374,NA
06451,New Haven County,CT,26.869158878504674,NA
06513,New Haven County,CT,NA,14.285714285714285
06710,New Haven County,CT,62.967289719626166,NA
06854,Fairfield County,CT,52.10280373831776,NA
19702,New Castle County,DE,NA,20
19901,Kent County,DE,33.0607476635514,NA
19904,Kent County,DE,1.6355140186915886,NA
32068,Clay County,FL,26.51869158878505,NA
32084,St. Johns County,FL,NA,69.71428571428572
32114,Volusia County,FL,40.070093457943926,NA
32148,Putnam County,FL,77.33644859813083,NA
32210,Duval County,FL,NA,20.57142857142857
32505,Escambia County,FL,15.30373831775701,NA
32563,Santa Rosa County,FL,38.43457943925234,NA
32608,Alachua County,FL,3.7383177570093453,NA
32669,Alachua County,FL,20.911214953271028,NA
32693,Gilchrist County,FL,NA,85.71428571428571
32703,Orange County,FL,NA,33.714285714285715
32712,Orange County,FL,NA,51.42857142857142
32720,Volusia County,FL,71.96261682242991,NA
32724,Volusia County,FL,NA,82.28571428571428
32901,Brevard County,FL,74.29906542056075,NA
32908,Brevard County,FL,89.48598130841121,NA
32953,Brevard County,FL,95.67757009345794,NA
33010,Miami-Dade County,FL,NA,32
33016,Miami-Dade County,FL,36.331775700934585,NA
33024,Broward County,FL,28.154205607476634,NA
33071,Broward County,FL,45.21028037383177,NA
33127,Miami-Dade County,FL,NA,40.57142857142857
33134,Miami-Dade County,FL,61.0981308411215,NA
33150,Miami-Dade County,FL,NA,41.714285714285715
33157,Miami-Dade County,FL,15.537383177570094,NA
33304,Broward County,FL,85.98130841121495,NA
33309,Broward County,FL,NA,26.285714285714285
33433,Palm Beach County,FL,70.32710280373831,NA
33542,Pasco County,FL,56.77570093457944,NA
33604,Hillsborough County,FL,62.149532710280376,NA
33610,Hillsborough County,FL,NA,21.142857142857142
33708,Pinellas County,FL,NA,94.85714285714286
33810,Polk County,FL,36.79906542056075,NA
33881,Polk County,FL,59.929906542056074,NA
33897,Polk County,FL,79.90654205607477,NA
34431,Marion County,FL,57.476635514018696,NA
34743,Osceola County,FL,39.25233644859813,NA
30008,Cobb County,GA,63.78504672897196,NA
30043,Gwinnett County,GA,NA,55.42857142857143
30047,Gwinnett County,GA,56.54205607476636,NA
30062,Cobb County,GA,24.53271028037383,NA
30116,Carroll County,GA,51.28504672897196,NA
30126,Cobb County,GA,NA,64.57142857142857
30165,Floyd County,GA,32.94392523364486,NA
30240,Troup County,GA,14.369158878504674,NA
30288,Clayton County,GA,94.62616822429906,NA
30310,Fulton County,GA,NA,53.714285714285715
30337,Fulton County,GA,84.34579439252336,NA
30341,DeKalb County,GA,62.967289719626166,NA
30350,Fulton County,GA,54.322429906542055,NA
30458,Bulloch County,GA,31.425233644859812,NA
30542,Hall County,GA,57.943925233644855,NA
30666,Barrow County,GA,96.61214953271028,NA
30720,Whitfield County,GA,63.3177570093458,NA
31636,Lowndes County,GA,87.26635514018692,NA
