ZipCode,county,state,Youth,Adult,Geriatric
35126,Jefferson County,AL,65.13761467889908,NA,NA
35462,Greene County,AL,NA,88.88888888888889,NA
35476,Tuscaloosa County,AL,NA,69.62962962962963,NA
35570,Marion County,AL,NA,72.5925925925926,NA
35640,Morgan County,AL,27.217125382262996,NA,57.36842105263158
35674,Colbert County,AL,NA,45.55555555555556,NA
35750,Madison County,AL,91.74311926605505,NA,NA
35803,Madison County,AL,NA,NA,32.10526315789474
35805,Madison County,AL,52.59938837920489,NA,NA
35950,Marshall County,AL,71.86544342507645,NA,NA
36078,Elmore County,AL,97.85932721712538,NA,NA
36104,Montgomery County,AL,NA,62.59259259259259,NA
36467,Covington County,AL,NA,78.51851851851852,NA
36526,Baldwin County,AL,41.59021406727829,NA,NA
36530,Baldwin County,AL,NA,88.14814814814815,NA
36582,Mobile County,AL,NA,56.666666666666664,NA
36701,Dallas County,AL,NA,37.407407407407405,NA
36726,Wilcox County,AL,NA,90.37037037037037,NA
36862,Chambers County,AL,NA,NA,95.26315789473684
36863,Chambers County,AL,NA,84.44444444444444,NA
99504,Anchorage Municipality,AK,14.37308868501529,NA,NA
85008,Maricopa County,AZ,NA,68.88888888888889,NA
85016,Maricopa County,AZ,8.56269113149847,52.22222222222223,NA
85021,Maricopa County,AZ,NA,17.037037037037038,NA
85041,Maricopa County,AZ,NA,14.074074074074074,NA
85045,Maricopa County,AZ,NA,95.92592592592592,NA
85085,Maricopa County,AZ,74.61773700305811,NA,NA
85123,Pinal County,AZ,40.36697247706422,NA,NA
85140,Pinal County,AZ,51.98776758409785,NA,NA
85143,Pinal County,AZ,43.11926605504588,NA,83.6842105263158
85201,Maricopa County,AZ,NA,NA,41.05263157894737
85202,Maricopa County,AZ,NA,27.77777777777778,NA
85249,Maricopa County,AZ,33.94495412844037,NA,NA
85282,Maricopa County,AZ,NA,NA,94.21052631578948
85301,Maricopa County,AZ,29.96941896024465,NA,NA
85338,Maricopa County,AZ,38.837920489296636,NA,NA
85340,Maricopa County,AZ,40.0611620795107,NA,NA
85364,Yuma County,AZ,19.571865443425075,NA,NA
85381,Maricopa County,AZ,72.17125382262996,NA,NA
85706,Pima County,AZ,NA,5.9259259259259265,NA
86303,Yavapai County,AZ,89.90825688073394,NA,NA
71901,Garland County,AR,NA,NA,45.78947368421053
72032,Faulkner County,AR,NA,NA,73.68421052631578
72112,Jackson County,AR,NA,79.25925925925927,NA
72173,Faulkner County,AR,83.79204892966361,NA,NA
72715,Benton County,AR,NA,91.48148148148148,NA
72764,Washington County,AR,NA,NA,76.31578947368422
72956,Crawford County,AR,NA,NA,53.1578947368421
90002,Los Angeles County,CA,55.65749235474006,NA,NA
90008,Los Angeles County,CA,84.40366972477065,NA,NA
90011,Los Angeles County,CA,15.902140672782874,NA,NA
90026,Los Angeles County,CA,NA,NA,28.947368421052634
90044,Los Angeles County,CA,NA,10.74074074074074,NA
90057,Los Angeles County,CA,NA,49.25925925925926,NA
90241,Los Angeles County,CA,NA,NA,68.42105263157895
90275,Los Angeles County,CA,73.08868501529052,NA,NA
90280,Los Angeles County,CA,NA,42.592592592592595,NA
90606,Los Angeles County,CA,68.19571865443424,NA,NA
90640,Los Angeles County,CA,48.01223241590214,NA,NA
90650,Los Angeles County,CA,NA,25.185185185185183,NA
90744,Los Angeles County,CA,NA,64.44444444444444,NA
91202,Los Angeles County,CA,96.02446483180428,NA,NA
91360,Ventura County,CA,NA,NA,23.684210526315788
91402,Los Angeles County,CA,NA,36.666666666666664,NA
91601,Los Angeles County,CA,NA,90,NA
91701,San Bernardino County,CA,NA,34.44444444444444,NA
91780,Los Angeles County,CA,97.24770642201835,NA,NA
91786,San Bernardino County,CA,59.9388379204893,NA,NA
91945,San Diego County,CA,NA,65.55555555555556,NA
92026,San Diego County,CA,NA,NA,36.84210526315789
92115,San Diego County,CA,NA,71.11111111111111,NA
92116,San Diego County,CA,NA,81.11111111111111,NA
92211,Riverside County,CA,NA,NA,0
92284,San Bernardino County,CA,NA,36.2962962962963,NA
92311,San Bernardino County,CA,37.00305810397553,NA,NA
92324,San Bernardino County,CA,35.47400611620795,NA,NA
92336,San Bernardino County,CA,NA,15.555555555555555,NA
92562,Riverside County,CA,35.16819571865443,NA,NA
92563,Riverside County,CA,22.629969418960243,NA,NA
92570,Riverside County,CA,NA,51.11111111111111,NA
92582,Riverside County,CA,NA,77.03703703703704,NA
92583,Riverside County,CA,NA,92.5925925925926,NA
92584,Riverside County,CA,NA,52.96296296296297,NA
92592,Riverside County,CA,14.984709480122325,NA,NA
92653,Orange County,CA,NA,80,NA
92804,Orange County,CA,NA,19.25925925925926,NA
92879,Riverside County,CA,81.65137614678899,NA,NA
93203,Kern County,CA,NA,88.51851851851852,NA
93230,Kings County,CA,19.877675840978593,NA,NA
93240,Kern County,CA,NA,NA,88.42105263157895
93245,Kings County,CA,NA,69.62962962962963,NA
93274,Tulare County,CA,NA,NA,30
93277,Tulare County,CA,NA,34.074074074074076,NA
93309,Kern County,CA,NA,NA,35.26315789473684
93458,Santa Barbara County,CA,15.59633027522936,NA,NA
93550,Los Angeles County,CA,NA,18.14814814814815,NA
93622,Fresno County,CA,90.21406727828746,NA,NA
93630,Fresno County,CA,59.32721712538226,NA,NA
93906,Monterey County,CA,NA,NA,51.05263157894737
93933,Monterey County,CA,NA,NA,75.78947368421053
94080,San Mateo County,CA,NA,43.333333333333336,NA
94108,San Francisco County,CA,NA,NA,62.10526315789474
94513,Contra Costa County,CA,26.911314984709477,NA,NA
94523,Contra Costa County,CA,NA,NA,53.68421052631579
94595,Contra Costa County,CA,NA,NA,12.105263157894736
94598,Contra Costa County,CA,NA,NA,68.42105263157895
95066,Santa Cruz County,CA,95.10703363914374,NA,NA
95120,Santa Clara County,CA,87.76758409785933,NA,NA
95135,Santa Clara County,CA,NA,NA,57.89473684210527
95206,San Joaquin County,CA,NA,NA,58.42105263157895
95354,Stanislaus County,CA,20.489296636085626,NA,NA
95366,San Joaquin County,CA,NA,NA,98.94736842105263
95482,Mendocino County,CA,35.47400611620795,NA,NA
95618,Yolo County,CA,NA,94.81481481481482,NA
95670,Sacramento County,CA,52.59938837920489,NA,NA
95822,Sacramento County,CA,NA,76.29629629629629,NA
95828,Sacramento County,CA,NA,NA,37.368421052631575
95926,Butte County,CA,NA,44.81481481481481,NA
80016,Arapahoe County,CO,NA,NA,64.73684210526316
80219,Denver County,CO,NA,7.777777777777778,NA
80224,Denver County,CO,79.51070336391437,NA,NA
80229,Adams County,CO,7.951070336391437,20,NA
80831,El Paso County,CO,64.52599388379205,NA,NA
80903,El Paso County,CO,NA,NA,91.05263157894737
81503,Mesa County,CO,62.99694189602446,NA,NA
06112,Hartford County,CT,NA,24.444444444444443,NA
06248,Tolland County,CT,96.3302752293578,NA,NA
06416,Middlesex County,CT,NA,NA,86.8421052631579
06437,New Haven County,CT,NA,70.37037037037037,NA
06457,Middlesex County,CT,NA,NA,12.631578947368421
06483,New Haven County,CT,NA,71.48148148148148,NA
06511,New Haven County,CT,NA,31.851851851851855,NA
06513,New Haven County,CT,NA,6.666666666666667,NA
06811,Fairfield County,CT,88.07339449541286,NA,NA
06824,Fairfield County,CT,NA,NA,63.68421052631579
06897,Fairfield County,CT,NA,82.22222222222221,NA
19701,New Castle County,DE,NA,NA,51.578947368421055
19966,Sussex County,DE,NA,NA,17.894736842105264
19973,Sussex County,DE,42.201834862385326,NA,NA
32034,Nassau County,FL,NA,NA,21.052631578947366
32052,Hamilton County,FL,NA,NA,92.10526315789474
32073,Clay County,FL,40.36697247706422,NA,NA
32148,Putnam County,FL,77.06422018348624,NA,NA
32162,Sumter County,FL,NA,NA,2.631578947368421
32210,Duval County,FL,1.2232415902140672,NA,NA
32218,Duval County,FL,NA,NA,26.31578947368421
32225,Duval County,FL,24.159021406727827,NA,NA
32344,Jefferson County,FL,NA,91.85185185185185,NA
32444,Bay County,FL,52.293577981651374,NA,NA
32506,Escambia County,FL,NA,20.74074074074074,NA
32736,Lake County,FL,NA,NA,82.10526315789474
32746,Seminole County,FL,65.4434250764526,NA,NA
33029,Broward County,FL,NA,67.03703703703704,NA
33071,Broward County,FL,47.09480122324159,NA,NA
33142,Miami-Dade County,FL,18.04281345565749,NA,NA
33175,Miami-Dade County,FL,NA,NA,22.63157894736842
33433,Palm Beach County,FL,NA,NA,1.5789473684210527
33435,Palm Beach County,FL,NA,NA,62.63157894736842
33440,Hendry County,FL,NA,58.14814814814815,NA
33463,Palm Beach County,FL,NA,57.03703703703704,NA
33469,Palm Beach County,FL,NA,92.96296296296296,NA
33480,Palm Beach County,FL,NA,NA,41.578947368421055
33606,Hillsborough County,FL,NA,NA,84.21052631578947
33607,Hillsborough County,FL,51.07033639143731,NA,NA
33625,Hillsborough County,FL,NA,NA,80
33634,Hillsborough County,FL,57.18654434250765,NA,NA
33755,Pinellas County,FL,63.608562691131496,NA,NA
33765,Pinellas County,FL,NA,79.62962962962963,NA
33813,Polk County,FL,NA,67.4074074074074,NA
33815,Polk County,FL,57.49235474006116,NA,NA
34142,Collier County,FL,NA,85.92592592592592,NA
34202,Manatee County,FL,NA,NA,42.63157894736842
34205,Manatee County,FL,NA,NA,46.8421052631579
34222,Manatee County,FL,77.37003058103976,NA,NA
34238,Sarasota County,FL,NA,NA,10
34476,Marion County,FL,NA,66.66666666666666,NA
34488,Marion County,FL,NA,77.77777777777779,NA
34668,Pasco County,FL,21.100917431192663,NA,NA
34746,Osceola County,FL,51.37614678899083,NA,NA
30032,DeKalb County,GA,32.415902140672785,NA,NA
30038,DeKalb County,GA,18.960244648318042,NA,NA
30043,Gwinnett County,GA,NA,32.22222222222222,NA
30110,Haralson County,GA,NA,71.85185185185186,NA
30117,Carroll County,GA,43.730886850152906,NA,NA
