ZipCode,county,state,Pediatric
35810,Madison County,AL,28.57142857142857
36203,Calhoun County,AL,72.61904761904762
99507,Anchorage Municipality,AK,61.904761904761905
85131,Pinal County,AZ,45.83333333333333
85711,Pima County,AZ,74.40476190476191
86505,Apache County,AZ,23.214285714285715
90047,Los Angeles County,CA,56.547619047619044
90270,Los Angeles County,CA,72.02380952380952
90631,Orange County,CA,75.59523809523809
91301,Los Angeles County,CA,92.85714285714286
92026,San Diego County,CA,70.23809523809523
92337,San Bernardino County,CA,52.976190476190474
92801,Orange County,CA,23.809523809523807
93304,Kern County,CA,36.904761904761905
93454,Santa Barbara County,CA,33.92857142857143
93722,Fresno County,CA,7.738095238095238
93727,Fresno County,CA,16.071428571428573
94014,San Mateo County,CA,63.69047619047619
94109,San Francisco County,CA,77.97619047619048
94303,San Mateo County,CA,35.11904761904761
94530,Contra Costa County,CA,98.21428571428571
94589,Solano County,CA,88.09523809523809
94602,Alameda County,CA,91.07142857142857
95334,Merced County,CA,68.45238095238095
95340,Merced County,CA,37.5
95425,Sonoma County,CA,94.64285714285714
96003,Shasta County,CA,85.11904761904762
80226,Jefferson County,CO,52.976190476190474
80228,Jefferson County,CO,80.95238095238095
80620,Weld County,CO,67.85714285714286
06480,Middlesex County,CT,85.11904761904762
33126,Miami-Dade County,FL,33.33333333333333
33604,Hillsborough County,FL,42.26190476190476
33703,Pinellas County,FL,98.80952380952381
33716,Pinellas County,FL,99.40476190476191
33884,Polk County,FL,79.16666666666666
34480,Marion County,FL,76.78571428571429
34669,Pasco County,FL,66.66666666666666
34677,Pinellas County,FL,100
30093,Gwinnett County,GA,48.80952380952381
30906,Richmond County,GA,26.785714285714285
83406,Bonneville County,ID,62.5
83442,Jefferson County,ID,58.333333333333336
83607,Canyon County,ID,35.714285714285715
62206,St. Clair County,IL,83.92857142857143
46815,Allen County,IN,89.28571428571429
47712,Vanderburgh County,IN,70.83333333333334
52601,Des Moines County,IA,51.19047619047619
40324,Scott County,KY,39.88095238095239
41051,Kenton County,KY,64.28571428571429
42602,Clinton County,KY,80.95238095238095
70087,St. Charles Parish,LA,55.35714285714286
04736,Aroostook County,ME,29.166666666666668
04927,Kennebec County,ME,77.38095238095238
01020,Hampden County,MA,30.357142857142854
01075,Hampshire County,MA,95.83333333333334
01702,Middlesex County,MA,7.142857142857142
02119,Suffolk County,MA,41.07142857142857
02136,Suffolk County,MA,19.642857142857142
02149,Middlesex County,MA,27.380952380952383
02150,Suffolk County,MA,22.61904761904762
02155,Middlesex County,MA,12.5
02481,Norfolk County,MA,73.21428571428571
48197,Washtenaw County,MI,23.809523809523807
48208,Wayne County,MI,95.23809523809523
48210,Wayne County,MI,54.166666666666664
48237,Oakland County,MI,39.285714285714285
55444,Hennepin County,MN,55.952380952380956
55448,Anoka County,MN,90.47619047619048
55904,Olmsted County,MN,59.523809523809526
56473,Cass County,MN,80.95238095238095
39159,Sharkey County,MS,85.11904761904762
63664,Washington County,MO,87.5
64152,Platte County,MO,75
65084,Morgan County,MO,54.761904761904766
07017,Essex County,NJ,10.119047619047619
07060,Union County,NJ,76.19047619047619
07079,Essex County,NJ,93.45238095238095
07104,Essex County,NJ,13.690476190476192
07106,Essex County,NJ,80.35714285714286
07107,Essex County,NJ,20.238095238095237
07206,Union County,NJ,2.976190476190476
07504,Passaic County,NJ,65.47619047619048
07719,Monmouth County,NJ,84.52380952380952
07728,Monmouth County,NJ,22.023809523809522
08701,Ocean County,NJ,38.69047619047619
08721,Ocean County,NJ,40.476190476190474
08817,Middlesex County,NJ,57.738095238095234
08901,Middlesex County,NJ,2.380952380952381
87020,Cibola County,NM,69.04761904761905
87108,Bernalillo County,NM,19.047619047619047
10032,New York County,NY,27.976190476190478
10033,New York County,NY,17.857142857142858
10305,Richmond County,NY,50
10457,Bronx County,NY,0
10459,Bronx County,NY,5.357142857142857
10462,Bronx County,NY,60.11904761904761
10467,Bronx County,NY,14.880952380952381
10468,Bronx County,NY,1.7857142857142856
11103,Queens County,NY,70.83333333333334
11201,Kings County,NY,52.38095238095239
11205,Kings County,NY,30.952380952380953
11208,Kings County,NY,3.571428571428571
11212,Kings County,NY,0.5952380952380952
11218,Kings County,NY,15.476190476190476
11235,Kings County,NY,49.404761904761905
11368,Queens County,NY,8.333333333333332
11377,Queens County,NY,14.285714285714285
11385,Queens County,NY,13.095238095238097
11729,Suffolk County,NY,79.76190476190477
12118,Saratoga County,NY,78.57142857142857
12143,Albany County,NY,97.61904761904762
12533,Dutchess County,NY,92.26190476190477
13069,Oswego County,NY,63.095238095238095
14608,Monroe County,NY,64.88095238095238
14621,Monroe County,NY,11.30952380952381
14701,Chautauqua County,NY,83.33333333333334
27886,Edgecombe County,NC,73.21428571428571
28792,Henderson County,NC,42.857142857142854
43026,Franklin County,OH,6.547619047619048
43055,Licking County,OH,26.190476190476193
43130,Fairfield County,OH,5.357142857142857
43162,Madison County,OH,89.88095238095238
43219,Franklin County,OH,17.261904761904763
43224,Franklin County,OH,9.523809523809524
43228,Franklin County,OH,4.166666666666666
43231,Franklin County,OH,32.142857142857146
44055,Lorain County,OH,43.452380952380956
44060,Lake County,OH,44.642857142857146
44110,Cuyahoga County,OH,51.78571428571429
44135,Cuyahoga County,OH,45.23809523809524
44137,Cuyahoga County,OH,29.761904761904763
44310,Summit County,OH,25
44485,Trumbull County,OH,20.833333333333336
44683,Tuscarawas County,OH,56.547619047619044
44706,Stark County,OH,61.30952380952381
44820,Crawford County,OH,16.666666666666664
44907,Richland County,OH,36.30952380952381
45015,Butler County,OH,41.66666666666667
45426,Montgomery County,OH,34.523809523809526
45601,Ross County,OH,4.761904761904762
45662,Scioto County,OH,8.928571428571429
45750,Washington County,OH,47.023809523809526
45822,Mercer County,OH,94.04761904761905
97220,Multnomah County,OR,69.04761904761905
97230,Multnomah County,OR,50
97527,Josephine County,OR,58.333333333333336
15909,Cambria County,PA,91.07142857142857
16830,Clearfield County,PA,66.66666666666666
16915,Potter County,PA,86.90476190476191
18042,Northampton County,PA,25.595238095238095
29405,Charleston County,SC,32.73809523809524
29485,Dorchester County,SC,38.095238095238095
37086,Rutherford County,TN,46.42857142857143
75149,Dallas County,TX,20.833333333333336
75211,Dallas County,TX,10.714285714285714
75602,Gregg County,TX,60.71428571428571
76513,Bell County,TX,11.904761904761903
77327,Liberty County,TX,48.214285714285715
77573,Galveston County,TX,18.452380952380953
78102,Bee County,TX,43.452380952380956
78214,Bexar County,TX,31.547619047619047
78259,Bexar County,TX,88.69047619047619
78380,Nueces County,TX,47.61904761904761
78521,Cameron County,TX,1.1904761904761905
79821,El Paso County,TX,97.02380952380952
24541,Danville city,VA,65.47619047619048
99320,Benton County,WA,96.42857142857143
53965,Sauk County,WI,82.73809523809523
