ZipCode,county,state,Youth,Pediatric,Adult,Retirement
35007,Shelby County,AL,NA,NA,NA,40.72164948453608
35072,Coosa County,AL,NA,NA,NA,86.5979381443299
35077,Cullman County,AL,NA,NA,NA,92.26804123711341
35179,Cullman County,AL,NA,86.16071428571429,NA,NA
35216,Jefferson County,AL,NA,NA,NA,55.154639175257735
35242,Shelby County,AL,37.61755485893417,NA,NA,NA
35633,Lauderdale County,AL,NA,NA,62.19512195121951,NA
35640,Morgan County,AL,19.435736677115987,NA,NA,NA
35747,Marshall County,AL,84.01253918495298,NA,NA,NA
35769,Jackson County,AL,89.34169278996865,NA,NA,NA
36571,Mobile County,AL,NA,83.92857142857143,NA,NA
36874,Lee County,AL,NA,88.83928571428571,NA,NA
99835,Sitka City and Borough,AK,28.526645768025077,NA,NA,NA
85012,Maricopa County,AZ,90.59561128526646,NA,NA,NA
85016,Maricopa County,AZ,6.269592476489027,NA,NA,NA
85022,Maricopa County,AZ,28.213166144200624,NA,NA,29.896907216494846
85031,Maricopa County,AZ,NA,NA,56.70731707317073,NA
85040,Maricopa County,AZ,NA,8.482142857142858,NA,NA
85086,Maricopa County,AZ,26.01880877742947,NA,NA,NA
85142,Maricopa County,AZ,6.583072100313479,NA,NA,NA
85143,Pinal County,AZ,NA,NA,40.243902439024396,NA
85203,Maricopa County,AZ,NA,NA,42.073170731707314,NA
85234,Maricopa County,AZ,27.27272727272727,NA,NA,NA
85251,Maricopa County,AZ,66.14420062695925,NA,NA,NA
85295,Maricopa County,AZ,28.84012539184953,NA,NA,NA
85344,La Paz County,AZ,NA,NA,NA,37.628865979381445
85345,Maricopa County,AZ,NA,34.82142857142857,NA,NA
85364,Yuma County,AZ,NA,NA,NA,2.5773195876288657
85365,Yuma County,AZ,NA,NA,NA,61.34020618556701
85383,Maricopa County,AZ,20.689655172413794,NA,NA,NA
85634,Pima County,AZ,NA,NA,27.439024390243905,NA
85719,Pima County,AZ,NA,NA,38.41463414634146,NA
85941,Apache County,AZ,NA,NA,68.90243902439023,NA
86033,Navajo County,AZ,NA,50.44642857142857,NA,NA
86043,Navajo County,AZ,NA,95.08928571428571,NA,NA
86045,Coconino County,AZ,NA,NA,65.85365853658537,NA
86324,Yavapai County,AZ,NA,NA,95.73170731707317,NA
72117,Pulaski County,AR,NA,NA,59.14634146341463,NA
72450,Greene County,AR,NA,NA,NA,25.773195876288657
72758,Benton County,AR,62.695924764890286,NA,NA,NA
72762,Washington County,AR,NA,NA,NA,67.5257731958763
90044,Los Angeles County,CA,NA,29.910714285714285,NA,NA
90061,Los Angeles County,CA,NA,43.30357142857143,NA,NA
90064,Los Angeles County,CA,65.51724137931035,NA,NA,NA
90242,Los Angeles County,CA,NA,88.83928571428571,NA,NA
90650,Los Angeles County,CA,18.808777429467085,17.857142857142858,NA,NA
91205,Los Angeles County,CA,NA,NA,NA,56.70103092783505
91324,Los Angeles County,CA,NA,NA,80.48780487804879,NA
91354,Los Angeles County,CA,58.620689655172406,NA,NA,NA
91402,Los Angeles County,CA,NA,25,NA,NA
91710,San Bernardino County,CA,NA,NA,41.46341463414634,NA
91762,San Bernardino County,CA,25.391849529780565,NA,NA,NA
91780,Los Angeles County,CA,94.67084639498434,NA,NA,NA
92008,San Diego County,CA,NA,NA,NA,69.0721649484536
92011,San Diego County,CA,69.27899686520375,NA,NA,NA
92025,San Diego County,CA,NA,NA,81.70731707317073,NA
92040,San Diego County,CA,NA,NA,NA,27.31958762886598
92054,San Diego County,CA,48.589341692789965,NA,NA,NA
92056,San Diego County,CA,NA,78.57142857142857,NA,NA
92058,San Diego County,CA,NA,64.73214285714286,NA,NA
92078,San Diego County,CA,NA,NA,NA,52.57731958762887
92113,San Diego County,CA,NA,12.053571428571429,NA,NA
92201,Riverside County,CA,52.35109717868338,NA,NA,NA
92251,Imperial County,CA,45.76802507836991,NA,NA,NA
92252,San Bernardino County,CA,NA,NA,NA,88.14432989690721
92262,Riverside County,CA,NA,NA,NA,46.90721649484536
92301,San Bernardino County,CA,50.78369905956113,NA,NA,NA
92376,San Bernardino County,CA,NA,8.035714285714286,NA,13.917525773195877
92557,Riverside County,CA,NA,69.19642857142857,NA,NA
92583,Riverside County,CA,36.36363636363637,NA,NA,NA
92587,Riverside County,CA,88.71473354231975,NA,NA,NA
92620,Orange County,CA,79.3103448275862,NA,NA,NA
92630,Orange County,CA,NA,NA,72.5609756097561,NA
92692,Orange County,CA,67.39811912225704,NA,NA,NA
92708,Orange County,CA,NA,NA,NA,11.855670103092782
92833,Orange County,CA,79.3103448275862,NA,NA,NA
92840,Orange County,CA,NA,39.732142857142854,NA,NA
92882,Riverside County,CA,NA,NA,33.53658536585366,NA
93001,Ventura County,CA,33.85579937304075,NA,NA,NA
93065,Ventura County,CA,NA,NA,NA,18.556701030927837
93215,Kern County,CA,43.8871473354232,NA,NA,NA
93221,Tulare County,CA,NA,NA,NA,96.90721649484536
93225,Kern County,CA,NA,100,NA,NA
93307,Kern County,CA,NA,NA,17.682926829268293,NA
93311,Kern County,CA,59.56112852664577,NA,NA,NA
93428,San Luis Obispo County,CA,NA,87.5,NA,NA
93444,San Luis Obispo County,CA,89.96865203761756,NA,NA,NA
93458,Santa Barbara County,CA,NA,5.357142857142857,NA,NA
93561,Kern County,CA,85.57993730407524,NA,NA,NA
93611,Fresno County,CA,NA,NA,NA,38.144329896907216
93619,Fresno County,CA,NA,NA,46.95121951219512,NA
93620,Merced County,CA,NA,73.66071428571429,NA,NA
93630,Fresno County,CA,NA,73.66071428571429,NA,NA
93637,Madera County,CA,NA,11.607142857142858,NA,NA
93654,Fresno County,CA,NA,25,NA,NA
93656,Fresno County,CA,94.04388714733543,NA,NA,NA
93662,Fresno County,CA,67.0846394984326,NA,NA,NA
93701,Fresno County,CA,NA,NA,NA,95.36082474226805
93704,Fresno County,CA,NA,NA,NA,62.88659793814433
93705,Fresno County,CA,NA,23.214285714285715,NA,NA
93726,Fresno County,CA,NA,61.16071428571429,NA,NA
93930,Monterey County,CA,NA,79.01785714285714,NA,NA
94040,Santa Clara County,CA,NA,NA,NA,83.50515463917526
94107,San Francisco County,CA,NA,NA,NA,97.9381443298969
94117,San Francisco County,CA,NA,NA,39.63414634146341,NA
94131,San Francisco County,CA,NA,NA,70.73170731707317,NA
94526,Contra Costa County,CA,NA,NA,NA,53.608247422680414
94565,Contra Costa County,CA,NA,NA,NA,5.670103092783505
94583,Contra Costa County,CA,NA,NA,57.92682926829268,NA
94595,Contra Costa County,CA,93.41692789968651,NA,NA,NA
94602,Alameda County,CA,NA,NA,NA,65.97938144329896
94611,Alameda County,CA,82.75862068965517,NA,NA,NA
94949,Marin County,CA,NA,NA,NA,78.35051546391753
