ZipCode,county,state,Youth,Pediatric,Adult
35005,Jefferson County,AL,78.8302834589164,NA,NA
35007,Shelby County,AL,36.84965913168281,NA,NA
35023,Jefferson County,AL,51.23789020452099,NA,NA
35044,Talladega County,AL,34.15859346968066,NA,NA
35045,Chilton County,AL,46.60925726587728,NA,NA
35068,Jefferson County,AL,NA,87.3015873015873,NA
35077,Cullman County,AL,81.84427700035882,NA,NA
35111,Tuscaloosa County,AL,NA,78.41269841269842,NA
35115,Shelby County,AL,50.627915321133834,NA,NA
35124,Shelby County,AL,42.913527090060995,NA,NA
35151,Talladega County,AL,97.73950484391818,NA,NA
35208,Jefferson County,AL,69.78830283458916,NA,NA
35215,Jefferson County,AL,5.884463580911374,NA,NA
35217,Jefferson County,AL,NA,51.90476190476191,NA
35242,Shelby County,AL,28.70470039468963,NA,NA
35401,Tuscaloosa County,AL,19.088625762468602,NA,NA
35476,Tuscaloosa County,AL,NA,63.650793650793645,NA
35565,Winston County,AL,43.55938284894151,NA,NA
35578,Walker County,AL,79.04556871187657,NA,NA
35601,Morgan County,AL,12.450663796196627,NA,NA
35630,Lauderdale County,AL,42.44707570864729,NA,NA
35640,Morgan County,AL,16.110513096519554,NA,NA
35650,Lawrence County,AL,41.94474345174022,NA,NA
35652,Lauderdale County,AL,92.60853964836741,NA,NA
35653,Franklin County,AL,63.47326874775745,NA,NA
35758,Madison County,AL,26.551847865087908,NA,NA
35805,Madison County,AL,35.952637244348765,NA,NA
35901,Etowah County,AL,26.94653749551489,NA,NA
35950,Marshall County,AL,80.91137423753139,NA,NA
35951,Marshall County,AL,62.07391460351632,NA,NA
35968,DeKalb County,AL,95.6584140653032,NA,NA
35976,Marshall County,AL,60.674560459275206,NA,NA
36033,Butler County,AL,81.84427700035882,NA,NA
36037,Butler County,AL,89.80983135988518,NA,NA
36078,Elmore County,AL,NA,77.46031746031747,NA
36079,Pike County,AL,83.88948690348045,NA,NA
36089,Bullock County,AL,88.44635809113743,NA,NA
36092,Elmore County,AL,43.810548977395044,NA,NA
36109,Montgomery County,AL,58.16289917473987,NA,NA
36111,Montgomery County,AL,73.66343738787226,NA,NA
36116,Montgomery County,AL,39.97129529960531,NA,NA
36117,Montgomery County,AL,NA,NA,75.40106951871658
36203,Calhoun County,AL,NA,34.285714285714285,NA
36207,Calhoun County,AL,91.10154287764621,NA,NA
36250,Calhoun County,AL,89.05633297452458,NA,NA
36265,Calhoun County,AL,29.52996053103696,NA,NA
36278,Randolph County,AL,92.070326515967,NA,NA
36310,Henry County,AL,90.31216361679225,NA,NA
36420,Covington County,AL,55.758880516684606,NA,NA
36421,Covington County,AL,75.67276641550053,NA,NA
36451,Clarke County,AL,NA,73.96825396825398,NA
36467,Covington County,AL,78.50735557947614,NA,NA
36477,Geneva County,AL,91.60387513455328,NA,NA
36527,Baldwin County,AL,83.20775026910655,NA,NA
36572,Mobile County,AL,86.40114818801578,NA,NA
36606,Mobile County,AL,NA,69.36507936507937,NA
36610,Mobile County,AL,NA,94.12698412698413,NA
36613,Mobile County,AL,48.33153928955867,NA,NA
36619,Mobile County,AL,83.20775026910655,NA,NA
36695,Mobile County,AL,23.75313957660567,NA,NA
36701,Dallas County,AL,16.43344097595981,NA,NA
36784,Clarke County,AL,NA,86.82539682539682,NA
36804,Lee County,AL,64.62145676354503,NA,NA
36854,Chambers County,AL,60.028704700394684,NA,NA
36862,Chambers County,AL,NA,94.44444444444444,NA
36863,Chambers County,AL,73.98636526731252,NA,NA
36867,Russell County,AL,23.2508073196986,NA,NA
99503,Anchorage Municipality,AK,NA,60.63492063492063,NA
99504,Anchorage Municipality,AK,8.396124865446716,NA,25.668449197860966
99507,Anchorage Municipality,AK,15.966989594546108,NA,NA
99517,Anchorage Municipality,AK,65.01614639397201,NA,NA
99576,Dillingham Census Area,AK,84.06889128094726,NA,NA
99604,Wade Hampton Census Area,AK,97.09364908503767,NA,NA
99611,Kenai Peninsula Borough,AK,56.40473627556513,NA,NA
99654,Matanuska-Susitna Borough,AK,22.640832436311445,NA,NA
