ZipCode,county,state,Youth,Pediatric,Adult
35020,Jefferson County,AL,NA,36.65835411471321,NA
35079,Blount County,AL,NA,NA,89.95215311004785
35115,Shelby County,AL,58.31932773109244,NA,NA
35173,Jefferson County,AL,44.70588235294118,NA,NA
35214,Jefferson County,AL,NA,49.12718204488778,NA
35226,Jefferson County,AL,NA,84.53865336658353,NA
35244,Jefferson County,AL,55.12605042016807,NA,NA
35476,Tuscaloosa County,AL,52.77310924369748,NA,NA
35749,Madison County,AL,50.42016806722689,NA,NA
35768,Jackson County,AL,NA,81.79551122194513,NA
36025,Elmore County,AL,NA,71.07231920199501,NA
36027,Barbour County,AL,NA,NA,43.0622009569378
36117,Montgomery County,AL,58.31932773109244,NA,NA
36274,Randolph County,AL,NA,80.29925187032418,NA
36507,Baldwin County,AL,NA,43.64089775561097,NA
36606,Mobile County,AL,58.991596638655466,NA,NA
36613,Mobile County,AL,NA,76.80798004987531,NA
99507,Anchorage Municipality,AK,17.478991596638654,NA,NA
99515,Anchorage Municipality,AK,NA,70.07481296758104,NA
85119,Pinal County,AZ,NA,83.0423940149626,NA
85208,Maricopa County,AZ,NA,55.61097256857855,NA
85249,Maricopa County,AZ,78.99159663865547,NA,NA
85286,Maricopa County,AZ,NA,76.80798004987531,NA
85388,Maricopa County,AZ,73.10924369747899,NA,NA
85396,Maricopa County,AZ,67.22689075630252,NA,NA
85746,Pima County,AZ,16.30252100840336,NA,NA
86047,Navajo County,AZ,NA,19.70074812967581,NA
86409,Mohave County,AZ,31.76470588235294,NA,NA
72118,Pulaski County,AR,62.016806722689076,NA,NA
72211,Pulaski County,AR,53.78151260504202,NA,NA
72223,Pulaski County,AR,73.61344537815127,NA,NA
72315,Mississippi County,AR,47.22689075630252,NA,NA
72762,Washington County,AR,NA,NA,55.02392344497608
72916,Sebastian County,AR,90.75630252100841,NA,NA
72956,Crawford County,AR,70.75630252100841,NA,NA
90002,Los Angeles County,CA,72.26890756302521,NA,NA
90025,Los Angeles County,CA,NA,NA,98.56459330143541
90059,Los Angeles County,CA,NA,24.438902743142144,NA
90201,Los Angeles County,CA,NA,7.73067331670823,NA
90221,Los Angeles County,CA,NA,20.448877805486283,NA
90245,Los Angeles County,CA,71.09243697478992,NA,NA
90250,Los Angeles County,CA,14.957983193277311,NA,NA
90280,Los Angeles County,CA,NA,19.950124688279303,NA
90292,Los Angeles County,CA,NA,NA,72.72727272727273
90504,Los Angeles County,CA,67.05882352941175,NA,NA
90601,Los Angeles County,CA,NA,98.25436408977556,NA
90640,Los Angeles County,CA,NA,37.905236907730675,NA
90660,Los Angeles County,CA,NA,41.14713216957606,NA
90805,Los Angeles County,CA,13.61344537815126,8.728179551122196,NA
90806,Los Angeles County,CA,86.72268907563026,NA,NA
91320,Ventura County,CA,31.932773109243694,NA,NA
91354,Los Angeles County,CA,78.4873949579832,NA,NA
91381,Los Angeles County,CA,94.28571428571428,NA,NA
91504,Los Angeles County,CA,NA,97.75561097256858,NA
91605,Los Angeles County,CA,73.27731092436974,NA,NA
91711,Los Angeles County,CA,NA,87.28179551122194,NA
91731,Los Angeles County,CA,NA,55.36159600997507,NA
91744,Los Angeles County,CA,NA,6.982543640897755,NA
91767,Los Angeles County,CA,NA,36.907730673316706,NA
91768,Los Angeles County,CA,NA,35.66084788029925,NA
91977,San Diego County,CA,NA,26.683291770573565,NA
92021,San Diego County,CA,NA,29.177057356608476,NA
92028,San Diego County,CA,NA,NA,66.02870813397129
92040,San Diego County,CA,NA,67.33167082294264,NA
92084,San Diego County,CA,NA,33.66583541147132,NA
92111,San Diego County,CA,NA,45.137157107231914,NA
92117,San Diego County,CA,NA,46.13466334164589,NA
92118,San Diego County,CA,96.97478991596638,NA,NA
92129,San Diego County,CA,NA,NA,62.67942583732058
92130,San Diego County,CA,49.57983193277311,NA,NA
92131,San Diego County,CA,36.134453781512605,NA,NA
92223,Riverside County,CA,NA,NA,33.014354066985646
92284,San Bernardino County,CA,70.25210084033613,NA,NA
92320,Riverside County,CA,NA,NA,95.21531100478468
92336,San Bernardino County,CA,11.76470588235294,69.57605985037407,NA
92345,San Bernardino County,CA,NA,48.37905236907731,NA
92376,San Bernardino County,CA,NA,7.73067331670823,NA
