ZipCode,county,state,Youth,Retirement,Geriatric
24151,Franklin County,VA,NA,81.5028901734104,NA
98011,King County,WA,71.53558052434457,NA,NA
98022,King County,WA,64.04494382022472,NA,NA
98075,King County,WA,72.28464419475655,NA,NA
98208,Snohomish County,WA,14.981273408239701,NA,NA
98225,Whatcom County,WA,NA,74.85549132947978,NA
98245,San Juan County,WA,NA,99.13294797687861,NA
98292,Snohomish County,WA,53.93258426966292,NA,NA
98372,Pierce County,WA,47.940074906367045,NA,NA
98405,Pierce County,WA,NA,65.89595375722543,NA
98801,Chelan County,WA,NA,6.9364161849710975,NA
98903,Yakima County,WA,NA,57.51445086705203,NA
99223,Spokane County,WA,42.32209737827715,55.78034682080924,NA
99301,Franklin County,WA,NA,6.069364161849711,NA
20011,District of Columbia,DC,NA,13.583815028901732,NA
25309,Kanawha County,WV,NA,56.936416184971094,NA
26101,Wood County,WV,NA,4.913294797687861,NA
26354,Taylor County,WV,NA,50,NA
26505,Monongalia County,WV,NA,6.6473988439306355,NA
53005,Waukesha County,WI,5.2434456928838955,NA,NA
53022,Washington County,WI,9.363295880149813,NA,NA
53086,Washington County,WI,84.26966292134831,NA,NA
53126,Racine County,WI,89.13857677902621,NA,NA
53143,Kenosha County,WI,16.853932584269664,NA,NA
53151,Waukesha County,WI,31.835205992509362,NA,NA
53215,Milwaukee County,WI,1.4981273408239701,NA,NA
53216,Milwaukee County,WI,NA,17.91907514450867,NA
53220,Milwaukee County,WI,NA,24.566473988439306,NA
53511,Rock County,WI,NA,0.2890173410404624,NA
53536,Rock County,WI,NA,NA,93.56725146198829
53538,Jefferson County,WI,NA,39.30635838150289,NA
53562,Dane County,WI,40.44943820224719,NA,NA
53589,Dane County,WI,NA,37.861271676300575,NA
53597,Dane County,WI,44.569288389513105,NA,NA
53711,Dane County,WI,NA,15.31791907514451,NA
53963,Dodge County,WI,NA,76.30057803468208,NA
54646,Juneau County,WI,NA,89.01734104046243,NA
54650,La Crosse County,WI,50.936329588014985,NA,NA
54665,Vernon County,WI,NA,NA,63.1578947368421
54868,Barron County,WI,NA,50.28901734104046,NA
54937,Fond du Lac County,WI,72.28464419475655,NA,NA
54981,Waupaca County,WI,NA,51.73410404624278,NA
82604,Natrona County,WY,88.76404494382022,NA,NA
82609,Natrona County,WY,NA,NA,78.94736842105263
82633,Converse County,WY,NA,60.69364161849711,NA
82930,Uinta County,WY,NA,85.83815028901735,NA
