ZipCode,county,state,Youth,Pediatric,Adult
35079,Blount County,AL,73.46212506354856,NA,NA
35111,Tuscaloosa County,AL,39.19674631418404,NA,NA
35120,St. Clair County,AL,70.00508388408744,NA,NA
35121,Blount County,AL,NA,69.59370904325033,NA
35124,Shelby County,AL,60.54905948144382,NA,NA
35217,Jefferson County,AL,32.74021352313167,NA,NA
35405,Tuscaloosa County,AL,8.693441789527197,NA,NA
35504,Walker County,AL,39.552618200305034,NA,NA
35661,Colbert County,AL,43.873919674631416,NA,NA
35739,Limestone County,AL,75.64819522114897,NA,NA
35772,Jackson County,AL,96.13624809354346,NA,NA
35806,Madison County,AL,NA,58.0602883355177,NA
35962,DeKalb County,AL,NA,85.97640891218873,NA
36108,Montgomery County,AL,NA,23.98427260812582,NA
36110,Montgomery County,AL,69.70005083884088,NA,NA
36117,Montgomery County,AL,18.3019827147941,NA,NA
36360,Dale County,AL,25.97864768683274,NA,NA
36421,Covington County,AL,81.90137264870361,NA,NA
36532,Baldwin County,AL,NA,58.97771952817824,NA
36575,Mobile County,AL,NA,57.66710353866317,NA
36582,Mobile County,AL,40.315200813421455,NA,NA
36604,Mobile County,AL,67.81901372648703,NA,NA
36610,Mobile County,AL,37.569903406202336,NA,NA
36611,Mobile County,AL,NA,71.82175622542594,NA
99501,Anchorage Municipality,AK,NA,31.45478374836173,NA
99503,Anchorage Municipality,AK,83.62989323843416,NA,NA
99504,Anchorage Municipality,AK,41.58617183528215,NA,NA
99508,Anchorage Municipality,AK,44.89069649211998,NA,NA
99515,Anchorage Municipality,AK,77.98678190137265,NA,NA
99623,,AK,NA,70.7732634338139,NA
99645,Matanuska-Susitna Borough,AK,68.42907981698018,NA,NA
99801,Juneau City and Borough,AK,43.721403152008136,NA,NA
85007,Maricopa County,AZ,NA,35.12450851900393,NA
85008,Maricopa County,AZ,4.575495678698525,6.553079947575361,NA
85009,Maricopa County,AZ,NA,4.718217562254259,NA
85015,Maricopa County,AZ,57.244534824606,NA,NA
85016,Maricopa County,AZ,5.083884087442806,NA,NA
85022,Maricopa County,AZ,NA,57.01179554390564,NA
85029,Maricopa County,AZ,NA,17.300131061598954,NA
85034,Maricopa County,AZ,98.77986781901372,NA,NA
85037,Maricopa County,AZ,33.04524656837824,NA,NA
85041,Maricopa County,AZ,45.856634468734114,4.193971166448231,NA
85042,Maricopa County,AZ,NA,37.876802096985585,NA
85048,Maricopa County,AZ,17.386883579054395,NA,NA
85053,Maricopa County,AZ,44.280630401626844,NA,NA
85085,Maricopa County,AZ,51.34722928317235,NA,NA
85122,Pinal County,AZ,15.7600406710727,NA,NA
85123,Pinal County,AZ,69.29334011184545,NA,NA
85142,Maricopa County,AZ,5.185561769191662,NA,NA
85143,Pinal County,AZ,NA,40.49803407601573,NA
85194,Pinal County,AZ,71.47941026944585,NA,NA
85202,Maricopa County,AZ,NA,70.38007863695938,NA
85204,Maricopa County,AZ,NA,NA,18.06167400881057
85205,Maricopa County,AZ,80.57956278596848,NA,NA
85206,Maricopa County,AZ,9.45602440264362,NA,NA
85212,Maricopa County,AZ,33.29944077275038,NA,NA
85226,Maricopa County,AZ,34.92628368073208,78.63695937090432,NA
85234,Maricopa County,AZ,42.755465175394,NA,NA
85249,Maricopa County,AZ,64.92119979664463,74.4429882044561,NA
85254,Maricopa County,AZ,19.115404168784952,NA,NA
85259,Maricopa County,AZ,NA,NA,83.25991189427313
85262,Maricopa County,AZ,NA,NA,95.15418502202643
85286,Maricopa County,AZ,NA,68.67627785058977,NA
85302,Maricopa County,AZ,22.979156075241487,NA,NA
85308,Maricopa County,AZ,11.387900355871885,44.42988204456094,NA
85364,Yuma County,AZ,NA,NA,22.46696035242291
85374,Maricopa County,AZ,22.8266395526182,NA,NA
85383,Maricopa County,AZ,14.387391967463142,NA,75.33039647577093
85388,Maricopa County,AZ,33.04524656837824,NA,NA
85392,Maricopa County,AZ,NA,38.92529488859764,NA
85395,Maricopa County,AZ,58.00711743772242,NA,NA
85629,Pima County,AZ,79.86781901372649,NA,NA
85641,Pima County,AZ,94.25521098118963,NA,NA
85701,Pima County,AZ,NA,NA,88.10572687224669
85710,Pima County,AZ,22.267412302999492,NA,NA
85713,Pima County,AZ,53.4316217590239,NA,NA
85718,Pima County,AZ,30.096593797661413,NA,NA
85735,Pima County,AZ,NA,42.988204456094365,NA
85742,Pima County,AZ,70.66598881545501,NA,NA
85901,Navajo County,AZ,93.79766141331977,NA,NA
86001,Coconino County,AZ,79.20691408235892,NA,NA
86004,Coconino County,AZ,52.82155566853076,NA,NA
86021,Mohave County,AZ,NA,74.31192660550458,NA
86045,Coconino County,AZ,11.642094560244026,20.96985583224115,NA
86047,Navajo County,AZ,NA,74.18086500655308,NA
86326,Yavapai County,AZ,15.149974580579562,NA,NA
86503,Apache County,AZ,NA,NA,36.12334801762114
72002,Saline County,AR,53.94001016776817,NA,NA
72023,Lonoke County,AR,23.182511438739198,NA,NA
90001,Los Angeles County,CA,85.05338078291815,NA,NA
90003,Los Angeles County,CA,NA,11.533420707732635,NA
90011,Los Angeles County,CA,NA,6.159895150720838,NA
90016,Los Angeles County,CA,NA,66.57929226736566,NA
90018,Los Angeles County,CA,46.21250635485511,NA,NA
90019,Los Angeles County,CA,39.09506863243518,NA,NA
90023,Los Angeles County,CA,82.76563294356889,NA,NA
90024,Los Angeles County,CA,NA,90.56356487549148,NA
90029,Los Angeles County,CA,75.08896797153025,NA,86.78414096916299
90032,Los Angeles County,CA,41.94204372140315,NA,NA
90043,Los Angeles County,CA,22.979156075241487,NA,73.568281938326
90056,Los Angeles County,CA,98.27147941026945,NA,NA
90059,Los Angeles County,CA,32.48601931875953,40.76015727391874,NA
90063,Los Angeles County,CA,NA,60.026212319790304,NA
90065,Los Angeles County,CA,75.39400101677681,NA,NA
90066,Los Angeles County,CA,34.46873411286223,NA,NA
90249,Los Angeles County,CA,53.12658871377732,NA,NA
90250,Los Angeles County,CA,11.032028469750891,NA,NA
90260,Los Angeles County,CA,NA,40.49803407601573,NA
90265,Los Angeles County,CA,92.9334011184545,NA,NA
90280,Los Angeles County,CA,52.66903914590747,NA,NA
90291,Los Angeles County,CA,93.89933909506864,NA,NA
90292,Los Angeles County,CA,83.98576512455516,NA,NA
90501,Los Angeles County,CA,38.63751906456533,NA,NA
90601,Los Angeles County,CA,41.281138790035584,NA,NA
90603,Los Angeles County,CA,NA,NA,81.93832599118943
90620,Orange County,CA,NA,NA,53.30396475770925
90621,Orange County,CA,NA,68.41415465268676,NA
90650,Los Angeles County,CA,13.014743263853584,NA,NA
90660,Los Angeles County,CA,NA,31.716906946264743,NA
90706,Los Angeles County,CA,9.303507880020335,NA,NA
90731,Los Angeles County,CA,36.55312658871377,NA,NA
90732,Los Angeles County,CA,49.415353329944075,NA,NA
90740,Orange County,CA,69.34417895271989,NA,NA
90744,Los Angeles County,CA,NA,20.18348623853211,NA
90746,Los Angeles County,CA,86.37519064565328,NA,NA
90755,Los Angeles County,CA,77.52923233350279,NA,NA
90806,Los Angeles County,CA,NA,NA,56.82819383259912
90807,Los Angeles County,CA,58.31215048296898,NA,NA
91001,Los Angeles County,CA,72.90289781392984,76.4089121887287,NA
91016,Los Angeles County,CA,NA,NA,83.70044052863436
91107,Los Angeles County,CA,57.65124555160143,NA,NA
91204,Los Angeles County,CA,NA,NA,85.90308370044053
91206,Los Angeles County,CA,45.856634468734114,NA,NA
91214,Los Angeles County,CA,NA,91.87418086500655,NA
91306,Los Angeles County,CA,32.33350279613625,NA,NA
91311,Los Angeles County,CA,36.34977122521607,NA,NA
91320,Ventura County,CA,22.064056939501782,NA,NA
91324,Los Angeles County,CA,NA,71.82175622542594,NA
91331,Los Angeles County,CA,NA,5.897771952817824,NA
91335,Los Angeles County,CA,58.00711743772242,NA,NA
91354,Los Angeles County,CA,NA,NA,79.29515418502203
91355,Los Angeles County,CA,77.47839349262837,NA,NA
91367,Los Angeles County,CA,53.94001016776817,NA,NA
91405,Los Angeles County,CA,58.31215048296898,NA,NA
91406,Los Angeles County,CA,50.99135739705135,78.24377457404981,NA
91501,Los Angeles County,CA,85.71428571428571,NA,NA
91601,Los Angeles County,CA,57.65124555160143,NA,NA
91605,Los Angeles County,CA,NA,NA,52.42290748898678
91702,Los Angeles County,CA,70.15760040671073,NA,NA
91706,Los Angeles County,CA,NA,14.285714285714285,NA
91709,San Bernardino County,CA,52.10981189628876,NA,NA
91710,San Bernardino County,CA,0.5592272496187087,NA,NA
91724,Los Angeles County,CA,NA,58.97771952817824,NA
91732,Los Angeles County,CA,NA,NA,70.04405286343612
91741,Los Angeles County,CA,NA,NA,81.05726872246696
91746,Los Angeles County,CA,NA,44.42988204456094,NA
91766,Los Angeles County,CA,NA,NA,68.72246696035242
91767,Los Angeles County,CA,NA,28.178243774574053,NA
91784,San Bernardino County,CA,NA,96.59239842726082,NA
91786,San Bernardino County,CA,73.05541433655313,NA,NA
91790,Los Angeles County,CA,31.825114387391967,NA,NA
91791,Los Angeles County,CA,66.19217081850533,NA,NA
91910,San Diego County,CA,59.430604982206404,NA,NA
91911,San Diego County,CA,71.32689374682258,NA,NA
91913,San Diego County,CA,89.73055414336552,NA,NA
91977,San Diego County,CA,NA,93.97116644823068,NA
92011,San Diego County,CA,50.99135739705135,NA,NA
92020,San Diego County,CA,63.85358413828165,19.528178243774576,NA
92026,San Diego County,CA,47.12760549059482,NA,NA
92027,San Diego County,CA,NA,12.057667103538664,NA
92028,San Diego County,CA,94.30604982206405,NA,NA
92054,San Diego County,CA,NA,73.13237221494103,NA
92056,San Diego County,CA,91.40823589222165,69.72477064220183,NA
92064,San Diego County,CA,24.250127097102187,44.29882044560944,NA
92065,San Diego County,CA,NA,51.37614678899083,NA
92069,San Diego County,CA,53.0757498729029,NA,NA
92071,San Diego County,CA,NA,79.03014416775885,NA
92083,San Diego County,CA,26.48703609557702,NA,NA
92084,San Diego County,CA,53.94001016776817,NA,NA
92102,San Diego County,CA,62.836807320793085,28.70249017038008,66.07929515418502
92105,San Diego County,CA,10.676156583629894,6.8152031454783755,NA
92106,San Diego County,CA,96.7463141840366,NA,NA
92109,San Diego County,CA,89.01881037112354,NA,97.3568281938326
92111,San Diego County,CA,51.70310116929334,90.43250327653998,NA
92113,San Diego County,CA,NA,28.440366972477065,NA
92114,San Diego County,CA,NA,51.11402359108781,NA
92115,San Diego County,CA,NA,23.591087811271297,NA
92117,San Diego County,CA,NA,75.36041939711664,NA
92120,San Diego County,CA,NA,NA,80.1762114537445
92127,San Diego County,CA,26.74123029994916,NA,NA
92128,San Diego County,CA,33.55363497712252,NA,NA
92130,San Diego County,CA,88.45958312150482,NA,NA
92131,San Diego County,CA,80.88459583121505,92.26736566186108,NA
92220,Riverside County,CA,56.43111337061515,80.34076015727392,NA
92223,Riverside County,CA,26.48703609557702,NA,NA
92243,Imperial County,CA,17.946110828673106,NA,NA
92346,San Bernardino County,CA,30.299949161159123,NA,NA
92376,San Bernardino County,CA,NA,21.887287024901703,NA
92392,San Bernardino County,CA,NA,17.955439056356486,NA
92395,San Bernardino County,CA,NA,48.75491480996068,NA
92404,San Bernardino County,CA,68.17488561260802,NA,NA
92501,Riverside County,CA,43.721403152008136,NA,NA
92509,Riverside County,CA,NA,31.323722149410223,NA
92530,Riverside County,CA,25.31774275546518,NA,NA
92532,Riverside County,CA,NA,58.97771952817824,NA
92545,Riverside County,CA,42.55210981189629,NA,NA
92555,Riverside County,CA,76.46161667513981,NA,NA
92557,Riverside County,CA,82.46059989832231,NA,NA
92562,Riverside County,CA,17.488561260803255,NA,NA
92570,Riverside County,CA,77.27503812913066,NA,NA
92587,Riverside County,CA,NA,84.53473132372214,NA
92591,Riverside County,CA,31.164209456024405,NA,NA
92595,Riverside County,CA,28.36807320793086,NA,NA
92618,Orange County,CA,49.415353329944075,NA,NA
92620,Orange County,CA,59.53228266395526,NA,NA
92626,Orange County,CA,22.419928825622776,NA,NA
92627,Orange County,CA,NA,66.18610747051113,NA
92629,Orange County,CA,67.15810879511947,NA,NA
92630,Orange County,CA,46.21250635485511,NA,NA
92646,Orange County,CA,28.520589730554143,NA,NA
92647,Orange County,CA,24.453482460599897,65.53079947575361,NA
92649,Orange County,CA,76.05490594814438,NA,NA
92656,Orange County,CA,82.86731062531774,NA,NA
92683,Orange County,CA,21.50482968988307,NA,NA
92691,Orange County,CA,34.21453990849009,NA,NA
92692,Orange County,CA,NA,60.550458715596335,NA
92694,Orange County,CA,32.028469750889684,NA,NA
92701,Orange County,CA,81.3421453990849,16.90694626474443,74.8898678414097
92703,Orange County,CA,NA,67.2346002621232,NA
92704,Orange County,CA,16.014234875444842,51.24508519003932,NA
92706,Orange County,CA,NA,NA,99.55947136563876
92707,Orange County,CA,NA,62.123197903014415,NA
92780,Orange County,CA,76.41077783426537,NA,NA
92801,Orange County,CA,NA,42.201834862385326,NA
92804,Orange County,CA,NA,15.334207077326342,NA
92805,Orange County,CA,13.116420945602442,NA,NA
92806,Orange County,CA,38.63751906456533,27.522935779816514,NA
92833,Orange County,CA,71.83528215556684,NA,NA
92840,Orange County,CA,48.80528723945094,NA,NA
92843,Orange County,CA,NA,NA,40.08810572687225
92865,Orange County,CA,89.98474834773768,NA,NA
92870,Orange County,CA,NA,41.67758846657929,NA
92886,Orange County,CA,NA,NA,32.59911894273127
92887,Orange County,CA,76.2582613116421,NA,NA
93030,Ventura County,CA,NA,7.732634338138926,NA
93060,Ventura County,CA,19.87798678190137,NA,NA
93065,Ventura County,CA,3.1520081342145403,NA,NA
93215,Kern County,CA,NA,41.02228047182175,NA
93230,Kings County,CA,NA,8.256880733944955,NA
93267,Tulare County,CA,70.36095577020845,NA,NA
93274,Tulare County,CA,1.9318759532282663,NA,NA
93291,Tulare County,CA,5.846466700559228,52.293577981651374,25.11013215859031
