ZipCode,county,state,Geriatric
35226,Jefferson County,AL,18.181818181818183
35592,Lamar County,AL,86.63101604278076
36701,Dallas County,AL,73.2620320855615
99507,Anchorage Municipality,AK,52.406417112299465
85012,Maricopa County,AZ,94.11764705882352
85022,Maricopa County,AZ,36.898395721925134
85033,Maricopa County,AZ,60.42780748663101
85745,Pima County,AZ,22.994652406417114
71655,Drew County,AR,66.84491978609626
72010,White County,AR,68.98395721925134
90024,Los Angeles County,CA,24.598930481283425
90275,Los Angeles County,CA,29.411764705882355
90720,Orange County,CA,57.75401069518716
91731,Los Angeles County,CA,59.35828877005348
91739,San Bernardino County,CA,93.58288770053476
91902,San Diego County,CA,57.75401069518716
92021,San Diego County,CA,19.25133689839572
92081,San Diego County,CA,43.85026737967914
92102,San Diego County,CA,65.77540106951871
92109,San Diego County,CA,47.593582887700535
92119,San Diego County,CA,31.016042780748666
92139,San Diego County,CA,37.967914438502675
92620,Orange County,CA,35.294117647058826
93010,Ventura County,CA,5.88235294117647
95482,Mendocino County,CA,61.49732620320856
95503,Humboldt County,CA,42.24598930481284
95616,Yolo County,CA,31.550802139037433
95619,El Dorado County,CA,65.24064171122996
95632,Sacramento County,CA,54.01069518716578
95747,Placer County,CA,5.347593582887701
95842,Sacramento County,CA,71.65775401069519
96130,Lassen County,CA,69.5187165775401
80031,Adams County,CO,40.64171122994652
81301,La Plata County,CO,41.17647058823529
06029,Tolland County,CT,42.780748663101605
06088,Hartford County,CT,82.35294117647058
06107,Hartford County,CT,38.50267379679144
06260,Windham County,CT,93.04812834224599
32137,Flagler County,FL,97.86096256684492
32826,Orange County,FL,72.19251336898395
33428,Palm Beach County,FL,10.16042780748663
33480,Palm Beach County,FL,83.9572192513369
33617,Hillsborough County,FL,41.711229946524064
33813,Polk County,FL,55.61497326203209
33825,Highlands County,FL,15.508021390374333
33875,Highlands County,FL,32.62032085561498
33953,Charlotte County,FL,94.6524064171123
34292,Sarasota County,FL,6.417112299465241
30577,Stephens County,GA,43.31550802139038
39842,Terrell County,GA,90.37433155080214
83316,Twin Falls County,ID,21.92513368983957
83330,Gooding County,ID,66.31016042780749
83660,Canyon County,ID,83.9572192513369
83854,Kootenai County,ID,11.229946524064172
60172,DuPage County,IL,48.1283422459893
60480,Cook County,IL,80.21390374331551
60626,Cook County,IL,47.05882352941176
62521,Macon County,IL,1.6042780748663104
46168,Hendricks County,IN,33.155080213903744
46307,Lake County,IN,13.903743315508022
46816,Allen County,IN,50.26737967914438
50501,Webster County,IA,78.07486631016043
41101,Boyd County,KY,14.43850267379679
42044,Marshall County,KY,81.81818181818183
42141,Barren County,KY,4.81283422459893
42717,Cumberland County,KY,62.03208556149733
70447,St. Tammany Parish,LA,56.14973262032086
71457,Natchitoches Parish,LA,25.668449197860966
04841,Knox County,ME,89.83957219251337
21740,Washington County,MD,21.390374331550802
01540,Worcester County,MA,77.00534759358288
01832,Essex County,MA,12.834224598930483
01867,Middlesex County,MA,90.9090909090909
01876,Middlesex County,MA,62.56684491978609
01970,Essex County,MA,44.919786096256686
02052,Norfolk County,MA,74.33155080213903
02135,Suffolk County,MA,0.53475935828877
02379,Plymouth County,MA,86.09625668449198
02460,Middlesex County,MA,68.44919786096256
02660,Barnstable County,MA,54.01069518716578
48124,Wayne County,MI,27.27272727272727
48184,Wayne County,MI,28.87700534759358
48239,Wayne County,MI,29.946524064171122
48307,Oakland County,MI,8.0213903743315509
48473,Genesee County,MI,49.19786096256685
48609,Saginaw County,MI,43.85026737967914
49504,Kent County,MI,27.807486631016044
49601,Wexford County,MI,60.962566844919785
55912,Mower County,MN,3.7433155080213902
39211,Hinds County,MS,63.101604278074866
