ZipCode,county,state,Retirement
35226,Jefferson County,AL,28.846153846153843
35578,Walker County,AL,84.61538461538461
86409,Mohave County,AZ,8.173076923076923
72601,Boone County,AR,81.25
91752,Riverside County,CA,63.46153846153846
91761,San Bernardino County,CA,39.90384615384615
93422,San Luis Obispo County,CA,50.96153846153846
93701,Fresno County,CA,93.26923076923077
93703,Fresno County,CA,86.53846153846155
93704,Fresno County,CA,57.21153846153846
94109,San Francisco County,CA,19.230769230769234
94530,Contra Costa County,CA,62.980769230769226
94561,Contra Costa County,CA,51.92307692307693
94605,Alameda County,CA,31.25
94606,Alameda County,CA,87.5
95610,Sacramento County,CA,89.90384615384616
96007,Shasta County,CA,87.01923076923077
81520,Mesa County,CO,79.32692307692307
06082,Hartford County,CT,21.634615384615387
06260,Windham County,CT,49.03846153846153
06902,Fairfield County,CT,17.78846153846154
32244,Duval County,FL,88.9423076923077
32536,Okaloosa County,FL,34.61538461538461
32958,Indian River County,FL,20.192307692307693
33549,Hillsborough County,FL,81.73076923076923
33614,Hillsborough County,FL,50.480769230769226
34202,Manatee County,FL,44.230769230769226
34668,Pasco County,FL,28.365384615384613
34772,Osceola County,FL,65.86538461538461
34787,Orange County,FL,93.75
30215,Fayette County,GA,40.38461538461539
30311,Fulton County,GA,27.403846153846157
30315,Fulton County,GA,34.13461538461539
30540,Gilmer County,GA,45.19230769230769
83651,Canyon County,ID,48.07692307692308
83672,Washington County,ID,78.36538461538461
60104,Cook County,IL,36.05769230769231
60154,Cook County,IL,35.09615384615385
60420,Livingston County,IL,96.15384615384616
60610,Cook County,IL,27.884615384615387
60616,Cook County,IL,14.903846153846153
60623,Cook County,IL,19.71153846153846
46160,Brown County,IN,87.98076923076923
46901,Howard County,IN,7.6923076923076925
47201,Bartholomew County,IN,94.71153846153845
47712,Vanderburgh County,IN,47.11538461538461
47725,Vanderburgh County,IN,68.26923076923077
52761,Muscatine County,IA,20.673076923076923
66049,Douglas County,KS,41.82692307692308
40299,Jefferson County,KY,30.76923076923077
42240,Christian County,KY,22.115384615384613
