ZipCode,county,state,Youth,Adult
35080,Shelby County,AL,NA,75.12953367875647
35125,St. Clair County,AL,NA,72.02072538860104
35235,Jefferson County,AL,NA,71.50259067357513
35405,Tuscaloosa County,AL,21.32701421800948,NA
35481,Pickens County,AL,98.5781990521327,NA
35582,Franklin County,AL,NA,99.48186528497409
35603,Morgan County,AL,36.492890995260666,NA
35640,Morgan County,AL,NA,50.259067357512954
35976,Marshall County,AL,78.19905213270142,NA
36064,Montgomery County,AL,73.93364928909952,NA
36352,Houston County,AL,NA,94.30051813471503
36502,Escambia County,AL,79.14691943127961,NA
36863,Chambers County,AL,NA,86.01036269430051
99503,Anchorage Municipality,AK,72.03791469194313,NA
85009,Maricopa County,AZ,10.42654028436019,NA
85021,Maricopa County,AZ,41.23222748815166,NA
85023,Maricopa County,AZ,NA,41.968911917098445
85032,Maricopa County,AZ,29.85781990521327,NA
85138,Pinal County,AZ,32.70142180094787,56.994818652849744
85321,Pima County,AZ,90.04739336492891,NA
85349,Yuma County,AZ,84.83412322274881,NA
85530,Graham County,AZ,NA,92.2279792746114
85705,Pima County,AZ,10.42654028436019,NA
85712,Pima County,AZ,79.62085308056872,30.05181347150259
85745,Pima County,AZ,NA,73.57512953367875
72021,Monroe County,AR,NA,100
72034,Faulkner County,AR,92.89099526066352,NA
72956,Crawford County,AR,NA,66.83937823834198
90003,Los Angeles County,CA,47.39336492890995,NA
90016,Los Angeles County,CA,68.72037914691943,NA
90270,Los Angeles County,CA,89.0995260663507,NA
91206,Los Angeles County,CA,73.45971563981043,NA
91709,San Bernardino County,CA,NA,49.740932642487046
92404,San Bernardino County,CA,9.47867298578199,NA
92563,Riverside County,CA,NA,48.704663212435236
92691,Orange County,CA,59.71563981042654,NA
93268,Kern County,CA,95.260663507109,NA
93550,Los Angeles County,CA,NA,19.689119170984455
93619,Fresno County,CA,34.59715639810427,NA
93637,Madera County,CA,40.28436018957346,NA
93638,Madera County,CA,7.5829383886255926,NA
94019,San Mateo County,CA,NA,90.67357512953367
94105,San Francisco County,CA,90.99526066350711,NA
94112,San Francisco County,CA,43.60189573459716,NA
94541,Alameda County,CA,NA,36.787564766839374
94941,Marin County,CA,36.492890995260666,NA
95350,Stanislaus County,CA,31.753554502369667,NA
95632,Sacramento County,CA,NA,77.720207253886
96022,Tehama County,CA,NA,88.60103626943005
80620,Weld County,CO,NA,62.17616580310881
80634,Weld County,CO,6.6350710900473935,NA
80903,El Paso County,CO,NA,54.40414507772021
80920,El Paso County,CO,57.345971563981045,NA
06040,Hartford County,CT,38.388625592417064,NA
06095,Hartford County,CT,30.33175355450237,NA
06608,Fairfield County,CT,69.66824644549763,NA
06790,Litchfield County,CT,27.488151658767773,NA
19711,New Castle County,DE,37.44075829383886,NA
19713,New Castle County,DE,35.54502369668246,NA
19720,New Castle County,DE,NA,3.1088082901554404
19801,New Castle County,DE,NA,95.33678756476684
19802,New Castle County,DE,NA,22.279792746113987
19904,Kent County,DE,NA,61.13989637305699
19953,Kent County,DE,NA,98.96373056994818
19963,Sussex County,DE,NA,89.63730569948186
32211,Duval County,FL,NA,29.533678756476682
32244,Duval County,FL,NA,6.217616580310881
32507,Escambia County,FL,NA,54.92227979274611
32570,Santa Rosa County,FL,NA,13.471502590673575
32643,Alachua County,FL,NA,68.9119170984456
32669,Alachua County,FL,28.90995260663507,NA
32811,Orange County,FL,NA,34.715025906735754
32812,Orange County,FL,NA,53.36787564766839
32822,Orange County,FL,12.322274881516588,NA
33020,Broward County,FL,NA,45.07772020725388
33126,Miami-Dade County,FL,57.81990521327014,NA
33440,Hendry County,FL,NA,67.87564766839378
33493,Palm Beach County,FL,97.6303317535545,NA
33604,Hillsborough County,FL,NA,36.26943005181347
33612,Hillsborough County,FL,NA,15.025906735751295
33614,Hillsborough County,FL,NA,51.29533678756477
33617,Hillsborough County,FL,19.90521327014218,NA
33830,Polk County,FL,38.862559241706165,52.331606217616574
33860,Polk County,FL,71.56398104265402,NA
33917,Lee County,FL,61.137440758293835,NA
34212,Manatee County,FL,NA,88.08290155440415
34772,Osceola County,FL,54.02843601895735,NA
34982,St. Lucie County,FL,NA,69.94818652849742
30106,Cobb County,GA,65.40284360189574,NA
30401,Emanuel County,GA,NA,82.38341968911918
30528,White County,GA,68.24644549763033,NA
30540,Gilmer County,GA,69.19431279620854,NA
30907,Columbia County,GA,NA,38.34196891191709
30909,Richmond County,GA,76.30331753554502,NA
31558,Camden County,GA,NA,79.79274611398964
31719,Sumter County,GA,NA,95.85492227979275
96707,Honolulu County,HI,86.25592417061611,NA
96744,Honolulu County,HI,NA,27.979274611398964
96766,Kauai County,HI,77.25118483412322,NA
96797,Honolulu County,HI,NA,9.32642487046632
83350,Minidoka County,ID,75.82938388625593,NA
83501,Nez Perce County,ID,NA,20.72538860103627
83646,Ada County,ID,NA,16.580310880829018
83843,Latah County,ID,NA,91.70984455958549
60016,Cook County,IL,59.241706161137444,NA
60068,Cook County,IL,NA,59.58549222797927
60073,Lake County,IL,NA,24.352331606217618
60148,DuPage County,IL,25.118483412322274,NA
60450,Grundy County,IL,NA,37.82383419689119
60527,DuPage County,IL,48.81516587677725,NA
60540,DuPage County,IL,NA,44.04145077720207
60560,Kendall County,IL,55.45023696682464,NA
60614,Cook County,IL,NA,32.64248704663213
60623,Cook County,IL,36.018957345971565,NA
60626,Cook County,IL,NA,27.461139896373055
60631,Cook County,IL,NA,47.66839378238342
60638,Cook County,IL,NA,11.917098445595855
60655,Cook County,IL,30.80568720379147,NA
61944,Edgar County,IL,77.72511848341233,NA
46060,Hamilton County,IN,50.71090047393365,46.63212435233161
46168,Hendricks County,IN,NA,57.51295336787565
46218,Marion County,IN,NA,11.398963730569948
46227,Marion County,IN,NA,10.880829015544041
46254,Marion County,IN,20.379146919431278,NA
46307,Lake County,IN,1.8957345971563981,NA
46350,LaPorte County,IN,15.165876777251185,NA
47424,Greene County,IN,92.41706161137441,NA
47715,Vanderburgh County,IN,NA,45.07772020725388
47933,Montgomery County,IN,NA,48.18652849740933
47960,White County,IN,83.41232227488152,NA
51301,Clay County,IA,91.9431279620853,NA
52632,Lee County,IA,NA,58.03108808290155
52803,Scott County,IA,55.45023696682464,NA
66607,Shawnee County,KS,NA,91.19170984455958
67401,Saline County,KS,NA,28.497409326424872
40203,Jefferson County,KY,NA,31.606217616580313
40211,Jefferson County,KY,37.91469194312796,NA
40258,Jefferson County,KY,NA,33.67875647668394
40353,Montgomery County,KY,NA,31.088082901554404
41101,Boyd County,KY,NA,24.870466321243523
41224,Martin County,KY,NA,86.52849740932642
42003,McCracken County,KY,56.872037914691944,NA
42301,Daviess County,KY,NA,51.813471502590666
42320,Ohio County,KY,53.55450236966824,NA
70043,St. Bernard Parish,LA,NA,22.797927461139896
70065,Jefferson Parish,LA,52.60663507109005,NA
70403,Tangipahoa Parish,LA,NA,7.253886010362693
70570,St. Landry Parish,LA,0.47393364928909953,NA
70583,Lafayette Parish,LA,67.29857819905213,NA
70769,Ascension Parish,LA,9.004739336492891,NA
04005,York County,ME,26.066350710900476,NA
04210,Androscoggin County,ME,81.04265402843602,NA
04268,Oxford County,ME,NA,90.15544041450777
20659,St. Mary's County,MD,NA,78.75647668393782
01105,Hampden County,MA,11.848341232227488,NA
01462,Worcester County,MA,NA,85.49222797927462
01562,Worcester County,MA,NA,42.487046632124354
01606,Worcester County,MA,NA,25.38860103626943
01607,Worcester County,MA,NA,18.134715025906736
01854,Middlesex County,MA,5.687203791469194,NA
01864,Middlesex County,MA,NA,65.80310880829016
01930,Essex County,MA,NA,3.6269430051813467
01969,Essex County,MA,65.40284360189574,NA
02038,Norfolk County,MA,NA,18.65284974093264
02121,Suffolk County,MA,40.758293838862556,NA
02128,Suffolk County,MA,NA,0.5181347150259068
02141,Middlesex County,MA,NA,78.23834196891191
02151,Suffolk County,MA,NA,38.860103626943
02458,Middlesex County,MA,NA,64.24870466321244
02474,Middlesex County,MA,49.28909952606635,NA
02703,Bristol County,MA,NA,1.5544041450777202
48040,St. Clair County,MI,NA,82.90155440414507
48060,St. Clair County,MI,11.374407582938389,NA
48180,Wayne County,MI,2.3696682464454977,NA
48186,Wayne County,MI,NA,6.7357512953367875
48187,Wayne County,MI,16.113744075829384,NA
48188,Wayne County,MI,NA,17.616580310880828
48192,Wayne County,MI,NA,26.42487046632124
48193,Wayne County,MI,NA,70.46632124352331
48202,Wayne County,MI,NA,44.559585492227974
48210,Wayne County,MI,51.65876777251185,NA
48221,Wayne County,MI,NA,5.181347150259067
48304,Oakland County,MI,80.56872037914692,NA
48327,Oakland County,MI,63.98104265402843,NA
48340,Oakland County,MI,22.748815165876778,NA
48415,Saginaw County,MI,72.51184834123224,NA
48451,Genesee County,MI,NA,84.97409326424871
48505,Genesee County,MI,41.70616113744076,NA
48602,Saginaw County,MI,4.265402843601896,NA
49002,Kalamazoo County,MI,NA,49.22279792746114
49022,Berrien County,MI,NA,12.435233160621761
49120,Berrien County,MI,NA,21.243523316062177
49508,Kent County,MI,5.213270142180095,NA
49631,Osceola County,MI,NA,81.86528497409327
49913,Houghton County,MI,NA,74.61139896373057
55130,Ramsey County,MN,39.33649289099526,NA
55343,Hennepin County,MN,50.23696682464455,NA
55426,Hennepin County,MN,56.39810426540285,NA
56601,Beltrami County,MN,35.07109004739337,NA
38637,DeSoto County,MS,NA,66.32124352331607
38829,Prentiss County,MS,50.71090047393365,NA
39301,Lauderdale County,MS,43.127962085308056,NA
63110,St. Louis city,MO,NA,87.04663212435233
63147,St. Louis city,MO,87.67772511848341,NA
63701,Cape Girardeau County,MO,3.7914691943127963,NA
64034,Jackson County,MO,93.8388625592417,NA
64085,Ray County,MO,NA,93.78238341968913
64118,Clay County,MO,46.44549763033176,NA
64133,Jackson County,MO,NA,4.145077720207254
64151,Platte County,MO,33.175355450236964,NA
