ZipCode,county,state,Youth,Pediatric,Adult
35080,Shelby County,AL,44.224137931034484,NA,NA
35125,St. Clair County,AL,78.5344827586207,NA,NA
35151,Talladega County,AL,93.62068965517241,NA,NA
35211,Jefferson County,AL,NA,NA,19.883040935672515
35214,Jefferson County,AL,72.93103448275862,NA,NA
35215,Jefferson County,AL,11.982758620689655,NA,NA
35405,Tuscaloosa County,AL,16.551724137931036,NA,NA
35601,Morgan County,AL,21.551724137931032,NA,NA
35622,Morgan County,AL,78.87931034482759,NA,NA
35810,Madison County,AL,39.13793103448276,NA,NA
35903,Etowah County,AL,NA,NA,84.7953216374269
36207,Calhoun County,AL,89.3103448275862,NA,NA
36278,Randolph County,AL,95.6896551724138,NA,NA
36507,Baldwin County,AL,48.10344827586207,NA,NA
36532,Baldwin County,AL,38.62068965517241,NA,NA
36862,Chambers County,AL,95.94827586206897,NA,NA
99504,Anchorage Municipality,AK,NA,30.79268292682927,30.994152046783626
99516,Anchorage Municipality,AK,87.93103448275862,NA,NA
85006,Maricopa County,AZ,NA,53.65853658536586,NA
85008,Maricopa County,AZ,34.39655172413793,10.365853658536585,NA
85009,Maricopa County,AZ,NA,8.231707317073171,NA
85016,Maricopa County,AZ,9.568965517241379,NA,NA
85023,Maricopa County,AZ,28.448275862068968,NA,NA
85027,Maricopa County,AZ,29.310344827586203,NA,NA
85028,Maricopa County,AZ,83.62068965517241,NA,NA
85033,Maricopa County,AZ,NA,28.65853658536585,NA
85035,Maricopa County,AZ,65.51724137931035,NA,NA
85040,Maricopa County,AZ,27.413793103448274,NA,NA
85051,Maricopa County,AZ,72.67241379310346,NA,NA
85122,Pinal County,AZ,48.53448275862069,NA,NA
85204,Maricopa County,AZ,NA,59.45121951219512,NA
85208,Maricopa County,AZ,NA,NA,77.77777777777779
85212,Maricopa County,AZ,NA,86.28048780487805,NA
85253,Maricopa County,AZ,54.05172413793103,NA,NA
85256,Maricopa County,AZ,94.91379310344827,NA,NA
85257,Maricopa County,AZ,NA,66.15853658536585,NA
85301,Maricopa County,AZ,NA,10.670731707317072,NA
85337,Maricopa County,AZ,NA,92.07317073170732,NA
85339,Maricopa County,AZ,11.46551724137931,NA,NA
85349,Yuma County,AZ,81.55172413793103,NA,NA
85364,Yuma County,AZ,20.517241379310345,NA,NA
85501,Gila County,AZ,NA,63.41463414634146,NA
85542,Gila County,AZ,97.75862068965517,NA,NA
85546,Graham County,AZ,64.82758620689654,NA,NA
85621,Santa Cruz County,AZ,21.20689655172414,NA,NA
85629,Pima County,AZ,NA,39.329268292682926,NA
85653,Pima County,AZ,56.03448275862068,NA,NA
85658,Pima County,AZ,83.01724137931035,NA,NA
85705,Pima County,AZ,NA,8.841463414634147,NA
85706,Pima County,AZ,8.706896551724137,NA,NA
85713,Pima County,AZ,5.344827586206897,NA,NA
85716,Pima County,AZ,12.327586206896552,NA,NA
85746,Pima County,AZ,NA,7.926829268292683,NA
85756,Pima County,AZ,90.51724137931035,NA,NA
85941,Apache County,AZ,63.53448275862069,NA,NA
86004,Coconino County,AZ,21.89655172413793,NA,NA
86025,Navajo County,AZ,92.06896551724138,NA,NA
86033,Navajo County,AZ,81.03448275862068,15.853658536585366,NA
86401,Mohave County,AZ,22.758620689655174,NA,NA
86406,Mohave County,AZ,70.6896551724138,NA,NA
86503,Apache County,AZ,28.706896551724135,NA,NA
86510,Navajo County,AZ,96.03448275862068,NA,NA
90007,Los Angeles County,CA,84.91379310344827,NA,NA
90011,Los Angeles County,CA,67.24137931034483,NA,NA
90023,Los Angeles County,CA,77.06896551724138,NA,NA
90025,Los Angeles County,CA,86.72413793103448,NA,NA
90026,Los Angeles County,CA,52.06896551724138,NA,NA
90028,Los Angeles County,CA,98.01724137931035,NA,NA
90029,Los Angeles County,CA,78.5344827586207,NA,NA
90031,Los Angeles County,CA,NA,NA,89.47368421052632
90038,Los Angeles County,CA,NA,NA,80.7017543859649
90043,Los Angeles County,CA,NA,50.91463414634146,NA
90044,Los Angeles County,CA,32.5,NA,NA
90045,Los Angeles County,CA,NA,NA,69.5906432748538
90058,Los Angeles County,CA,98.87931034482759,NA,NA
90065,Los Angeles County,CA,79.39655172413794,NA,NA
90220,Los Angeles County,CA,76.55172413793103,NA,NA
90250,Los Angeles County,CA,55.344827586206904,NA,NA
90255,Los Angeles County,CA,75.77586206896552,NA,NA
90270,Los Angeles County,CA,88.62068965517241,NA,NA
90405,Los Angeles County,CA,39.741379310344826,NA,NA
90501,Los Angeles County,CA,60.775862068965516,NA,NA
90621,Orange County,CA,67.8448275862069,NA,NA
90631,Orange County,CA,NA,NA,46.783625730994146
90712,Los Angeles County,CA,73.1896551724138,NA,NA
90745,Los Angeles County,CA,64.82758620689654,NA,NA
90804,Los Angeles County,CA,65.77586206896552,NA,NA
90810,Los Angeles County,CA,62.1551724137931,NA,NA
90813,Los Angeles County,CA,40.17241379310345,NA,NA
91016,Los Angeles County,CA,NA,NA,63.74269005847953
91104,Los Angeles County,CA,NA,78.04878048780488,NA
91331,Los Angeles County,CA,NA,10.060975609756099,NA
91342,Los Angeles County,CA,25.775862068965516,NA,NA
91360,Ventura County,CA,54.310344827586206,NA,NA
91387,Los Angeles County,CA,NA,NA,54.97076023391813
91504,Los Angeles County,CA,NA,90.85365853658537,NA
91605,Los Angeles County,CA,81.72413793103448,NA,NA
91706,Los Angeles County,CA,40.43103448275862,NA,NA
91745,Los Angeles County,CA,NA,NA,98.24561403508771
91770,Los Angeles County,CA,66.98275862068965,NA,NA
91789,Los Angeles County,CA,NA,NA,86.54970760233918
91910,San Diego County,CA,36.29310344827586,NA,NA
91911,San Diego County,CA,NA,63.109756097560975,NA
91977,San Diego County,CA,33.44827586206897,NA,NA
92020,San Diego County,CA,NA,31.402439024390244,NA
92021,San Diego County,CA,27.241379310344826,NA,NA
92027,San Diego County,CA,NA,NA,57.89473684210527
92028,San Diego County,CA,NA,NA,95.90643274853801
92057,San Diego County,CA,55.344827586206904,NA,NA
92115,San Diego County,CA,33.96551724137931,NA,NA
92118,San Diego County,CA,NA,NA,92.39766081871345
92122,San Diego County,CA,87.58620689655172,NA,NA
92126,San Diego County,CA,29.56896551724138,NA,NA
