ZipCode,county,state,Youth,Pediatric,Adult,Retirement
35014,Talladega County,AL,83.45323741007195,NA,NA,NA
35022,Jefferson County,AL,75.77937649880096,NA,NA,NA
35046,Chilton County,AL,NA,95.08771929824562,NA,NA
35127,Jefferson County,AL,88.2494004796163,NA,NA,NA
35150,Talladega County,AL,NA,NA,44.44444444444444,NA
35214,Jefferson County,AL,NA,50.526315789473685,NA,NA
35244,Jefferson County,AL,54.67625899280576,NA,NA,NA
35456,Tuscaloosa County,AL,NA,91.57894736842105,NA,NA
35620,Limestone County,AL,61.63069544364509,NA,NA,NA
35653,Franklin County,AL,70.02398081534771,NA,NA,NA
35749,Madison County,AL,49.16067146282973,NA,NA,NA
35758,Madison County,AL,33.573141486810556,NA,NA,NA
35773,Madison County,AL,NA,74.03508771929825,NA,NA
36027,Barbour County,AL,64.26858513189448,NA,NA,NA
36106,Montgomery County,AL,89.44844124700239,NA,NA,NA
36535,Baldwin County,AL,41.96642685851319,NA,NA,NA
36582,Mobile County,AL,NA,NA,50,NA
36609,Mobile County,AL,NA,NA,NA,65.06024096385542
36832,Lee County,AL,NA,87.01754385964912,NA,NA
99645,Matanuska-Susitna Borough,AK,13.908872901678656,NA,NA,NA
99654,Matanuska-Susitna Borough,AK,28.776978417266186,NA,NA,NA
99705,Fairbanks North Star Borough,AK,NA,63.1578947368421,NA,NA
85015,Maricopa County,AZ,NA,18.596491228070175,NA,NA
85019,Maricopa County,AZ,NA,54.03508771929825,NA,NA
85029,Maricopa County,AZ,NA,NA,28.51851851851852,NA
85031,Maricopa County,AZ,NA,17.192982456140353,NA,NA
85035,Maricopa County,AZ,NA,26.31578947368421,NA,NA
85051,Maricopa County,AZ,NA,29.82456140350877,20.74074074074074,NA
85131,Pinal County,AZ,NA,NA,92.96296296296296,NA
85138,Pinal County,AZ,20.38369304556355,NA,NA,NA
85143,Pinal County,AZ,NA,NA,40.74074074074074,NA
85248,Maricopa County,AZ,NA,87.71929824561403,NA,NA
85281,Maricopa County,AZ,NA,NA,39.25925925925926,NA
85301,Maricopa County,AZ,NA,22.807017543859647,NA,NA
85302,Maricopa County,AZ,NA,24.912280701754387,NA,NA
85335,Maricopa County,AZ,NA,25.964912280701753,NA,NA
85339,Maricopa County,AZ,NA,NA,56.2962962962963,NA
85345,Maricopa County,AZ,NA,NA,19.25925925925926,NA
85375,Maricopa County,AZ,NA,NA,NA,22.89156626506024
85378,Maricopa County,AZ,NA,NA,NA,93.97590361445783
85383,Maricopa County,AZ,NA,NA,NA,40.36144578313253
85745,Pima County,AZ,NA,34.03508771929825,NA,NA
86004,Coconino County,AZ,NA,19.649122807017545,NA,NA
86005,Coconino County,AZ,NA,NA,78.88888888888889,NA
86040,Coconino County,AZ,52.757793764988016,NA,NA,NA
86045,Coconino County,AZ,NA,3.1578947368421053,75.18518518518519,NA
86314,Yavapai County,AZ,NA,69.12280701754386,NA,NA
86324,Yavapai County,AZ,NA,NA,NA,94.57831325301204
86326,Yavapai County,AZ,54.196642685851316,NA,29.259259259259256,NA
71852,Howard County,AR,NA,NA,82.5925925925926,NA
72019,Saline County,AR,69.30455635491607,NA,NA,NA
72076,Pulaski County,AR,NA,NA,52.22222222222223,NA
72212,Pulaski County,AR,97.12230215827337,NA,NA,NA
72401,Craighead County,AR,NA,NA,21.85185185185185,NA
72762,Washington County,AR,NA,NA,NA,61.44578313253012
72802,Pope County,AR,67.38609112709833,NA,NA,NA
90007,Los Angeles County,CA,NA,NA,34.074074074074076,NA
90025,Los Angeles County,CA,NA,NA,60,NA
90031,Los Angeles County,CA,NA,46.31578947368421,NA,NA
90044,Los Angeles County,CA,NA,NA,34.44444444444444,NA
90047,Los Angeles County,CA,NA,22.105263157894736,NA,NA
90242,Los Angeles County,CA,80.57553956834532,NA,NA,NA
90250,Los Angeles County,CA,NA,NA,30,NA
90272,Los Angeles County,CA,NA,NA,95.92592592592592,NA
90280,Los Angeles County,CA,22.062350119904075,NA,NA,NA
90631,Orange County,CA,72.90167865707434,NA,NA,NA
90805,Los Angeles County,CA,14.86810551558753,29.47368421052631,NA,NA
91206,Los Angeles County,CA,63.06954436450839,NA,NA,NA
91306,Los Angeles County,CA,47.00239808153477,NA,NA,NA
91320,Ventura County,CA,32.61390887290168,NA,NA,NA
91324,Los Angeles County,CA,NA,NA,76.66666666666667,NA
91340,Los Angeles County,CA,NA,59.29824561403508,NA,NA
91342,Los Angeles County,CA,NA,NA,NA,12.650602409638553
91352,Los Angeles County,CA,NA,NA,31.48148148148148,NA
91754,Los Angeles County,CA,91.12709832134293,NA,NA,NA
91790,Los Angeles County,CA,NA,58.59649122807018,NA,NA
91950,San Diego County,CA,NA,NA,41.11111111111111,NA
92009,San Diego County,CA,83.45323741007195,NA,NA,NA
92019,San Diego County,CA,NA,66.66666666666666,NA,NA
92024,San Diego County,CA,85.13189448441247,NA,NA,NA
92025,San Diego County,CA,NA,NA,77.77777777777779,NA
92028,San Diego County,CA,NA,53.333333333333336,NA,NA
92029,San Diego County,CA,87.29016786570743,NA,NA,NA
92056,San Diego County,CA,NA,NA,55.925925925925924,NA
92064,San Diego County,CA,35.4916067146283,NA,NA,NA
92069,San Diego County,CA,70.26378896882494,NA,NA,NA
92101,San Diego County,CA,77.6978417266187,NA,NA,NA
92102,San Diego County,CA,NA,36.84210526315789,NA,NA
92106,San Diego County,CA,NA,98.59649122807016,NA,NA
92114,San Diego County,CA,41.48681055155875,NA,NA,NA
92115,San Diego County,CA,27.577937649880095,NA,NA,NA
92154,San Diego County,CA,NA,30.526315789473685,NA,NA
92201,Riverside County,CA,17.505995203836928,NA,NA,NA
92210,Riverside County,CA,NA,NA,NA,79.51807228915662
92260,Riverside County,CA,NA,NA,57.407407407407405,NA
92270,Riverside County,CA,93.5251798561151,NA,NA,NA
92335,San Bernardino County,CA,NA,NA,40,NA
