ZipCode,county,state,Pediatric,Adult
35044,Talladega County,AL,NA,86.88946015424165
35096,Talladega County,AL,NA,89.20308483290489
35208,Jefferson County,AL,NA,41.645244215938305
35405,Tuscaloosa County,AL,30.107526881720432,NA
35660,Colbert County,AL,NA,71.2082262210797
35903,Etowah County,AL,60.215053763440864,NA
35906,Etowah County,AL,89.24731182795699,NA
35952,Etowah County,AL,72.04301075268818,NA
35967,DeKalb County,AL,NA,64.26735218508998
36617,Mobile County,AL,74.19354838709677,NA
36830,Lee County,AL,65.59139784946237,NA
99504,Anchorage Municipality,AK,NA,27.249357326478147
85006,Maricopa County,AZ,NA,43.958868894601544
85041,Maricopa County,AZ,NA,11.053984575835475
85122,Pinal County,AZ,NA,53.72750642673522
85128,Pinal County,AZ,NA,83.03341902313625
85208,Maricopa County,AZ,75.80645161290323,NA
85210,Maricopa County,AZ,NA,27.76349614395887
85301,Maricopa County,AZ,9.67741935483871,NA
85339,Maricopa County,AZ,22.58064516129032,NA
85706,Pima County,AZ,23.655913978494624,3.5989717223650386
85713,Pima County,AZ,7.526881720430108,NA
85747,Pima County,AZ,NA,89.7172236503856
86503,Apache County,AZ,9.13978494623656,NA
72712,Benton County,AR,NA,50.899742930591266
90016,Los Angeles County,CA,NA,75.32133676092545
90018,Los Angeles County,CA,48.924731182795696,NA
90044,Los Angeles County,CA,3.763440860215054,NA
90047,Los Angeles County,CA,NA,21.079691516709513
91343,Los Angeles County,CA,64.51612903225806,NA
91709,San Bernardino County,CA,NA,35.2185089974293
91733,Los Angeles County,CA,NA,67.09511568123393
92173,San Diego County,CA,NA,61.696658097686374
92240,Riverside County,CA,NA,86.11825192802056
92346,San Bernardino County,CA,NA,31.10539845758355
92399,San Bernardino County,CA,78.49462365591397,NA
92407,San Bernardino County,CA,NA,23.90745501285347
92672,Orange County,CA,NA,67.09511568123393
92801,Orange County,CA,NA,79.69151670951156
92832,Orange County,CA,60.752688172043015,NA
92841,Orange County,CA,NA,76.34961439588689
92870,Orange County,CA,NA,39.0745501285347
93257,Tulare County,CA,13.440860215053762,NA
93309,Kern County,CA,NA,62.98200514138818
93422,San Luis Obispo County,CA,97.84946236559139,NA
93550,Los Angeles County,CA,NA,44.2159383033419
93552,Los Angeles County,CA,40.86021505376344,NA
93722,Fresno County,CA,4.301075268817205,NA
93727,Fresno County,CA,NA,47.30077120822622
93905,Monterey County,CA,NA,39.588688946015424
93907,Monterey County,CA,84.40860215053763,NA
94112,San Francisco County,CA,20.43010752688172,NA
94117,San Francisco County,CA,NA,37.275064267352185
94124,San Francisco County,CA,NA,30.077120822622106
94558,Napa County,CA,NA,62.2107969151671
94560,Alameda County,CA,66.66666666666666,NA
95205,San Joaquin County,CA,33.87096774193548,NA
95307,Stanislaus County,CA,NA,34.19023136246786
95376,San Joaquin County,CA,87.63440860215054,NA
95422,Lake County,CA,NA,83.54755784061697
95673,Sacramento County,CA,NA,84.06169665809769
95948,Butte County,CA,78.49462365591397,NA
80011,Arapahoe County,CO,NA,8.483290488431876
80013,Arapahoe County,CO,NA,13.881748071979436
80015,Arapahoe County,CO,NA,68.38046272493573
80110,Arapahoe County,CO,69.35483870967742,66.32390745501286
80216,Denver County,CO,44.623655913978496,NA
80239,Denver County,CO,8.60215053763441,NA
80249,Denver County,CO,NA,38.303341902313626
80501,Boulder County,CO,37.096774193548384,NA
80537,Larimer County,CO,NA,26.735218508997427
80538,Larimer County,CO,NA,17.737789203084834
80634,Weld County,CO,NA,3.3419023136246784
80909,El Paso County,CO,NA,29.82005141388175
80916,El Paso County,CO,17.20430107526882,NA
06002,Hartford County,CT,NA,51.41388174807198
06401,New Haven County,CT,NA,33.16195372750643
06515,New Haven County,CT,NA,32.390745501285345
06902,Fairfield County,CT,NA,54.24164524421594
19703,New Castle County,DE,68.81720430107528,NA
19973,Sussex County,DE,77.41935483870968,NA
32209,Duval County,FL,NA,5.3984575835475574
32210,Duval County,FL,NA,4.884318766066838
32258,Duval County,FL,NA,55.26992287917738
32404,Bay County,FL,NA,29.562982005141386
32459,Walton County,FL,NA,64.52442159383034
32607,Alachua County,FL,48.38709677419355,NA
32765,Seminole County,FL,NA,57.0694087403599
32792,Orange County,FL,NA,58.61182519280206
