ZipCode,county,state,Youth
35043,Shelby County,AL,65.26610644257703
35601,Morgan County,AL,40.056022408963585
35603,Morgan County,AL,17.366946778711483
35768,Jackson County,AL,77.87114845938376
36305,Houston County,AL,57.14285714285714
36613,Mobile County,AL,48.17927170868347
85009,Maricopa County,AZ,6.442577030812324
85016,Maricopa County,AZ,7.002801120448179
85143,Pinal County,AZ,27.450980392156865
85308,Maricopa County,AZ,13.725490196078432
85388,Maricopa County,AZ,95.51820728291317
72176,Lonoke County,AR,89.07563025210085
72401,Craighead County,AR,42.857142857142854
72703,Washington County,AR,71.42857142857143
90005,Los Angeles County,CA,96.35854341736695
90037,Los Angeles County,CA,68.0672268907563
90221,Los Angeles County,CA,23.809523809523807
90254,Los Angeles County,CA,63.305322128851536
90601,Los Angeles County,CA,49.01960784313725
90605,Los Angeles County,CA,78.71148459383754
90640,Los Angeles County,CA,58.543417366946784
90808,Los Angeles County,CA,11.204481792717088
91101,Los Angeles County,CA,88.23529411764706
91107,Los Angeles County,CA,63.305322128851536
91202,Los Angeles County,CA,94.9579831932773
91381,Los Angeles County,CA,87.6750700280112
91387,Los Angeles County,CA,74.2296918767507
91776,Los Angeles County,CA,75.63025210084034
91911,San Diego County,CA,86.5546218487395
91913,San Diego County,CA,66.94677871148458
91942,San Diego County,CA,52.94117647058824
92009,San Diego County,CA,39.77591036414566
92020,San Diego County,CA,30.81232492997199
92026,San Diego County,CA,26.610644257703083
92064,San Diego County,CA,84.593837535014
92109,San Diego County,CA,93.8375350140056
92114,San Diego County,CA,35.294117647058826
92307,San Bernardino County,CA,23.52941176470588
92399,San Bernardino County,CA,76.75070028011206
92557,Riverside County,CA,71.70868347338936
92602,Orange County,CA,84.87394957983193
92606,Orange County,CA,91.59663865546219
92620,Orange County,CA,65.54621848739495
92780,Orange County,CA,62.745098039215684
92805,Orange County,CA,16.5266106442577
93101,Santa Barbara County,CA,69.74789915966386
93109,Santa Barbara County,CA,98.59943977591037
93277,Tulare County,CA,73.38935574229691
93306,Kern County,CA,52.66106442577031
93635,Merced County,CA,61.904761904761905
94010,San Mateo County,CA,51.540616246498594
94014,San Mateo County,CA,70.02801120448179
94015,San Mateo County,CA,50.42016806722689
94112,San Francisco County,CA,51.26050420168067
94553,Contra Costa County,CA,63.02521008403361
94555,Alameda County,CA,79.83193277310924
94587,Alameda County,CA,58.82352941176471
95121,Santa Clara County,CA,62.46498599439776
95328,Stanislaus County,CA,98.0392156862745
95350,Stanislaus County,CA,15.686274509803921
95361,Stanislaus County,CA,28.011204481792717
95519,Humboldt County,CA,49.57983193277311
95624,Sacramento County,CA,71.98879551820728
95695,Yolo County,CA,92.43697478991596
95757,Sacramento County,CA,56.022408963585434
95762,El Dorado County,CA,39.21568627450981
95835,Sacramento County,CA,82.91316526610645
95991,Sutter County,CA,54.90196078431373
80015,Arapahoe County,CO,5.042016806722689
80018,Arapahoe County,CO,91.03641456582633
80104,Douglas County,CO,22.128851540616246
80218,Denver County,CO,87.39495798319328
80516,Weld County,CO,33.0532212885154
80538,Larimer County,CO,64.70588235294117
80915,El Paso County,CO,81.5126050420168
81230,Gunnison County,CO,74.78991596638656
06082,Hartford County,CT,16.246498599439775
06422,Middlesex County,CT,72.26890756302521
06489,Hartford County,CT,49.57983193277311
06492,New Haven County,CT,66.66666666666666
06790,Litchfield County,CT,40.056022408963585
06801,Fairfield County,CT,57.14285714285714
06831,Fairfield County,CT,70.58823529411765
19973,Sussex County,DE,26.330532212885156
32024,Columbia County,FL,80.3921568627451
32210,Duval County,FL,1.1204481792717087
32605,Alachua County,FL,24.92997198879552
32738,Volusia County,FL,25.770308123249297
32839,Orange County,FL,10.364145658263306
32967,Indian River County,FL,21.288515406162464
33032,Miami-Dade County,FL,36.97478991596639
33157,Miami-Dade County,FL,51.820728291316534
