ZipCode,county,state,Youth,Pediatric,Adult
35160,Talladega County,AL,50.88967971530249,NA,NA
35173,Jefferson County,AL,NA,NA,40.36363636363636
35209,Jefferson County,AL,49.46619217081851,NA,NA
35226,Jefferson County,AL,69.3950177935943,NA,NA
36277,Calhoun County,AL,NA,73.93939393939394,NA
36401,Conecuh County,AL,77.93594306049823,NA,NA
36549,Baldwin County,AL,95.37366548042705,NA,NA
99654,Matanuska-Susitna Borough,AK,25.97864768683274,NA,NA
99669,Kenai Peninsula Borough,AK,57.29537366548043,NA,NA
99801,Juneau City and Borough,AK,NA,36.36363636363637,NA
85008,Maricopa County,AZ,NA,NA,11.272727272727273
85016,Maricopa County,AZ,NA,7.878787878787878,NA
85022,Maricopa County,AZ,NA,32.121212121212125,NA
85029,Maricopa County,AZ,NA,74.54545454545455,18.545454545454547
85031,Maricopa County,AZ,NA,32.72727272727273,NA
85035,Maricopa County,AZ,NA,3.6363636363636362,NA
85042,Maricopa County,AZ,20.640569395017792,NA,NA
85051,Maricopa County,AZ,NA,19.393939393939394,NA
85053,Maricopa County,AZ,NA,63.030303030303024,NA
85139,Pinal County,AZ,NA,26.666666666666668,NA
85142,Maricopa County,AZ,NA,53.333333333333336,NA
85281,Maricopa County,AZ,NA,40,NA
85355,Maricopa County,AZ,97.50889679715303,NA,NA
85706,Pima County,AZ,NA,5.454545454545454,NA
85718,Pima County,AZ,NA,NA,75.27272727272727
85756,Pima County,AZ,NA,8.484848484848486,NA
72120,Pulaski County,AR,NA,NA,33.81818181818182
72761,Benton County,AR,NA,NA,66.18181818181819
90012,Los Angeles County,CA,NA,NA,89.45454545454545
90025,Los Angeles County,CA,69.7508896797153,NA,NA
90247,Los Angeles County,CA,NA,NA,84
90280,Los Angeles County,CA,68.68327402135232,NA,NA
90631,Orange County,CA,NA,NA,58.909090909090914
90650,Los Angeles County,CA,65.83629893238434,NA,NA
90731,Los Angeles County,CA,NA,52.72727272727272,NA
90813,Los Angeles County,CA,82.56227758007117,NA,NA
91711,Los Angeles County,CA,NA,NA,74.90909090909092
91724,Los Angeles County,CA,79.7153024911032,NA,NA
91730,San Bernardino County,CA,NA,67.27272727272727,NA
91744,Los Angeles County,CA,NA,NA,70.9090909090909
91790,Los Angeles County,CA,NA,75.15151515151514,NA
91977,San Diego County,CA,NA,NA,26.545454545454543
92011,San Diego County,CA,NA,94.54545454545455,NA
92021,San Diego County,CA,NA,45.45454545454545,NA
92037,San Diego County,CA,NA,NA,73.81818181818181
92058,San Diego County,CA,NA,72.12121212121212,NA
92064,San Diego County,CA,32.028469750889684,NA,NA
92084,San Diego County,CA,80.42704626334519,NA,NA
92102,San Diego County,CA,NA,NA,89.0909090909091
92118,San Diego County,CA,NA,NA,97.81818181818181
92211,Riverside County,CA,70.46263345195729,NA,NA
92324,San Bernardino County,CA,NA,22.424242424242426,NA
92392,San Bernardino County,CA,NA,12.727272727272727,NA
92555,Riverside County,CA,NA,60.60606060606061,NA
92557,Riverside County,CA,NA,NA,28.72727272727273
92583,Riverside County,CA,NA,NA,77.81818181818181
92610,Orange County,CA,NA,NA,99.63636363636364
92648,Orange County,CA,57.29537366548043,NA,NA
92673,Orange County,CA,NA,NA,81.45454545454545
92703,Orange County,CA,37.72241992882562,NA,NA
92708,Orange County,CA,NA,64.24242424242425,NA
92806,Orange County,CA,46.619217081850536,NA,NA
92833,Orange County,CA,77.58007117437722,NA,NA
92835,Orange County,CA,86.12099644128114,NA,NA
92840,Orange County,CA,31.316725978647685,NA,NA
92867,Orange County,CA,NA,NA,50.18181818181818
92881,Riverside County,CA,NA,NA,87.27272727272727
93030,Ventura County,CA,NA,3.0303030303030303,NA
93291,Tulare County,CA,7.11743772241993,26.060606060606062,NA
93304,Kern County,CA,NA,NA,19.272727272727273
93311,Kern County,CA,96.44128113879003,NA,NA
93454,Santa Barbara County,CA,NA,38.18181818181819,NA
93611,Fresno County,CA,NA,NA,30.909090909090907
93612,Fresno County,CA,33.45195729537366,NA,NA
93702,Fresno County,CA,NA,2.4242424242424243,NA
93705,Fresno County,CA,NA,NA,24.727272727272727
93706,Fresno County,CA,NA,NA,78.9090909090909
93710,Fresno County,CA,NA,40.60606060606061,NA
93722,Fresno County,CA,NA,NA,6.181818181818182
93905,Monterey County,CA,NA,NA,59.63636363636363
93906,Monterey County,CA,38.43416370106761,NA,NA
94002,San Mateo County,CA,92.52669039145907,NA,NA
