ZipCode,county,state,Adult,Geriatric
35007,Shelby County,AL,40.487804878048784,NA
35023,Jefferson County,AL,NA,17.59259259259259
35646,Colbert County,AL,NA,94.44444444444444
35670,Morgan County,AL,91.70731707317074,NA
35901,Etowah County,AL,NA,56.94444444444444
36201,Calhoun County,AL,NA,55.092592592592595
36303,Houston County,AL,NA,46.2962962962963
36467,Covington County,AL,59.02439024390244,NA
36619,Mobile County,AL,NA,70.37037037037037
99508,Anchorage Municipality,AK,16.585365853658537,NA
85009,Maricopa County,AZ,11.707317073170733,NA
85021,Maricopa County,AZ,9.75609756097561,NA
85032,Maricopa County,AZ,61.951219512195124,NA
85119,Pinal County,AZ,NA,91.20370370370371
85615,Cochise County,AZ,81.46341463414633,NA
86413,Mohave County,AZ,43.90243902439025,NA
71730,Union County,AR,89.26829268292683,NA
72560,Stone County,AR,NA,74.07407407407408
90036,Los Angeles County,CA,NA,27.314814814814813
90220,Los Angeles County,CA,94.6341463414634,NA
91402,Los Angeles County,CA,NA,58.333333333333336
91406,Los Angeles County,CA,NA,71.75925925925925
91606,Los Angeles County,CA,NA,37.03703703703704
92056,San Diego County,CA,94.14634146341463,NA
92064,San Diego County,CA,NA,26.851851851851855
92120,San Diego County,CA,NA,43.98148148148148
92394,San Bernardino County,CA,38.53658536585366,NA
92505,Riverside County,CA,35.609756097560975,NA
92596,Riverside County,CA,NA,78.24074074074075
92612,Orange County,CA,NA,68.98148148148148
92647,Orange County,CA,NA,62.03703703703704
93023,Ventura County,CA,NA,50
93063,Ventura County,CA,31.21951219512195,NA
93705,Fresno County,CA,NA,89.81481481481481
94019,San Mateo County,CA,68.78048780487805,NA
94062,San Mateo County,CA,NA,41.2037037037037
94080,San Mateo County,CA,28.780487804878046,NA
94546,Alameda County,CA,NA,18.51851851851852
94806,Contra Costa County,CA,NA,50.46296296296296
95051,Santa Clara County,CA,99.02439024390245,NA
95054,Santa Clara County,CA,NA,72.68518518518519
95128,Santa Clara County,CA,53.65853658536586,NA
95206,San Joaquin County,CA,NA,46.75925925925926
95207,San Joaquin County,CA,19.024390243902438,NA
95247,Calaveras County,CA,NA,99.07407407407408
95351,Stanislaus County,CA,58.048780487804876,NA
95356,Stanislaus County,CA,71.70731707317073,NA
95838,Sacramento County,CA,69.7560975609756,NA
96022,Tehama County,CA,NA,90.74074074074075
80113,Arapahoe County,CO,44.390243902439025,NA
80226,Jefferson County,CO,38.048780487804876,NA
81401,Montrose County,CO,37.073170731707314,NA
06516,New Haven County,CT,NA,7.87037037037037
19720,New Castle County,DE,15.609756097560975,NA
19958,Sussex County,DE,50.24390243902439,NA
