ZipCode,county,state,Youth,Adult,Retirement
35045,Chilton County,AL,NA,48.480000000000004,NA
35064,Jefferson County,AL,NA,79.84,NA
35611,Limestone County,AL,NA,44.96,NA
35670,Morgan County,AL,NA,65.75999999999999,NA
35750,Madison County,AL,NA,45.92,NA
35763,Madison County,AL,87.70491803278688,NA,NA
35773,Madison County,AL,NA,52.16,NA
35810,Madison County,AL,34.83606557377049,NA,40.370370370370374
36268,Talladega County,AL,91.39344262295081,NA,NA
36274,Randolph County,AL,NA,95.84,NA
36305,Houston County,AL,60.245901639344254,NA,NA
36507,Baldwin County,AL,NA,68.8,NA
36530,Baldwin County,AL,NA,70.08,NA
36535,Baldwin County,AL,NA,32.96,11.851851851851853
36549,Baldwin County,AL,NA,NA,78.14814814814814
36610,Mobile County,AL,NA,88.16000000000001,NA
36832,Lee County,AL,96.72131147540983,NA,NA
99508,Anchorage Municipality,AK,65.1639344262295,NA,NA
99645,Matanuska-Susitna Borough,AK,NA,41.44,NA
85009,Maricopa County,AZ,NA,9.6,NA
85202,Maricopa County,AZ,68.44262295081968,NA,NA
85206,Maricopa County,AZ,NA,79.36,NA
85304,Maricopa County,AZ,NA,39.519999999999996,NA
85345,Maricopa County,AZ,18.0327868852459,NA,NA
85622,Pima County,AZ,NA,NA,83.33333333333334
85629,Pima County,AZ,NA,NA,44.44444444444444
85635,Cochise County,AZ,NA,17.44,NA
85719,Pima County,AZ,NA,24,NA
85736,Pima County,AZ,NA,89.28,NA
86025,Navajo County,AZ,NA,78.4,NA
86047,Navajo County,AZ,NA,NA,21.48148148148148
86510,Navajo County,AZ,NA,44.48,NA
71635,Ashley County,AR,NA,66.56,NA
71701,Ouachita County,AR,92.62295081967213,NA,NA
72032,Faulkner County,AR,NA,29.92,NA
72116,Pulaski County,AR,NA,76.96,NA
72150,Grant County,AR,NA,66.4,NA
72205,Pulaski County,AR,NA,65.12,NA
72364,Crittenden County,AR,NA,73.76,NA
72712,Benton County,AR,NA,36,NA
72908,Sebastian County,AR,95.90163934426229,NA,NA
90011,Los Angeles County,CA,NA,NA,32.592592592592595
90016,Los Angeles County,CA,NA,NA,42.592592592592595
90022,Los Angeles County,CA,27.459016393442624,NA,NA
90023,Los Angeles County,CA,NA,28.16,40.74074074074074
90042,Los Angeles County,CA,55.32786885245902,NA,34.81481481481482
90044,Los Angeles County,CA,NA,NA,9.25925925925926
90047,Los Angeles County,CA,NA,11.68,NA
90063,Los Angeles County,CA,NA,NA,31.11111111111111
90222,Los Angeles County,CA,NA,NA,48.888888888888886
90240,Los Angeles County,CA,NA,66.24,NA
90250,Los Angeles County,CA,NA,NA,62.59259259259259
90262,Los Angeles County,CA,18.442622950819672,NA,NA
90277,Los Angeles County,CA,NA,NA,75.92592592592592
90301,Los Angeles County,CA,NA,74.56,NA
90723,Los Angeles County,CA,NA,39.2,NA
90746,Los Angeles County,CA,NA,95.36,NA
90802,Los Angeles County,CA,NA,38.080000000000005,NA
90810,Los Angeles County,CA,51.63934426229508,NA,NA
91201,Los Angeles County,CA,NA,NA,54.074074074074076
91342,Los Angeles County,CA,NA,15.040000000000001,NA
91343,Los Angeles County,CA,NA,NA,33.7037037037037
91344,Los Angeles County,CA,NA,NA,15.185185185185185
91352,Los Angeles County,CA,NA,18.4,NA
91355,Los Angeles County,CA,NA,56.64,NA
91362,Ventura County,CA,44.67213114754098,NA,NA
91367,Los Angeles County,CA,NA,42.72,NA
91724,Los Angeles County,CA,50.409836065573764,NA,NA
91741,Los Angeles County,CA,NA,82.72,NA
91745,Los Angeles County,CA,79.09836065573771,NA,NA
91761,San Bernardino County,CA,NA,85.92,NA
91763,San Bernardino County,CA,NA,82.24000000000001,NA
91786,San Bernardino County,CA,NA,49.919999999999995,NA
91915,San Diego County,CA,NA,72.48,NA
91950,San Diego County,CA,NA,67.04,55.925925925925924
92120,San Diego County,CA,NA,NA,57.407407407407405
92154,San Diego County,CA,NA,NA,40
92173,San Diego County,CA,54.09836065573771,NA,NA
92251,Imperial County,CA,NA,57.120000000000005,NA
92301,San Bernardino County,CA,NA,23.84,NA
92308,San Bernardino County,CA,NA,NA,47.40740740740741
92335,San Bernardino County,CA,NA,25.759999999999998,NA
92336,San Bernardino County,CA,NA,43.04,NA
