ZipCode,county,state,Youth,Pediatric,Adult,Retirement
35005,Jefferson County,AL,NA,74.21052631578947,NA,NA
35020,Jefferson County,AL,10.300925925925926,NA,NA,NA
35023,Jefferson County,AL,74.18981481481481,NA,NA,NA
35040,Shelby County,AL,70.13888888888889,NA,NA,NA
35043,Shelby County,AL,76.1574074074074,NA,NA,NA
35045,Chilton County,AL,53.47222222222222,NA,NA,NA
35071,Jefferson County,AL,74.53703703703704,NA,NA,NA
35080,Shelby County,AL,NA,NA,64.45993031358886,NA
35085,Chilton County,AL,NA,83.15789473684211,NA,NA
35091,Jefferson County,AL,99.65277777777779,NA,NA,NA
35151,Talladega County,AL,89.4675925925926,NA,NA,NA
35210,Jefferson County,AL,81.25,NA,NA,NA
35212,Jefferson County,AL,48.032407407407405,NA,NA,NA
35213,Jefferson County,AL,75.11574074074075,NA,NA,NA
35216,Jefferson County,AL,31.944444444444443,NA,NA,NA
35226,Jefferson County,AL,53.47222222222222,NA,NA,NA
35242,Shelby County,AL,65.625,NA,NA,NA
35601,Morgan County,AL,NA,21.578947368421055,NA,NA
35620,Limestone County,AL,NA,NA,NA,86.74033149171271
35802,Madison County,AL,69.67592592592592,NA,NA,NA
35811,Madison County,AL,39.004629629629626,NA,NA,NA
36067,Autauga County,AL,NA,32.10526315789474,NA,NA
36078,Elmore County,AL,81.01851851851852,NA,NA,NA
36201,Calhoun County,AL,46.99074074074074,NA,NA,NA
36250,Calhoun County,AL,78.35648148148148,NA,NA,NA
36268,Talladega County,AL,80.43981481481481,NA,NA,NA
36330,Coffee County,AL,41.2037037037037,NA,NA,NA
36532,Baldwin County,AL,30.555555555555557,NA,NA,NA
36541,Mobile County,AL,NA,94.73684210526315,NA,NA
36693,Mobile County,AL,76.85185185185185,NA,NA,NA
99502,Anchorage Municipality,AK,NA,NA,57.14285714285714,NA
99503,Anchorage Municipality,AK,NA,NA,NA,79.00552486187846
99504,Anchorage Municipality,AK,38.773148148148145,NA,NA,NA
99604,Wade Hampton Census Area,AK,97.68518518518519,NA,NA,NA
99669,Kenai Peninsula Borough,AK,68.51851851851852,NA,NA,NA
99701,Fairbanks North Star Borough,AK,NA,57.36842105263158,NA,NA
99835,Sitka City and Borough,AK,25.694444444444443,NA,NA,NA
85016,Maricopa County,AZ,6.25,NA,NA,NA
85018,Maricopa County,AZ,NA,NA,37.282229965156795,NA
85020,Maricopa County,AZ,NA,NA,NA,43.0939226519337
85119,Pinal County,AZ,85.41666666666666,NA,NA,NA
85202,Maricopa County,AZ,59.143518518518526,NA,19.16376306620209,NA
85203,Maricopa County,AZ,19.09722222222222,NA,NA,NA
85204,Maricopa County,AZ,NA,NA,NA,71.27071823204419
85205,Maricopa County,AZ,NA,NA,NA,34.25414364640884
85212,Maricopa County,AZ,47.4537037037037,NA,NA,NA
85255,Maricopa County,AZ,42.824074074074076,NA,NA,NA
85345,Maricopa County,AZ,17.824074074074073,NA,NA,NA
85541,Gila County,AZ,NA,NA,54.00696864111498,NA
85607,Cochise County,AZ,19.328703703703702,NA,NA,NA
85614,Pima County,AZ,NA,NA,NA,60.22099447513812
85704,Pima County,AZ,NA,NA,51.21951219512195,NA
85712,Pima County,AZ,39.004629629629626,NA,NA,NA
85713,Pima County,AZ,NA,NA,NA,13.259668508287293
85746,Pima County,AZ,NA,NA,43.90243902439025,NA
85756,Pima County,AZ,NA,NA,38.32752613240418,NA
86004,Coconino County,AZ,14.930555555555555,NA,NA,21.54696132596685
86322,Yavapai County,AZ,NA,NA,55.749128919860624,NA
86401,Mohave County,AZ,16.203703703703702,NA,NA,NA
86510,Navajo County,AZ,NA,NA,85.01742160278745,NA
71753,Columbia County,AR,92.47685185185185,NA,NA,NA
72015,Saline County,AR,19.675925925925927,NA,NA,NA
72019,Saline County,AR,68.51851851851852,NA,NA,NA
72113,Pulaski County,AR,43.86574074074074,NA,NA,NA
72150,Grant County,AR,87.38425925925925,NA,NA,NA
72173,Faulkner County,AR,79.2824074074074,NA,NA,NA
72450,Greene County,AR,19.328703703703702,NA,NA,NA
72761,Benton County,AR,50.34722222222222,NA,NA,NA
72762,Washington County,AR,45.83333333333333,NA,NA,NA
90003,Los Angeles County,CA,NA,13.157894736842104,NA,NA
90064,Los Angeles County,CA,62.61574074074075,NA,NA,NA
90275,Los Angeles County,CA,65.27777777777779,NA,NA,NA
90604,Los Angeles County,CA,NA,NA,62.7177700348432,NA
90706,Los Angeles County,CA,NA,NA,26.132404181184672,NA
90713,Los Angeles County,CA,NA,95.78947368421052,NA,NA
90740,Orange County,CA,83.44907407407408,NA,NA,NA
90815,Los Angeles County,CA,NA,92.10526315789474,NA,NA
91205,Los Angeles County,CA,NA,53.68421052631579,NA,NA
91325,Los Angeles County,CA,NA,61.05263157894737,NA,NA
91364,Los Angeles County,CA,NA,NA,84.66898954703834,NA
91764,San Bernardino County,CA,NA,NA,39.02439024390244,NA
91792,Los Angeles County,CA,95.25462962962963,NA,NA,NA
92040,San Diego County,CA,42.824074074074076,NA,NA,NA
92054,San Diego County,CA,43.98148148148148,NA,NA,NA
92065,San Diego County,CA,NA,NA,53.65853658536586,72.92817679558011
92084,San Diego County,CA,NA,32.631578947368425,NA,NA
92117,San Diego County,CA,42.592592592592595,NA,NA,NA
92127,San Diego County,CA,37.73148148148148,NA,NA,NA
92201,Riverside County,CA,NA,30,NA,NA
92223,Riverside County,CA,37.38425925925926,NA,67.24738675958189,NA
92240,Riverside County,CA,NA,NA,21.254355400696863,NA
92243,Imperial County,CA,NA,NA,26.480836236933797,NA
92270,Riverside County,CA,NA,NA,NA,12.154696132596685
92311,San Bernardino County,CA,NA,NA,NA,86.1878453038674
92316,San Bernardino County,CA,NA,NA,56.79442508710801,NA
92392,San Bernardino County,CA,NA,43.15789473684211,NA,NA
92504,Riverside County,CA,NA,NA,NA,58.5635359116022
92509,Riverside County,CA,11.689814814814815,NA,NA,NA
92544,Riverside County,CA,35.532407407407405,NA,NA,NA
92612,Orange County,CA,NA,NA,75.9581881533101,NA
92614,Orange County,CA,NA,NA,NA,70.1657458563536
92618,Orange County,CA,NA,NA,67.94425087108013,NA
92627,Orange County,CA,39.23611111111111,NA,NA,NA
92637,Orange County,CA,NA,NA,NA,39.226519337016576
92804,Orange County,CA,11.458333333333332,15.789473684210526,NA,NA
93012,Ventura County,CA,62.84722222222222,NA,NA,NA
93444,San Luis Obispo County,CA,72.45370370370371,NA,NA,NA
93702,Fresno County,CA,NA,NA,31.70731707317073,NA
93703,Fresno County,CA,NA,NA,NA,65.74585635359117
93727,Fresno County,CA,NA,27.89473684210526,NA,NA
93901,Monterey County,CA,68.05555555555556,NA,NA,NA
93905,Monterey County,CA,52.19907407407407,NA,NA,NA
93906,Monterey County,CA,43.40277777777778,NA,NA,NA
94002,San Mateo County,CA,91.08796296296296,NA,NA,NA
94019,San Mateo County,CA,NA,NA,NA,67.95580110497238
94024,Santa Clara County,CA,82.87037037037037,NA,NA,NA
94066,San Mateo County,CA,NA,55.78947368421052,NA,NA
94102,San Francisco County,CA,NA,52.63157894736842,NA,NA
94110,San Francisco County,CA,NA,NA,44.599303135888505,NA
94112,San Francisco County,CA,25.23148148148148,NA,NA,NA
94518,Contra Costa County,CA,NA,85.78947368421052,NA,NA
94521,Contra Costa County,CA,34.72222222222222,NA,NA,NA
94526,Contra Costa County,CA,NA,NA,71.77700348432056,NA
94536,Alameda County,CA,NA,NA,35.54006968641115,NA
94550,Alameda County,CA,31.59722222222222,NA,NA,NA
94553,Contra Costa County,CA,24.189814814814813,NA,NA,NA
94563,Contra Costa County,CA,NA,NA,NA,84.5303867403315
94801,Contra Costa County,CA,NA,58.94736842105262,NA,NA
94903,Marin County,CA,57.06018518518518,NA,NA,NA
94941,Marin County,CA,NA,NA,77.00348432055749,NA
95023,San Benito County,CA,29.51388888888889,NA,NA,NA
95037,Santa Clara County,CA,58.333333333333336,NA,NA,NA
95123,Santa Clara County,CA,60.64814814814815,NA,NA,NA
95203,San Joaquin County,CA,94.79166666666666,NA,NA,NA
95301,Merced County,CA,35.18518518518518,NA,NA,NA
95380,Stanislaus County,CA,26.504629629629626,NA,NA,NA
95407,Sonoma County,CA,32.29166666666667,NA,NA,NA
95482,Mendocino County,CA,NA,NA,39.37282229965157,NA
95660,Sacramento County,CA,NA,71.57894736842105,NA,NA
95667,El Dorado County,CA,43.05555555555556,NA,NA,NA
95815,Sacramento County,CA,NA,83.15789473684211,NA,NA
95961,Yuba County,CA,NA,49.473684210526315,NA,NA
95973,Butte County,CA,NA,NA,21.951219512195124,32.59668508287293
80007,Jefferson County,CO,88.77314814814815,NA,NA,NA
80016,Arapahoe County,CO,2.662037037037037,NA,NA,NA
80021,Jefferson County,CO,NA,NA,65.85365853658537,NA
80022,Adams County,CO,7.523148148148148,NA,NA,NA
80110,Arapahoe County,CO,63.19444444444444,NA,NA,NA
80134,Douglas County,CO,26.38888888888889,NA,NA,NA
80209,Denver County,CO,91.31944444444444,NA,NA,NA
80220,Denver County,CO,33.7962962962963,NA,NA,NA
80228,Jefferson County,CO,46.41203703703704,NA,NA,NA
80235,Jefferson County,CO,NA,88.94736842105263,NA,NA
80401,Jefferson County,CO,NA,72.10526315789474,NA,NA
80504,Boulder County,CO,7.291666666666667,NA,NA,NA
80550,Weld County,CO,NA,NA,32.752613240418114,NA
80642,Weld County,CO,98.37962962962963,NA,NA,NA
81647,Garfield County,CO,NA,NA,97.90940766550523,NA
