ZipCode,county,state,Retirement
35466,Pickens County,AL,85.64102564102564
35640,Morgan County,AL,38.97435897435898
36526,Baldwin County,AL,42.56410256410256
99615,Kodiak Island Borough,AK,86.15384615384616
72116,Pulaski County,AR,45.12820512820513
90638,Los Angeles County,CA,40.51282051282051
90731,Los Angeles County,CA,27.692307692307693
91016,Los Angeles County,CA,60
92024,San Diego County,CA,46.666666666666664
92056,San Diego County,CA,35.38461538461539
92376,San Bernardino County,CA,54.871794871794876
92655,Orange County,CA,79.48717948717949
92688,Orange County,CA,73.84615384615385
92707,Orange County,CA,55.38461538461539
92832,Orange County,CA,88.71794871794872
92879,Riverside County,CA,60.51282051282051
94611,Alameda County,CA,23.076923076923077
95050,Santa Clara County,CA,63.589743589743584
95076,Santa Cruz County,CA,17.435897435897434
95123,Santa Clara County,CA,29.230769230769234
95678,Placer County,CA,35.8974358974359
80013,Arapahoe County,CO,22.564102564102566
80023,Broomfield County,CO,78.46153846153847
80205,Denver County,CO,37.94871794871795
80227,Jefferson County,CO,71.28205128205128
06067,Hartford County,CT,87.17948717948718
06095,Hartford County,CT,31.794871794871792
19711,New Castle County,DE,44.61538461538462
19804,New Castle County,DE,47.69230769230769
32080,St. Johns County,FL,24.615384615384617
32539,Okaloosa County,FL,67.17948717948717
32835,Orange County,FL,56.41025641025641
33183,Miami-Dade County,FL,75.38461538461539
33573,Hillsborough County,FL,61.02564102564103
33880,Polk County,FL,48.717948717948715
34108,Collier County,FL,83.58974358974359
34613,Hernando County,FL,36.41025641025641
30014,Newton County,GA,32.30769230769231
30161,Floyd County,GA,21.53846153846154
30314,Fulton County,GA,50.256410256410255
31027,Laurens County,GA,95.8974358974359
83686,Canyon County,ID,4.615384615384616
83713,Ada County,ID,16.41025641025641
83714,Ada County,ID,15.384615384615385
60402,Cook County,IL,10.256410256410255
60423,Will County,IL,63.07692307692307
60503,Will County,IL,98.97435897435898
60616,Cook County,IL,10.76923076923077
60620,Cook County,IL,4.102564102564102
60625,Cook County,IL,14.358974358974358
60655,Cook County,IL,32.82051282051282
62812,Franklin County,IL,61.53846153846154
46410,Lake County,IN,74.87179487179488
52404,Linn County,IA,17.94871794871795
41129,Boyd County,KY,59.48717948717949
70118,Orleans Parish,LA,20
71006,Bossier Parish,LA,73.33333333333333
71263,West Carroll Parish,LA,90.25641025641026
04730,Aroostook County,ME,52.820512820512825
20866,Montgomery County,MD,91.28205128205128
21044,Howard County,MD,68.2051282051282
21222,Baltimore County,MD,18.461538461538463
21231,Baltimore city,MD,71.7948717948718
21502,Allegany County,MD,81.53846153846153
01104,Hampden County,MA,11.794871794871794
01230,Berkshire County,MA,53.84615384615385
