ZipCode,county,state,Youth,Retirement,Geriatric
35007,Shelby County,AL,32.62411347517731,NA,NA
35023,Jefferson County,AL,86.17021276595744,NA,NA
35124,Shelby County,AL,NA,NA,66.99346405228758
35173,Jefferson County,AL,95.74468085106383,NA,NA
35210,Jefferson County,AL,93.97163120567376,NA,NA
35211,Jefferson County,AL,31.914893617021278,NA,NA
35215,Jefferson County,AL,4.964539007092199,NA,NA
35243,Jefferson County,AL,96.45390070921985,51.48936170212765,NA
35406,Tuscaloosa County,AL,NA,NA,42.48366013071895
35601,Morgan County,AL,NA,NA,32.35294117647059
35674,Colbert County,AL,NA,NA,66.33986928104575
35961,DeKalb County,AL,84.75177304964538,NA,NA
35967,DeKalb County,AL,NA,62.12765957446808,NA
36109,Montgomery County,AL,NA,78.29787234042553,NA
36251,Clay County,AL,NA,99.57446808510639,NA
36303,Houston County,AL,NA,35.74468085106383,NA
36526,Baldwin County,AL,NA,NA,30.392156862745097
36830,Lee County,AL,NA,53.191489361702125,NA
99517,Anchorage Municipality,AK,NA,NA,80.3921568627451
85006,Maricopa County,AZ,NA,38.72340425531915,NA
85251,Maricopa County,AZ,45.39007092198582,NA,NA
85254,Maricopa County,AZ,18.79432624113475,NA,NA
85268,Maricopa County,AZ,NA,NA,67.64705882352942
85286,Maricopa County,AZ,NA,NA,90.52287581699346
85367,Yuma County,AZ,NA,NA,12.418300653594772
85375,Maricopa County,AZ,NA,NA,1.6339869281045754
85635,Cochise County,AZ,NA,NA,35.947712418300654
85641,Pima County,AZ,NA,NA,89.54248366013073
85719,Pima County,AZ,NA,NA,64.37908496732027
85745,Pima County,AZ,NA,14.468085106382977,NA
85748,Pima County,AZ,NA,NA,59.80392156862745
72116,Pulaski County,AR,NA,37.87234042553192,NA
72118,Pulaski County,AR,NA,NA,45.42483660130719
72205,Pulaski County,AR,NA,NA,19.934640522875817
72211,Pulaski County,AR,97.16312056737588,NA,NA
72212,Pulaski County,AR,100,NA,NA
72601,Boone County,AR,47.87234042553192,NA,NA
72616,Carroll County,AR,NA,70.63829787234043,NA
72774,Washington County,AR,NA,NA,98.0392156862745
72949,Franklin County,AR,NA,NA,72.87581699346404
90025,Los Angeles County,CA,NA,91.91489361702128,NA
90027,Los Angeles County,CA,36.52482269503546,NA,NA
90035,Los Angeles County,CA,NA,NA,26.47058823529412
90064,Los Angeles County,CA,NA,NA,25.163398692810457
90077,Los Angeles County,CA,NA,NA,74.18300653594771
90230,Los Angeles County,CA,NA,NA,77.12418300653596
90278,Los Angeles County,CA,NA,NA,63.0718954248366
90292,Los Angeles County,CA,NA,NA,74.50980392156863
90403,Los Angeles County,CA,NA,NA,61.76470588235294
90405,Los Angeles County,CA,NA,48.93617021276596,86.60130718954248
90631,Orange County,CA,31.20567375886525,NA,NA
91405,Los Angeles County,CA,NA,NA,48.03921568627451
91790,Los Angeles County,CA,NA,NA,40.19607843137255
91902,San Diego County,CA,NA,NA,65.0326797385621
92103,San Diego County,CA,NA,43.40425531914894,NA
92106,San Diego County,CA,NA,93.61702127659575,NA
92109,San Diego County,CA,79.7872340425532,NA,NA
92210,Riverside County,CA,NA,NA,91.17647058823529
92240,Riverside County,CA,NA,NA,82.6797385620915
92626,Orange County,CA,NA,NA,33.66013071895425
92843,Orange County,CA,NA,NA,63.725490196078425
93010,Ventura County,CA,NA,NA,12.091503267973856
93063,Ventura County,CA,NA,19.574468085106382,NA
93221,Tulare County,CA,39.361702127659576,NA,NA
93561,Kern County,CA,NA,47.65957446808511,NA
94015,San Mateo County,CA,NA,6.808510638297872,NA
94030,San Mateo County,CA,NA,NA,23.52941176470588
94102,San Francisco County,CA,NA,NA,23.856209150326798
94134,San Francisco County,CA,28.368794326241137,NA,NA
94301,Santa Clara County,CA,NA,NA,100
94403,San Mateo County,CA,NA,71.06382978723404,NA
94513,Contra Costa County,CA,NA,NA,62.41830065359477
94519,Contra Costa County,CA,NA,NA,86.27450980392157
94539,Alameda County,CA,NA,NA,71.56862745098039
94559,Napa County,CA,NA,NA,49.01960784313725
94583,Contra Costa County,CA,38.652482269503544,NA,NA
95037,Santa Clara County,CA,NA,NA,33.006535947712415
95060,Santa Cruz County,CA,NA,NA,95.09803921568627
95205,San Joaquin County,CA,NA,47.23404255319149,NA
95212,San Joaquin County,CA,NA,NA,77.45098039215686
95240,San Joaquin County,CA,NA,NA,79.08496732026144
95242,San Joaquin County,CA,NA,NA,87.90849673202614
95301,Merced County,CA,NA,93.19148936170212,NA
95608,Sacramento County,CA,53.191489361702125,NA,NA
95642,Amador County,CA,92.19858156028369,NA,NA
95648,Placer County,CA,41.13475177304964,NA,NA
95670,Sacramento County,CA,52.12765957446809,NA,NA
95825,Sacramento County,CA,NA,NA,41.50326797385621
