ZipCode,county,state,Adult,Geriatric
35057,Cullman County,AL,NA,91.44385026737967
35160,Talladega County,AL,18.95910780669145,NA
35217,Jefferson County,AL,50.18587360594795,NA
35504,Walker County,AL,68.40148698884758,NA
36251,Clay County,AL,NA,94.11764705882352
85015,Maricopa County,AZ,NA,62.56684491978609
85021,Maricopa County,AZ,NA,45.98930481283423
85027,Maricopa County,AZ,43.866171003717476,NA
85035,Maricopa County,AZ,76.95167286245353,NA
85040,Maricopa County,AZ,22.304832713754646,NA
85281,Maricopa County,AZ,NA,88.23529411764706
85284,Maricopa County,AZ,NA,94.6524064171123
85331,Maricopa County,AZ,80.66914498141264,NA
85374,Maricopa County,AZ,49.07063197026022,NA
85375,Maricopa County,AZ,NA,0.53475935828877
85387,Maricopa County,AZ,NA,82.35294117647058
85395,Maricopa County,AZ,72.4907063197026,NA
85607,Cochise County,AZ,30.111524163568777,NA
86040,Coconino County,AZ,85.13011152416357,NA
86503,Apache County,AZ,36.43122676579926,NA
86510,Navajo County,AZ,56.877323420074354,NA
72058,Faulkner County,AR,NA,88.77005347593582
72401,Craighead County,AR,16.356877323420075,NA
72908,Sebastian County,AR,82.5278810408922,NA
72947,Crawford County,AR,96.6542750929368,NA
72949,Franklin County,AR,NA,75.93582887700535
90003,Los Angeles County,CA,36.80297397769517,NA
90041,Los Angeles County,CA,NA,64.70588235294117
90240,Los Angeles County,CA,79.92565055762083,NA
90242,Los Angeles County,CA,73.23420074349443,NA
91205,Los Angeles County,CA,NA,24.06417112299465
91303,Los Angeles County,CA,82.15613382899627,NA
91776,Los Angeles County,CA,82.8996282527881,NA
92020,San Diego County,CA,25.27881040892193,NA
92069,San Diego County,CA,67.28624535315984,NA
92106,San Diego County,CA,NA,84.49197860962568
92236,Riverside County,CA,46.09665427509294,NA
92311,San Bernardino County,CA,NA,51.87165775401069
92336,San Bernardino County,CA,11.895910780669144,NA
92563,Riverside County,CA,63.56877323420075,NA
92582,Riverside County,CA,NA,93.04812834224599
