ZipCode,county,state,Geriatric
35611,Limestone County,AL,58.05084745762712
35648,Lauderdale County,AL,91.52542372881356
35951,Marshall County,AL,74.57627118644068
36477,Geneva County,AL,98.72881355932203
85008,Maricopa County,AZ,84.7457627118644
85233,Maricopa County,AZ,80.9322033898305
85268,Maricopa County,AZ,70.33898305084746
85712,Pima County,AZ,46.186440677966104
85741,Pima County,AZ,65.67796610169492
85747,Pima County,AZ,67.37288135593221
86305,Yavapai County,AZ,55.932203389830505
86401,Mohave County,AZ,44.49152542372881
86442,Mohave County,AZ,22.45762711864407
90210,Los Angeles County,CA,20.33898305084746
90601,Los Angeles County,CA,41.94915254237288
90603,Los Angeles County,CA,47.03389830508475
91206,Los Angeles County,CA,11.440677966101696
91911,San Diego County,CA,37.71186440677966
92026,San Diego County,CA,82.20338983050848
92054,San Diego County,CA,74.15254237288136
92105,San Diego County,CA,55.08474576271186
92154,San Diego County,CA,13.983050847457626
92260,Riverside County,CA,12.288135593220339
92284,San Bernardino County,CA,60.16949152542372
92336,San Bernardino County,CA,73.72881355932203
92548,Riverside County,CA,94.49152542372882
92612,Orange County,CA,52.96610169491526
92870,Orange County,CA,97.03389830508475
93001,Ventura County,CA,54.66101694915254
93108,Santa Barbara County,CA,96.1864406779661
93460,Santa Barbara County,CA,100
93535,Los Angeles County,CA,53.813559322033896
93555,Kern County,CA,36.86440677966102
93638,Madera County,CA,53.38983050847458
93940,Monterey County,CA,22.45762711864407
94015,San Mateo County,CA,5.932203389830509
94518,Contra Costa County,CA,81.77966101694916
94553,Contra Costa County,CA,45.76271186440678
94563,Contra Costa County,CA,77.11864406779661
94595,Contra Costa County,CA,9.745762711864407
95032,Santa Clara County,CA,50.42372881355932
95403,Sonoma County,CA,15.677966101694915
95409,Sonoma County,CA,15.254237288135593
95437,Mendocino County,CA,32.20338983050847
95665,Amador County,CA,92.37288135593221
95667,El Dorado County,CA,2.9661016949152543
95685,Amador County,CA,96.61016949152543
95954,Butte County,CA,36.440677966101696
95969,Butte County,CA,4.661016949152542
96002,Shasta County,CA,42.79661016949153
96137,Lassen County,CA,99.57627118644068
80010,Arapahoe County,CO,65.2542372881356
80236,Denver County,CO,97.88135593220339
81004,Pueblo County,CO,87.28813559322035
06071,Tolland County,CT,91.94915254237289
06076,Tolland County,CT,69.91525423728814
19720,New Castle County,DE,9.322033898305085
19805,New Castle County,DE,33.05084745762712
19806,New Castle County,DE,50
32257,Duval County,FL,47.88135593220339
32608,Alachua County,FL,29.23728813559322
32817,Orange County,FL,75
32904,Brevard County,FL,69.0677966101695
33014,Miami-Dade County,FL,27.11864406779661
33066,Broward County,FL,19.915254237288135
33174,Miami-Dade County,FL,16.94915254237288
33314,Broward County,FL,83.89830508474576
33435,Palm Beach County,FL,81.35593220338984
33455,Martin County,FL,95.33898305084746
33484,Palm Beach County,FL,3.389830508474576
33767,Pinellas County,FL,75.84745762711864
33811,Polk County,FL,88.98305084745762
33908,Lee County,FL,0.847457627118644
33974,Lee County,FL,92.79661016949152
33983,Charlotte County,FL,60.59322033898306
34105,Collier County,FL,45.33898305084746
34108,Collier County,FL,31.779661016949152
34208,Manatee County,FL,64.83050847457628
34234,Sarasota County,FL,39.83050847457627
34235,Sarasota County,FL,35.16949152542373
34242,Sarasota County,FL,51.69491525423729
34450,Citrus County,FL,66.94915254237289
34689,Pinellas County,FL,89.83050847457628
34974,Okeechobee County,FL,38.559322033898304
30512,Union County,GA,44.06779661016949
31055,Telfair County,GA,95.76271186440678
31211,Bibb County,GA,86.86440677966102
31326,Effingham County,GA,84.7457627118644
31793,Tift County,GA,83.47457627118644
31803,Marion County,GA,93.64406779661016
96720,Hawaii County,HI,33.47457627118644
83318,Cassia County,ID,40.25423728813559
83686,Canyon County,ID,4.23728813559322
60004,Cook County,IL,10.16949152542373
60025,Cook County,IL,5.508474576271186
60045,Lake County,IL,13.135593220338984
61354,LaSalle County,IL,30.93220338983051
62703,Sangamon County,IL,44.91525423728814
46706,DeKalb County,IN,34.74576271186441
47720,Vanderburgh County,IN,41.10169491525424
47842,Vermillion County,IN,83.05084745762711
50322,Polk County,IA,59.32203389830508
52003,Dubuque County,IA,72.45762711864407
67203,Sedgwick County,KS,78.38983050847457
40744,Laurel County,KY,75.42372881355932
42003,McCracken County,KY,32.6271186440678
42103,Warren County,KY,71.1864406779661
70126,Orleans Parish,LA,22.033898305084744
70774,Ascension Parish,LA,80.50847457627118
71118,Caddo Parish,LA,19.491525423728813
71360,Rapides Parish,LA,30.508474576271187
71418,Caldwell Parish,LA,69.49152542372882
04005,York County,ME,11.864406779661017
04976,Somerset County,ME,18.64406779661017
21017,Harford County,MD,94.91525423728814
21061,Anne Arundel County,MD,24.152542372881356
21157,Carroll County,MD,23.728813559322035
21502,Allegany County,MD,7.627118644067797
21784,Carroll County,MD,77.54237288135593
01238,Berkshire County,MA,76.69491525423729
01301,Franklin County,MA,49.152542372881356
01930,Essex County,MA,8.050847457627118
02132,Suffolk County,MA,98.30508474576271
02186,Norfolk County,MA,57.20338983050848
02675,Barnstable County,MA,47.45762711864407
02721,Bristol County,MA,10.59322033898305
48040,St. Clair County,MI,79.23728813559322
48178,Oakland County,MI,8.47457627118644
48197,Washtenaw County,MI,16.52542372881356
48309,Oakland County,MI,25.847457627118644
49001,Kalamazoo County,MI,61.440677966101696
55021,Rice County,MN,48.30508474576271
55343,Hennepin County,MN,42.3728813559322
55362,Wright County,MN,63.559322033898304
55912,Mower County,MN,0
56362,Stearns County,MN,54.23728813559322
56560,Clay County,MN,1.694915254237288
39452,George County,MS,34.32203389830508
64124,Jackson County,MO,85.59322033898306
89410,Douglas County,NV,38.13559322033898
07094,Hudson County,NJ,61.86440677966102
07208,Union County,NJ,43.64406779661017
