ZipCode,county,state,Youth,Pediatric,Adult
35010,Tallapoosa County,AL,NA,NA,93.44827586206897
35077,Cullman County,AL,65.58704453441295,NA,NA
35147,Shelby County,AL,98.38056680161942,NA,NA
35210,Jefferson County,AL,NA,90.76086956521739,NA
35217,Jefferson County,AL,NA,NA,80.3448275862069
35503,Walker County,AL,NA,NA,99.3103448275862
35640,Morgan County,AL,25.506072874493928,NA,NA
35758,Madison County,AL,NA,NA,41.724137931034484
35967,DeKalb County,AL,NA,50,NA
36116,Montgomery County,AL,21.45748987854251,NA,NA
36268,Talladega County,AL,80.5668016194332,NA,NA
36502,Escambia County,AL,44.12955465587044,NA,NA
36580,Baldwin County,AL,NA,83.15217391304348,NA
36609,Mobile County,AL,56.68016194331984,NA,NA
36695,Mobile County,AL,NA,NA,35.172413793103445
36804,Lee County,AL,NA,72.28260869565217,NA
36854,Chambers County,AL,NA,82.6086956521739,NA
36877,Lee County,AL,NA,NA,82.41379310344827
99611,Kenai Peninsula Borough,AK,NA,NA,75.17241379310344
85028,Maricopa County,AZ,NA,94.56521739130434,NA
85042,Maricopa County,AZ,NA,29.891304347826086,NA
85048,Maricopa County,AZ,30.76923076923077,NA,NA
85054,Maricopa County,AZ,93.92712550607287,NA,NA
85119,Pinal County,AZ,87.85425101214574,NA,NA
85140,Pinal County,AZ,NA,64.13043478260869,NA
85210,Maricopa County,AZ,NA,NA,23.103448275862068
85607,Cochise County,AZ,NA,4.3478260869565215,NA
85711,Pima County,AZ,NA,NA,8.275862068965518
85716,Pima County,AZ,12.550607287449392,NA,NA
85737,Pima County,AZ,90.2834008097166,NA,NA
85743,Pima County,AZ,74.08906882591093,NA,NA
85747,Pima County,AZ,NA,NA,89.3103448275862
86004,Coconino County,AZ,NA,NA,5.862068965517241
86403,Mohave County,AZ,NA,NA,50
71901,Garland County,AR,NA,NA,52.41379310344828
72143,White County,AR,59.10931174089069,NA,NA
72209,Pulaski County,AR,NA,NA,58.9655172413793
90001,Los Angeles County,CA,NA,NA,51.37931034482759
90033,Los Angeles County,CA,NA,NA,46.89655172413793
90037,Los Angeles County,CA,NA,NA,74.48275862068967
90066,Los Angeles County,CA,NA,59.78260869565217,NA
90201,Los Angeles County,CA,NA,11.956521739130435,NA
90250,Los Angeles County,CA,19.838056680161944,NA,NA
