ZipCode,county,state,Geriatric
36301,Houston County,AL,23.75
85013,Maricopa County,AZ,94.16666666666667
85021,Maricopa County,AZ,47.91666666666667
85035,Maricopa County,AZ,89.16666666666667
85251,Maricopa County,AZ,73.75
85308,Maricopa County,AZ,36.25
85339,Maricopa County,AZ,93.75
85392,Maricopa County,AZ,80
85395,Maricopa County,AZ,72.5
86404,Mohave County,AZ,91.25
86409,Mohave County,AZ,22.916666666666664
71639,Desha County,AR,71.66666666666667
72450,Greene County,AR,29.166666666666668
90005,Los Angeles County,CA,70.83333333333334
90274,Los Angeles County,CA,44.166666666666664
91042,Los Angeles County,CA,80.41666666666667
91356,Los Angeles County,CA,25
92054,San Diego County,CA,78.75
92107,San Diego County,CA,93.33333333333333
92123,San Diego County,CA,63.74999999999999
92373,San Bernardino County,CA,48.75
92637,Orange County,CA,5.416666666666667
92865,Orange County,CA,89.58333333333334
92867,Orange County,CA,32.083333333333336
93065,Ventura County,CA,18.75
93306,Kern County,CA,41.66666666666667
93309,Kern County,CA,32.5
93638,Madera County,CA,56.25
94015,San Mateo County,CA,7.083333333333333
94087,Santa Clara County,CA,25.416666666666664
94533,Solano County,CA,15.833333333333332
94579,Alameda County,CA,81.66666666666667
94941,Marin County,CA,33.75
94952,Sonoma County,CA,52.083333333333336
95117,Santa Clara County,CA,69.58333333333333
95129,Santa Clara County,CA,92.5
95403,Sonoma County,CA,17.5
80301,Boulder County,CO,58.333333333333336
06085,Hartford County,CT,94.58333333333333
06786,Litchfield County,CT,81.25
06812,Fairfield County,CT,71.25
06824,Fairfield County,CT,58.75
06854,Fairfield County,CT,65.83333333333333
06902,Fairfield County,CT,7.916666666666666
32084,St. Johns County,FL,35
32129,Volusia County,FL,40.416666666666664
32536,Okaloosa County,FL,48.333333333333336
32578,Okaloosa County,FL,22.083333333333332
32712,Orange County,FL,23.75
32811,Orange County,FL,57.91666666666667
33020,Broward County,FL,68.33333333333333
33032,Miami-Dade County,FL,67.91666666666667
33156,Miami-Dade County,FL,50
33322,Broward County,FL,13.750000000000002
33483,Palm Beach County,FL,47.5
33870,Highlands County,FL,12.916666666666668
34448,Citrus County,FL,85
34655,Pasco County,FL,20.833333333333336
34684,Pinellas County,FL,14.583333333333334
34758,Osceola County,FL,63.33333333333333
34952,St. Lucie County,FL,10.416666666666668
30041,Forsyth County,GA,21.666666666666668
30240,Troup County,GA,35.833333333333336
30292,Pike County,GA,99.58333333333333
31015,Crisp County,GA,57.49999999999999
83861,Benewah County,ID,90.83333333333333
60060,Lake County,IL,49.583333333333336
60062,Cook County,IL,0.4166666666666667
60445,Cook County,IL,72.08333333333333
60467,Cook County,IL,17.083333333333332
60473,Cook County,IL,26.666666666666668
60481,Will County,IL,77.5
61938,Coles County,IL,31.666666666666664
62249,Madison County,IL,32.916666666666664
46062,Hamilton County,IN,47.083333333333336
46774,Allen County,IN,61.25000000000001
46902,Howard County,IN,9.166666666666666
47348,Blackford County,IN,53.75
47404,Monroe County,IN,80.83333333333333
47546,Dubois County,IN,27.916666666666668
