ZipCode,county,state,Youth,Pediatric,Adult
35215,Jefferson County,AL,NA,8.561020036429873,NA
35235,Jefferson County,AL,NA,57.74134790528234,NA
35565,Winston County,AL,NA,65.20947176684882,NA
35601,Morgan County,AL,NA,23.13296903460838,NA
35653,Franklin County,AL,NA,81.9672131147541,NA
35756,Limestone County,AL,NA,81.23861566484517,NA
35904,Etowah County,AL,NA,78.87067395264117,NA
36067,Autauga County,AL,NA,31.876138433515482,NA
36604,Mobile County,AL,NA,89.07103825136612,NA
36605,Mobile County,AL,NA,64.66302367941712,NA
36695,Mobile County,AL,34.593023255813954,NA,NA
99508,Anchorage Municipality,AK,NA,20.21857923497268,NA
99654,Matanuska-Susitna Borough,AK,33.72093023255814,39.708561020036434,51.196172248803826
99835,Sitka City and Borough,AK,NA,NA,75.5980861244019
85016,Maricopa County,AZ,NA,16.757741347905284,NA
85018,Maricopa County,AZ,NA,78.5063752276867,NA
85020,Maricopa County,AZ,37.2093023255814,NA,NA
85050,Maricopa County,AZ,35.46511627906977,NA,NA
85206,Maricopa County,AZ,14.825581395348838,NA,NA
85210,Maricopa County,AZ,NA,51.91256830601093,NA
85297,Maricopa County,AZ,NA,92.89617486338798,NA
85301,Maricopa County,AZ,3.77906976744186,NA,NA
85302,Maricopa County,AZ,NA,25.865209471766846,NA
85306,Maricopa County,AZ,NA,NA,72.24880382775119
85323,Maricopa County,AZ,21.22093023255814,NA,NA
85326,Maricopa County,AZ,NA,NA,40.66985645933015
85741,Pima County,AZ,10.755813953488373,NA,NA
86004,Coconino County,AZ,NA,43.35154826958106,NA
72015,Saline County,AR,55.52325581395349,NA,NA
72206,Pulaski County,AR,60.17441860465116,NA,NA
72209,Pulaski County,AR,NA,NA,69.85645933014354
90042,Los Angeles County,CA,63.662790697674424,NA,NA
90044,Los Angeles County,CA,NA,5.828779599271402,NA
90745,Los Angeles County,CA,NA,38.25136612021858,NA
91320,Ventura County,CA,38.08139534883721,NA,NA
91763,San Bernardino County,CA,NA,61.384335154826964,NA
91767,Los Angeles County,CA,NA,36.0655737704918,NA
91768,Los Angeles County,CA,NA,34.42622950819672,NA
91977,San Diego County,CA,31.3953488372093,NA,NA
92020,San Diego County,CA,NA,NA,31.57894736842105
92114,San Diego County,CA,46.22093023255814,NA,NA
92117,San Diego County,CA,NA,NA,73.68421052631578
92335,San Bernardino County,CA,NA,12.021857923497267,NA
92395,San Bernardino County,CA,NA,31.147540983606557,NA
92618,Orange County,CA,66.86046511627907,NA,NA
92701,Orange County,CA,NA,20.9471766848816,NA
93065,Ventura County,CA,5.232558139534884,NA,NA
93230,Kings County,CA,NA,NA,25.358851674641148
93307,Kern County,CA,NA,16.21129326047359,NA
93455,Santa Barbara County,CA,NA,NA,45.45454545454545
93535,Los Angeles County,CA,NA,NA,14.832535885167463
93636,Madera County,CA,NA,81.9672131147541,NA
93638,Madera County,CA,NA,8.19672131147541,NA
93722,Fresno County,CA,NA,NA,14.354066985645932
94025,San Mateo County,CA,76.45348837209302,NA,NA
94110,San Francisco County,CA,41.86046511627907,NA,NA
94403,San Mateo County,CA,NA,NA,67.94258373205741
94523,Contra Costa County,CA,47.674418604651166,NA,NA
94591,Solano County,CA,53.48837209302325,NA,79.42583732057416
95350,Stanislaus County,CA,NA,NA,26.31578947368421
95358,Stanislaus County,CA,NA,NA,44.49760765550239
95742,Sacramento County,CA,91.27906976744185,NA,NA
95826,Sacramento County,CA,NA,NA,85.64593301435407
95991,Sutter County,CA,NA,40.80145719489982,NA
96101,Modoc County,CA,NA,95.08196721311475,NA
80013,Arapahoe County,CO,NA,NA,16.74641148325359
80016,Arapahoe County,CO,NA,51.36612021857923,NA
80020,Broomfield County,CO,NA,NA,60.28708133971292
80026,Boulder County,CO,26.453488372093027,NA,NA
80112,Arapahoe County,CO,46.80232558139535,NA,NA
80207,Denver County,CO,NA,43.71584699453552,NA
80228,Jefferson County,CO,NA,77.23132969034609,NA
