ZipCode,county,state,Adult,Geriatric
35045,Chilton County,AL,NA,88.08290155440415
35080,Shelby County,AL,63.297872340425535,NA
35242,Shelby County,AL,37.765957446808514,NA
36081,Pike County,AL,82.4468085106383,NA
36106,Montgomery County,AL,84.57446808510637,NA
36609,Mobile County,AL,NA,86.52849740932642
85008,Maricopa County,AZ,10.106382978723403,NA
85033,Maricopa County,AZ,12.23404255319149,NA
85035,Maricopa County,AZ,12.76595744680851,NA
85042,Maricopa County,AZ,NA,94.30051813471503
85120,Pinal County,AZ,NA,26.94300518134715
85201,Maricopa County,AZ,NA,37.30569948186528
85205,Maricopa County,AZ,27.127659574468083,NA
85208,Maricopa County,AZ,NA,21.761658031088082
85254,Maricopa County,AZ,56.91489361702128,NA
85340,Maricopa County,AZ,67.5531914893617,NA
85363,Maricopa County,AZ,83.51063829787235,NA
86045,Coconino County,AZ,NA,50.259067357512954
86326,Yavapai County,AZ,NA,17.098445595854923
86336,Yavapai County,AZ,NA,74.61139896373057
72714,Benton County,AR,92.02127659574468,NA
90012,Los Angeles County,CA,NA,32.12435233160622
90063,Los Angeles County,CA,NA,59.067357512953365
90066,Los Angeles County,CA,NA,23.83419689119171
90255,Los Angeles County,CA,29.78723404255319,NA
90650,Los Angeles County,CA,NA,85.49222797927462
90710,Los Angeles County,CA,NA,82.90155440414507
91001,Los Angeles County,CA,NA,41.45077720207254
91406,Los Angeles County,CA,79.25531914893617,NA
91786,San Bernardino County,CA,NA,43.523316062176164
91911,San Diego County,CA,61.702127659574465,NA
92054,San Diego County,CA,48.93617021276596,NA
92284,San Bernardino County,CA,NA,90.15544041450777
92505,Riverside County,CA,NA,78.23834196891191
92545,Riverside County,CA,NA,78.75647668393782
92591,Riverside County,CA,52.12765957446809,NA
92637,Orange County,CA,NA,2.5906735751295336
92688,Orange County,CA,NA,60.10362694300518
92806,Orange County,CA,NA,45.59585492227979
92883,Riverside County,CA,NA,74.09326424870466
93001,Ventura County,CA,25.53191489361702,NA
93313,Kern County,CA,55.319148936170215,NA
93543,Los Angeles County,CA,88.82978723404256,NA
93901,Monterey County,CA,57.446808510638306,NA
93905,Monterey County,CA,70.2127659574468,NA
94030,San Mateo County,CA,NA,18.65284974093264
94124,San Francisco County,CA,NA,52.331606217616574
94134,San Francisco County,CA,71.80851063829788,NA
94523,Contra Costa County,CA,69.14893617021278,NA
94536,Alameda County,CA,NA,17.616580310880828
94560,Alameda County,CA,NA,44.04145077720207
94621,Alameda County,CA,65.95744680851064,NA
95037,Santa Clara County,CA,61.170212765957444,NA
95128,Santa Clara County,CA,42.02127659574468,NA
95207,San Joaquin County,CA,19.148936170212767,NA
95307,Stanislaus County,CA,38.297872340425535,NA
95350,Stanislaus County,CA,15.425531914893616,13.989637305699482
95354,Stanislaus County,CA,39.8936170212766,NA
