ZipCode,county,state,Pediatric,Adult,Retirement,Geriatric
35209,Jefferson County,AL,NA,NA,76.09254498714652,NA
36081,Pike County,AL,NA,87.15953307392996,NA,NA
36092,Elmore County,AL,NA,56.42023346303502,NA,NA
36360,Dale County,AL,NA,57.58754863813229,NA,NA
36830,Lee County,AL,NA,77.431906614786,NA,NA
99516,Anchorage Municipality,AK,NA,85.21400778210116,NA,NA
99576,Dillingham Census Area,AK,94.25287356321839,94.94163424124513,NA,NA
99654,Matanuska-Susitna Borough,AK,NA,49.416342412451364,NA,NA
99835,Sitka City and Borough,AK,NA,71.98443579766537,84.83290488431876,NA
85009,Maricopa County,AZ,13.218390804597702,NA,NA,NA
85017,Maricopa County,AZ,58.620689655172406,NA,NA,NA
85040,Maricopa County,AZ,24.137931034482758,NA,NA,NA
85256,Maricopa County,AZ,88.50574712643679,NA,NA,NA
85257,Maricopa County,AZ,NA,NA,76.34961439588689,NA
85321,Pima County,AZ,NA,97.66536964980544,NA,NA
85339,Maricopa County,AZ,36.206896551724135,NA,NA,NA
85344,La Paz County,AZ,NA,51.36186770428015,42.41645244215938,NA
85364,Yuma County,AZ,19.54022988505747,NA,NA,NA
85542,Gila County,AZ,NA,93.3852140077821,NA,NA
85550,Graham County,AZ,20.114942528735632,NA,NA,NA
85634,Pima County,AZ,47.12643678160919,35.019455252918284,74.03598971722364,NA
85650,Cochise County,AZ,NA,NA,67.86632390745501,NA
85713,Pima County,AZ,NA,17.509727626459142,NA,NA
85718,Pima County,AZ,NA,70.42801556420234,NA,NA
85749,Pima County,AZ,NA,NA,45.75835475578406,NA
86001,Coconino County,AZ,NA,32.295719844357976,NA,85.84070796460178
86004,Coconino County,AZ,NA,16.342412451361866,NA,NA
86025,Navajo County,AZ,84.48275862068965,NA,NA,NA
86033,Navajo County,AZ,NA,74.31906614785993,NA,NA
86045,Coconino County,AZ,9.195402298850574,38.52140077821012,47.81491002570694,NA
86047,Navajo County,AZ,85.63218390804597,47.85992217898833,NA,NA
86322,Yavapai County,AZ,95.97701149425288,NA,NA,NA
86323,Yavapai County,AZ,NA,63.81322957198443,NA,NA
86503,Apache County,AZ,68.39080459770115,92.99610894941634,95.62982005141389,53.53982300884957
86505,Apache County,AZ,70.6896551724138,NA,93.573264781491,67.2566371681416
86538,Apache County,AZ,71.26436781609196,NA,NA,NA
71822,Little River County,AR,NA,NA,NA,80.08849557522124
71909,Garland County,AR,NA,NA,39.33161953727507,NA
72032,Faulkner County,AR,NA,NA,51.670951156812336,NA
72103,Saline County,AR,NA,NA,96.40102827763496,NA
72117,Pulaski County,AR,NA,NA,83.80462724935732,NA
72204,Pulaski County,AR,NA,NA,38.303341902313626,NA
72206,Pulaski County,AR,NA,NA,NA,55.75221238938053
72209,Pulaski County,AR,NA,66.14785992217898,NA,NA
72227,Pulaski County,AR,NA,NA,89.97429305912597,NA
72956,Crawford County,AR,NA,61.08949416342413,NA,NA
90025,Los Angeles County,CA,NA,NA,42.9305912596401,NA
90605,Los Angeles County,CA,NA,NA,NA,87.61061946902655
90638,Los Angeles County,CA,NA,NA,NA,33.6283185840708
90650,Los Angeles County,CA,NA,60.70038910505836,22.36503856041131,NA
90703,Los Angeles County,CA,NA,NA,NA,42.0353982300885
91301,Los Angeles County,CA,98.85057471264368,NA,NA,NA
91762,San Bernardino County,CA,NA,NA,56.555269922879184,NA
91941,San Diego County,CA,NA,70.8171206225681,NA,NA
92040,San Diego County,CA,NA,NA,NA,36.283185840707965
92056,San Diego County,CA,NA,NA,NA,15.486725663716813
92084,San Diego County,CA,NA,NA,71.2082262210797,NA
92101,San Diego County,CA,NA,NA,NA,45.13274336283185
92106,San Diego County,CA,NA,NA,NA,97.78761061946902
92122,San Diego County,CA,NA,NA,77.37789203084833,NA
92126,San Diego County,CA,NA,NA,40.102827763496144,NA
92374,San Bernardino County,CA,NA,54.474708171206224,NA,NA
92553,Riverside County,CA,28.735632183908045,NA,NA,NA
92648,Orange County,CA,NA,40.07782101167315,NA,NA
92708,Orange County,CA,NA,NA,NA,27.43362831858407
92802,Orange County,CA,NA,86.7704280155642,NA,NA
93305,Kern County,CA,NA,NA,98.20051413881748,NA
93312,Kern County,CA,NA,NA,52.44215938303341,NA
93401,San Luis Obispo County,CA,82.75862068965517,NA,NA,NA
93444,San Luis Obispo County,CA,55.74712643678161,NA,NA,NA
93454,Santa Barbara County,CA,43.103448275862064,NA,NA,NA
93560,Kern County,CA,NA,NA,92.80205655526991,NA
93705,Fresno County,CA,NA,46.69260700389105,NA,NA
94015,San Mateo County,CA,82.75862068965517,NA,NA,NA
94044,San Mateo County,CA,NA,NA,35.2185089974293,NA
94065,San Mateo County,CA,NA,NA,94.60154241645245,NA
94066,San Mateo County,CA,NA,82.49027237354085,NA,NA
94102,San Francisco County,CA,NA,43.57976653696498,NA,NA
94103,San Francisco County,CA,NA,25.291828793774318,NA,NA
94111,San Francisco County,CA,NA,NA,99.74293059125964,NA
94112,San Francisco County,CA,NA,NA,NA,4.867256637168142
94115,San Francisco County,CA,NA,NA,NA,16.371681415929203
94121,San Francisco County,CA,NA,NA,47.55784061696658,NA
94123,San Francisco County,CA,NA,NA,95.37275064267352,NA
94134,San Francisco County,CA,NA,NA,NA,34.51327433628318
94303,San Mateo County,CA,NA,72.76264591439688,NA,NA
94403,San Mateo County,CA,NA,63.035019455252915,25.96401028277635,NA
94518,Contra Costa County,CA,NA,NA,NA,64.15929203539822
94523,Contra Costa County,CA,NA,NA,66.32390745501286,NA
94541,Alameda County,CA,49.42528735632184,NA,NA,NA
94553,Contra Costa County,CA,NA,52.918287937743195,35.98971722365039,NA
94558,Napa County,CA,NA,NA,41.131105398457585,NA
94565,Contra Costa County,CA,NA,NA,66.83804627249359,NA
94589,Solano County,CA,NA,NA,59.383033419023135,NA
94591,Solano County,CA,NA,NA,47.30077120822622,NA
94621,Alameda County,CA,39.08045977011494,NA,NA,NA
94706,Alameda County,CA,NA,NA,NA,96.90265486725663
94806,Contra Costa County,CA,NA,NA,NA,64.60176991150442
94945,Marin County,CA,NA,NA,79.17737789203085,NA
94954,Sonoma County,CA,NA,60.311284046692606,NA,NA
95046,Santa Clara County,CA,81.03448275862068,NA,NA,NA
95116,Santa Clara County,CA,NA,NA,60.15424164524421,NA
95122,Santa Clara County,CA,96.55172413793103,NA,NA,NA
95206,San Joaquin County,CA,85.0574712643678,NA,NA,NA
95624,Sacramento County,CA,NA,NA,34.70437017994858,NA
95670,Sacramento County,CA,NA,NA,NA,31.41592920353982
95693,Sacramento County,CA,NA,NA,NA,94.24778761061947
95747,Placer County,CA,NA,NA,NA,11.946902654867257
95762,El Dorado County,CA,NA,NA,NA,46.46017699115044
95825,Sacramento County,CA,NA,NA,75.83547557840618,NA
95828,Sacramento County,CA,NA,NA,39.0745501285347,NA
95843,Sacramento County,CA,NA,NA,71.97943444730078,NA
95966,Butte County,CA,66.66666666666666,NA,NA,NA
80010,Arapahoe County,CO,33.33333333333333,NA,NA,NA
80011,Arapahoe County,CO,NA,NA,NA,50.442477876106196
80012,Arapahoe County,CO,37.93103448275862,NA,NA,NA
80013,Arapahoe County,CO,NA,NA,32.13367609254499,NA
80016,Arapahoe County,CO,NA,36.186770428015564,NA,NA
80204,Denver County,CO,45.40229885057471,NA,NA,89.38053097345133
80205,Denver County,CO,59.195402298850574,NA,NA,NA
80206,Denver County,CO,NA,NA,73.26478149100257,NA
