ZipCode,county,state,Youth,Pediatric
35014,Talladega County,AL,84.17721518987342,NA
35022,Jefferson County,AL,78.27004219409282,NA
35040,Shelby County,AL,43.67088607594937,NA
35475,Tuscaloosa County,AL,NA,93.05993690851734
35758,Madison County,AL,34.38818565400844,NA
35805,Madison County,AL,NA,39.11671924290221
36117,Montgomery County,AL,NA,40.694006309148264
36201,Calhoun County,AL,NA,52.99684542586751
36460,Monroe County,AL,67.08860759493672,NA
36474,Covington County,AL,NA,88.32807570977917
36619,Mobile County,AL,NA,92.42902208201893
36703,Dallas County,AL,71.09704641350211,NA
99603,Kenai Peninsula Borough,AK,NA,87.06624605678233
85006,Maricopa County,AZ,48.9451476793249,NA
85042,Maricopa County,AZ,NA,22.71293375394322
85044,Maricopa County,AZ,29.957805907172997,NA
85120,Pinal County,AZ,44.936708860759495,NA
85283,Maricopa County,AZ,33.12236286919831,NA
85296,Maricopa County,AZ,28.059071729957807,NA
85323,Maricopa County,AZ,19.198312236286917,NA
85711,Pima County,AZ,4.008438818565401,NA
85749,Pima County,AZ,96.41350210970464,NA
86326,Yavapai County,AZ,23.839662447257385,80.7570977917981
72601,Boone County,AR,68.56540084388185,NA
72830,Johnson County,AR,96.62447257383965,NA
90020,Los Angeles County,CA,67.51054852320675,NA
90042,Los Angeles County,CA,NA,37.22397476340694
90241,Los Angeles County,CA,NA,82.01892744479495
90620,Orange County,CA,15.611814345991561,NA
90703,Los Angeles County,CA,62.869198312236286,NA
90805,Los Angeles County,CA,16.033755274261605,NA
91320,Ventura County,CA,33.54430379746836,NA
91325,Los Angeles County,CA,90.71729957805907,NA
91342,Los Angeles County,CA,21.940928270042196,NA
91606,Los Angeles County,CA,65.82278481012658,NA
91762,San Bernardino County,CA,NA,63.40694006309149
91764,San Bernardino County,CA,NA,29.02208201892745
91768,Los Angeles County,CA,NA,36.27760252365931
91780,Los Angeles County,CA,93.88185654008439,NA
91786,San Bernardino County,CA,NA,35.33123028391167
91789,Los Angeles County,CA,87.9746835443038,NA
91911,San Diego County,CA,NA,29.652996845425868
91945,San Diego County,CA,80.80168776371308,NA
92021,San Diego County,CA,22.78481012658228,NA
92025,San Diego County,CA,NA,35.646687697160885
92027,San Diego County,CA,16.877637130801688,NA
92058,San Diego County,CA,NA,66.5615141955836
92106,San Diego County,CA,NA,97.79179810725552
92111,San Diego County,CA,NA,47.3186119873817
92130,San Diego County,CA,51.89873417721519,NA
92154,San Diego County,CA,NA,31.230283911671926
92211,Riverside County,CA,39.24050632911392,NA
92301,San Bernardino County,CA,48.52320675105485,NA
92376,San Bernardino County,CA,NA,9.779179810725552
92392,San Bernardino County,CA,NA,64.66876971608832
92591,Riverside County,CA,48.10126582278481,NA
92604,Orange County,CA,NA,98.73817034700315
92629,Orange County,CA,82.70042194092827,NA
92677,Orange County,CA,54.641350210970465,NA
92683,Orange County,CA,32.70042194092827,NA
92694,Orange County,CA,74.68354430379746,NA
92703,Orange County,CA,NA,20.189274447949526
92804,Orange County,CA,NA,42.586750788643535
93111,Santa Barbara County,CA,NA,94.95268138801262
93203,Kern County,CA,NA,76.65615141955836
93206,Kern County,CA,NA,99.6845425867508
93215,Kern County,CA,42.616033755274266,NA
93250,Kern County,CA,73.41772151898735,NA
93274,Tulare County,CA,3.1645569620253164,NA
