ZipCode,county,state,Adult,Geriatric
36064,Montgomery County,AL,NA,97.14285714285714
36535,Baldwin County,AL,NA,32.38095238095238
36544,Mobile County,AL,NA,97.61904761904762
85007,Maricopa County,AZ,17.098445595854923,NA
85021,Maricopa County,AZ,18.65284974093264,NA
85215,Maricopa County,AZ,NA,80.47619047619048
85387,Maricopa County,AZ,79.79274611398964,NA
85395,Maricopa County,AZ,74.61139896373057,NA
85607,Cochise County,AZ,32.12435233160622,NA
85614,Pima County,AZ,NA,2.380952380952381
85706,Pima County,AZ,NA,46.19047619047619
85713,Pima County,AZ,12.435233160621761,NA
85718,Pima County,AZ,63.730569948186535,NA
85750,Pima County,AZ,70.46632124352331,NA
86326,Yavapai County,AZ,27.461139896373055,NA
86426,Mohave County,AZ,78.75647668393782,NA
71655,Drew County,AR,82.38341968911918,NA
71909,Garland County,AR,NA,11.428571428571429
72650,Searcy County,AR,NA,90.95238095238095
72715,Benton County,AR,90.67357512953367,NA
72758,Benton County,AR,NA,50.95238095238095
90004,Los Angeles County,CA,NA,47.61904761904761
90221,Los Angeles County,CA,16.580310880829018,NA
90280,Los Angeles County,CA,36.787564766839374,NA
90301,Los Angeles County,CA,39.89637305699482,NA
90631,Orange County,CA,NA,19.047619047619047
90650,Los Angeles County,CA,NA,22.857142857142858
90713,Los Angeles County,CA,68.9119170984456,NA
90805,Los Angeles County,CA,NA,53.333333333333336
90807,Los Angeles County,CA,59.067357512953365,NA
91040,Los Angeles County,CA,84.97409326424871,NA
91042,Los Angeles County,CA,74.09326424870466,NA
91352,Los Angeles County,CA,30.05181347150259,NA
91723,Los Angeles County,CA,NA,72.85714285714285
91741,Los Angeles County,CA,92.2279792746114,NA
91768,Los Angeles County,CA,52.84974093264248,NA
91945,San Diego County,CA,64.76683937823834,NA
92083,San Diego County,CA,66.83937823834198,NA
92308,San Bernardino County,CA,57.51295336787565,NA
92320,Riverside County,CA,93.78238341968913,NA
92335,San Bernardino County,CA,NA,46.666666666666664
92592,Riverside County,CA,32.64248704663213,NA
92627,Orange County,CA,25.38860103626943,NA
92703,Orange County,CA,47.15025906735752,NA
92707,Orange County,CA,NA,87.61904761904762
92780,Orange County,CA,NA,39.523809523809526
92807,Orange County,CA,62.69430051813472,NA
93210,Fresno County,CA,91.70984455958549,NA
93241,Kern County,CA,NA,100
93257,Tulare County,CA,NA,19.523809523809526
93274,Tulare County,CA,10.362694300518134,NA
93702,Fresno County,CA,NA,78.57142857142857
94015,San Mateo County,CA,53.36787564766839,NA
94110,San Francisco County,CA,19.170984455958546,NA
94501,Alameda County,CA,NA,24.285714285714285
94509,Contra Costa County,CA,NA,14.285714285714285
94523,Contra Costa County,CA,68.39378238341969,NA
94563,Contra Costa County,CA,85.49222797927462,NA
94589,Solano County,CA,83.41968911917098,NA
94706,Alameda County,CA,NA,96.19047619047619
94709,Alameda County,CA,NA,90.95238095238095
94965,Marin County,CA,NA,76.66666666666667
95202,San Joaquin County,CA,33.67875647668394,NA
95422,Lake County,CA,64.76683937823834,NA
95437,Mendocino County,CA,NA,30.476190476190478
95726,El Dorado County,CA,NA,57.14285714285714
95815,Sacramento County,CA,NA,78.0952380952381
96003,Shasta County,CA,NA,27.142857142857142
96007,Shasta County,CA,87.04663212435233,NA
96101,Modoc County,CA,NA,90
80011,Arapahoe County,CO,13.471502590673575,NA
80017,Arapahoe County,CO,45.59585492227979,NA
80123,Jefferson County,CO,NA,33.80952380952381
80134,Douglas County,CO,31.088082901554404,NA
80603,Weld County,CO,NA,99.04761904761905
80634,Weld County,CO,3.1088082901554404,NA
80642,Weld County,CO,98.96373056994818,NA
06106,Hartford County,CT,6.7357512953367875,NA
06117,Hartford County,CT,NA,35.23809523809524
06405,New Haven County,CT,NA,42.857142857142854
06468,Fairfield County,CT,80.82901554404145,77.14285714285715
19808,New Castle County,DE,NA,4.761904761904762
19938,Kent County,DE,86.01036269430051,NA
32082,St. Johns County,FL,NA,23.809523809523807
32209,Duval County,FL,NA,11.904761904761903
32216,Duval County,FL,24.870466321243523,NA
32246,Duval County,FL,21.761658031088082,NA
32720,Volusia County,FL,63.212435233160626,NA
32751,Orange County,FL,NA,50
33010,Miami-Dade County,FL,NA,7.142857142857142
33021,Broward County,FL,NA,3.3333333333333335
33056,Miami-Dade County,FL,50.259067357512954,NA
33076,Broward County,FL,NA,61.42857142857143
33141,Miami-Dade County,FL,NA,28.57142857142857
33156,Miami-Dade County,FL,NA,48.095238095238095
33158,Miami-Dade County,FL,NA,98.09523809523809
33162,Miami-Dade County,FL,NA,49.523809523809526
33305,Broward County,FL,NA,85.23809523809524
33455,Martin County,FL,NA,7.6190476190476195
33486,Palm Beach County,FL,NA,60
33525,Pasco County,FL,NA,70
33602,Hillsborough County,FL,NA,89.04761904761904
33916,Lee County,FL,NA,74.28571428571429
34269,DeSoto County,FL,NA,96.66666666666667
34287,Sarasota County,FL,NA,13.333333333333334
34448,Citrus County,FL,81.86528497409327,NA
34677,Pinellas County,FL,NA,58.57142857142858
34953,St. Lucie County,FL,9.32642487046632,NA
30019,Gwinnett County,GA,48.18652849740933,NA
30028,Forsyth County,GA,64.24870466321244,NA
30093,Gwinnett County,GA,62.17616580310881,NA
30165,Floyd County,GA,NA,38.095238095238095
30188,Cherokee County,GA,NA,33.33333333333333
30436,Toombs County,GA,NA,86.66666666666667
30529,Jackson County,GA,NA,73.33333333333333
30621,Oconee County,GA,96.89119170984456,NA
30728,Walker County,GA,43.523316062176164,NA
30735,Gordon County,GA,NA,94.76190476190476
30736,Catoosa County,GA,NA,47.14285714285714
31525,Glynn County,GA,58.03108808290155,NA
31533,Coffee County,GA,NA,68.0952380952381
96825,Honolulu County,HI,NA,2.857142857142857
83201,Bannock County,ID,NA,32.857142857142854
83401,Bonneville County,ID,NA,51.42857142857142
83440,Madison County,ID,72.53886010362694,NA
83642,Ada County,ID,NA,5.238095238095238
