ZipCode,county,state,Adult,Geriatric
35033,Cullman County,AL,98.82352941176471,NA
35045,Chilton County,AL,NA,84.08163265306122
35096,Talladega County,AL,90.58823529411765,NA
35120,St. Clair County,AL,69.88235294117648,NA
35124,Shelby County,AL,73.88235294117646,NA
35405,Tuscaloosa County,AL,9.411764705882353,NA
35806,Madison County,AL,NA,63.6734693877551
35950,Marshall County,AL,47.05882352941176,NA
36027,Barbour County,AL,44,NA
36067,Autauga County,AL,40.470588235294116,NA
36502,Escambia County,AL,51.294117647058826,NA
36608,Mobile County,AL,50.588235294117645,NA
36609,Mobile County,AL,66.58823529411765,NA
99701,Fairbanks North Star Borough,AK,39.52941176470588,NA
85023,Maricopa County,AZ,29.64705882352941,NA
85029,Maricopa County,AZ,24.941176470588236,NA
85085,Maricopa County,AZ,75.05882352941177,NA
85132,Pinal County,AZ,78.3529411764706,NA
85142,Maricopa County,AZ,12.23529411764706,NA
85233,Maricopa County,AZ,45.41176470588235,NA
85234,Maricopa County,AZ,74.11764705882354,NA
85251,Maricopa County,AZ,44.94117647058823,NA
85286,Maricopa County,AZ,39.05882352941176,NA
85297,Maricopa County,AZ,71.29411764705881,NA
85375,Maricopa County,AZ,NA,1.2244897959183674
85614,Pima County,AZ,NA,6.938775510204081
85622,Pima County,AZ,NA,60.40816326530612
85713,Pima County,AZ,31.529411764705884,NA
86005,Coconino County,AZ,58.35294117647059,NA
86413,Mohave County,AZ,66.3529411764706,NA
86505,Apache County,AZ,NA,64.89795918367346
86538,Apache County,AZ,94.58823529411765,NA
72076,Pulaski County,AR,NA,19.183673469387756
72110,Conway County,AR,85.88235294117646,NA
72117,Pulaski County,AR,61.411764705882355,NA
72335,St. Francis County,AR,89.88235294117646,86.53061224489797
72758,Benton County,AR,NA,57.14285714285714
90017,Los Angeles County,CA,NA,88.16326530612245
90023,Los Angeles County,CA,42.11764705882353,NA
90031,Los Angeles County,CA,78.11764705882352,NA
90066,Los Angeles County,CA,52,NA
90221,Los Angeles County,CA,12.941176470588237,NA
90278,Los Angeles County,CA,70.11764705882354,NA
90606,Los Angeles County,CA,60.23529411764705,NA
90630,Orange County,CA,54.8235294117647,NA
90706,Los Angeles County,CA,NA,72.6530612244898
90815,Los Angeles County,CA,57.1764705882353,NA
91007,Los Angeles County,CA,94.35294117647058,NA
91203,Los Angeles County,CA,96,NA
91301,Los Angeles County,CA,82.11764705882352,NA
91306,Los Angeles County,CA,45.88235294117647,NA
91342,Los Angeles County,CA,60,NA
91356,Los Angeles County,CA,84.47058823529412,NA
91367,Los Angeles County,CA,NA,24.897959183673468
91732,Los Angeles County,CA,47.529411764705884,NA
91754,Los Angeles County,CA,NA,30.20408163265306
91770,Los Angeles County,CA,NA,16.3265306122449
91911,San Diego County,CA,NA,10.612244897959183
91913,San Diego County,CA,80.23529411764706,NA
91915,San Diego County,CA,88.94117647058823,NA
92010,San Diego County,CA,90.8235294117647,NA
92011,San Diego County,CA,87.52941176470588,NA
92036,San Diego County,CA,NA,99.18367346938776
92078,San Diego County,CA,NA,31.020408163265305
92223,Riverside County,CA,NA,54.285714285714285
92260,Riverside County,CA,62.82352941176471,NA
92301,San Bernardino County,CA,37.411764705882355,NA
92335,San Bernardino County,CA,12,NA
92354,San Bernardino County,CA,87.05882352941177,NA
92411,San Bernardino County,CA,82.35294117647058,NA
92557,Riverside County,CA,NA,70.61224489795919
92570,Riverside County,CA,80.47058823529412,NA
92571,Riverside County,CA,45.41176470588235,NA
92591,Riverside County,CA,55.294117647058826,NA
92604,Orange County,CA,84.70588235294117,NA
92610,Orange County,CA,91.76470588235294,NA
92629,Orange County,CA,81.41176470588235,NA
92656,Orange County,CA,NA,84.89795918367346
92672,Orange County,CA,75.05882352941177,NA
92673,Orange County,CA,NA,73.46938775510205
92675,Orange County,CA,NA,48.97959183673469
92677,Orange County,CA,74.58823529411764,NA
92688,Orange County,CA,41.411764705882355,NA
92867,Orange County,CA,66.82352941176471,NA
93012,Ventura County,CA,76.70588235294117,33.87755102040816
93030,Ventura County,CA,55.76470588235294,NA
93063,Ventura County,CA,39.294117647058826,NA
93065,Ventura County,CA,NA,22.040816326530614
93101,Santa Barbara County,CA,81.88235294117648,NA
93210,Fresno County,CA,94.11764705882352,NA
93308,Kern County,CA,29.88235294117647,NA
93309,Kern County,CA,34.11764705882353,NA
93465,San Luis Obispo County,CA,84,NA
93610,Madera County,CA,79.76470588235294,NA
93901,Monterey County,CA,61.64705882352941,NA
93906,Monterey County,CA,79.29411764705883,NA
94122,San Francisco County,CA,53.64705882352941,NA
94509,Contra Costa County,CA,NA,19.591836734693878
94536,Alameda County,CA,34.35294117647059,25.71428571428571
94574,Napa County,CA,NA,78.36734693877551
94618,Alameda County,CA,NA,75.10204081632654
94707,Alameda County,CA,NA,81.63265306122449
94928,Sonoma County,CA,70.35294117647058,NA
95111,Santa Clara County,CA,NA,47.755102040816325
95127,Santa Clara County,CA,46.82352941176471,NA
95207,San Joaquin County,CA,22.823529411764707,NA
95301,Merced County,CA,53.41176470588235,NA
95320,San Joaquin County,CA,80.70588235294117,NA
95321,Tuolumne County,CA,NA,87.34693877551021
95350,Stanislaus County,CA,NA,22.448979591836736
95355,Stanislaus County,CA,10.352941176470589,NA
95403,Sonoma County,CA,57.41176470588235,NA
95670,Sacramento County,CA,38.588235294117645,NA
95747,Placer County,CA,46.11764705882353,NA
95816,Sacramento County,CA,60.705882352941174,NA
95819,Sacramento County,CA,96.70588235294117,NA
95973,Butte County,CA,NA,24.081632653061224
96003,Shasta County,CA,49.64705882352941,NA
80014,Arapahoe County,CO,33.64705882352941,NA
80016,Arapahoe County,CO,24.705882352941178,NA
80017,Arapahoe County,CO,42.35294117647059,NA
80021,Jefferson County,CO,68.47058823529412,NA
80226,Jefferson County,CO,NA,67.3469387755102
80516,Weld County,CO,74.82352941176471,NA
80631,Weld County,CO,10.117647058823529,NA
80911,El Paso County,CO,47.529411764705884,NA
80919,El Paso County,CO,NA,56.734693877551024
81001,Pueblo County,CO,NA,61.224489795918366
81321,Montezuma County,CO,NA,57.55102040816327
06040,Hartford County,CT,12.705882352941176,NA
06067,Hartford County,CT,NA,71.42857142857143
06110,Hartford County,CT,NA,82.85714285714286
06457,Middlesex County,CT,8.470588235294118,NA
06516,New Haven County,CT,8,NA
06517,New Haven County,CT,58.11764705882353,NA
06790,Litchfield County,CT,NA,8.979591836734693
06840,Fairfield County,CT,NA,71.83673469387755
19709,New Castle County,DE,21.88235294117647,NA
19711,New Castle County,DE,NA,21.63265306122449
32117,Volusia County,FL,36.94117647058823,NA
32127,Volusia County,FL,NA,32.6530612244898
32174,Volusia County,FL,NA,11.428571428571429
32207,Duval County,FL,NA,60
32210,Duval County,FL,5.411764705882352,NA
32257,Duval County,FL,27.764705882352942,NA
32347,Taylor County,FL,88.47058823529412,NA
32504,Escambia County,FL,NA,26.93877551020408
32507,Escambia County,FL,NA,18.775510204081634
32514,Escambia County,FL,NA,46.53061224489796
32536,Okaloosa County,FL,68.23529411764706,NA
32571,Santa Rosa County,FL,NA,35.10204081632653
32615,Alachua County,FL,NA,73.06122448979592
