ZipCode,county,state,Pediatric
35903,Etowah County,AL,59.53757225433526
99507,Anchorage Municipality,AK,50.86705202312138
85033,Maricopa County,AZ,9.248554913294797
86556,Apache County,AZ,65.89595375722543
91790,Los Angeles County,CA,57.22543352601156
92704,Orange County,CA,16.76300578034682
93612,Fresno County,CA,35.26011560693642
93722,Fresno County,CA,6.9364161849710975
95357,Stanislaus County,CA,80.92485549132948
95358,Stanislaus County,CA,54.91329479768786
80005,Jefferson County,CO,86.70520231213872
80033,Jefferson County,CO,51.445086705202314
80204,Denver County,CO,29.47976878612717
80228,Jefferson County,CO,80.34682080924856
80235,Jefferson County,CO,94.21965317919076
80620,Weld County,CO,63.58381502890174
80920,El Paso County,CO,76.30057803468208
06106,Hartford County,CT,13.872832369942195
06401,New Haven County,CT,72.83236994219652
19901,Kent County,DE,31.79190751445087
32548,Okaloosa County,FL,72.83236994219652
32903,Brevard County,FL,97.6878612716763
32922,Brevard County,FL,53.75722543352601
33065,Broward County,FL,24.85549132947977
33069,Broward County,FL,58.95953757225434
33128,Miami-Dade County,FL,48.554913294797686
33138,Miami-Dade County,FL,81.5028901734104
33584,Hillsborough County,FL,68.78612716763006
34758,Osceola County,FL,17.91907514450867
34983,St. Lucie County,FL,15.028901734104046
34984,St. Lucie County,FL,90.17341040462428
30078,Gwinnett County,GA,61.849710982658955
30102,Cherokee County,GA,64.16184971098265
30114,Cherokee County,GA,63.005780346820806
30710,Whitfield County,GA,98.84393063583815
30901,Richmond County,GA,57.22543352601156
31032,Jones County,GA,94.79768786127167
31548,Camden County,GA,78.03468208092485
31705,Dougherty County,GA,55.49132947976878
83401,Bonneville County,ID,27.167630057803464
46032,Hamilton County,IN,95.95375722543352
46176,Shelby County,IN,72.25433526011561
46239,Marion County,IN,57.22543352601156
46268,Marion County,IN,69.36416184971098
46312,Lake County,IN,34.104046242774565
46517,Elkhart County,IN,38.15028901734104
46544,St. Joseph County,IN,50.28901734104046
47201,Bartholomew County,IN,45.664739884393065
50213,Clarke County,IA,91.90751445086705
52310,Jones County,IA,92.48554913294798
52404,Linn County,IA,24.277456647398843
52544,Appanoose County,IA,86.70520231213872
40223,Jefferson County,KY,82.65895953757226
40245,Jefferson County,KY,76.878612716763
40351,Rowan County,KY,21.38728323699422
40759,Whitley County,KY,86.70520231213872
42420,Henderson County,KY,45.08670520231214
70094,Jefferson Parish,LA,42.19653179190752
70452,St. Tammany Parish,LA,8.092485549132949
70462,Livingston Parish,LA,98.26589595375722
70538,St. Mary Parish,LA,83.8150289017341
70555,Vermilion Parish,LA,41.040462427745666
70570,St. Landry Parish,LA,2.8901734104046244
70757,Iberville Parish,LA,65.3179190751445
70805,East Baton Rouge Parish,LA,6.358381502890173
70815,East Baton Rouge Parish,LA,84.39306358381504
