ZipCode,county,state,Retirement,Geriatric
35034,Bibb County,AL,87.68472906403942,NA
35054,St. Clair County,AL,86.69950738916256,NA
35603,Morgan County,AL,NA,24.5
35633,Lauderdale County,AL,54.679802955665025,NA
36266,Clay County,AL,NA,96
36420,Covington County,AL,NA,51
36532,Baldwin County,AL,19.21182266009852,NA
36867,Russell County,AL,NA,56.99999999999999
99515,Anchorage Municipality,AK,NA,76.5
85338,Maricopa County,AZ,91.62561576354679,NA
85715,Pima County,AZ,81.77339901477832,NA
85742,Pima County,AZ,44.827586206896555,NA
86326,Yavapai County,AZ,NA,18
72010,White County,AR,NA,70.5
72022,Saline County,AR,NA,89.5
90005,Los Angeles County,CA,71.42857142857143,NA
90066,Los Angeles County,CA,NA,54.50000000000001
90068,Los Angeles County,CA,NA,68
90601,Los Angeles County,CA,87.192118226601,NA
91403,Los Angeles County,CA,NA,33.5
91709,San Bernardino County,CA,NA,69
91740,Los Angeles County,CA,NA,52.5
91748,Los Angeles County,CA,54.187192118226605,NA
91942,San Diego County,CA,85.22167487684729,NA
91977,San Diego County,CA,22.167487684729064,NA
92024,San Diego County,CA,40.39408866995074,NA
92064,San Diego County,CA,33.004926108374384,74
92065,San Diego County,CA,61.083743842364534,NA
92083,San Diego County,CA,NA,66.5
92103,San Diego County,CA,NA,70
92109,San Diego County,CA,51.231527093596064,NA
92120,San Diego County,CA,NA,42.5
92123,San Diego County,CA,39.90147783251231,NA
92128,San Diego County,CA,NA,10
92154,San Diego County,CA,17.24137931034483,NA
92211,Riverside County,CA,NA,0
92509,Riverside County,CA,32.01970443349754,NA
92626,Orange County,CA,41.37931034482759,NA
92629,Orange County,CA,NA,63
92688,Orange County,CA,NA,77.5
92706,Orange County,CA,NA,53.5
92708,Orange County,CA,NA,48
92845,Orange County,CA,NA,56.00000000000001
93247,Tulare County,CA,83.2512315270936,NA
93455,Santa Barbara County,CA,61.57635467980296,NA
93636,Madera County,CA,76.35467980295566,NA
94022,Santa Clara County,CA,NA,58.5
94066,San Mateo County,CA,NA,11.5
94116,San Francisco County,CA,29.55665024630542,NA
95320,San Joaquin County,CA,84.72906403940887,NA
