ZipCode,county,state,Retirement
36551,Baldwin County,AL,79.52755905511812
85033,Maricopa County,AZ,33.46456692913386
85387,Maricopa County,AZ,84.25196850393701
85634,Pima County,AZ,54.7244094488189
85704,Pima County,AZ,27.95275590551181
85711,Pima County,AZ,38.188976377952756
85741,Pima County,AZ,84.64566929133859
86401,Mohave County,AZ,4.724409448818897
72120,Pulaski County,AR,11.41732283464567
90002,Los Angeles County,CA,49.60629921259843
90057,Los Angeles County,CA,21.653543307086615
91342,Los Angeles County,CA,38.188976377952756
91361,Ventura County,CA,51.181102362204726
91732,Los Angeles County,CA,68.89763779527559
91770,Los Angeles County,CA,36.61417322834646
92037,San Diego County,CA,68.11023622047244
92243,Imperial County,CA,69.29133858267717
92407,San Bernardino County,CA,67.71653543307087
92544,Riverside County,CA,77.55905511811024
92707,Orange County,CA,40.94488188976378
93555,Kern County,CA,14.960629921259844
93619,Fresno County,CA,62.20472440944882
93635,Merced County,CA,66.53543307086615
93648,Fresno County,CA,83.46456692913385
93705,Fresno County,CA,64.56692913385827
93727,Fresno County,CA,24.015748031496063
94019,San Mateo County,CA,48.818897637795274
94124,San Francisco County,CA,16.141732283464567
94510,Solano County,CA,73.62204724409449
94571,Solano County,CA,50.39370078740157
94611,Alameda County,CA,48.031496062992126
95122,Santa Clara County,CA,86.22047244094489
95125,Santa Clara County,CA,17.716535433070867
95148,Santa Clara County,CA,63.77952755905512
95361,Stanislaus County,CA,28.74015748031496
95501,Humboldt County,CA,31.496062992125985
80013,Arapahoe County,CO,19.68503937007874
80031,Adams County,CO,45.2755905511811
80126,Douglas County,CO,45.66929133858268
80231,Denver County,CO,99.21259842519686
80922,El Paso County,CO,64.96062992125984
81623,Garfield County,CO,75.59055118110236
06040,Hartford County,CT,75.19685039370079
06450,New Haven County,CT,37.00787401574803
06902,Fairfield County,CT,9.05511811023622
19702,New Castle County,DE,12.204724409448819
19711,New Castle County,DE,50.78740157480315
19901,Kent County,DE,12.992125984251967
32073,Clay County,FL,25.984251968503933
32257,Duval County,FL,20.866141732283463
32503,Escambia County,FL,72.04724409448819
32907,Brevard County,FL,43.7007874015748
33434,Palm Beach County,FL,32.677165354330704
33446,Palm Beach County,FL,29.92125984251969
33458,Palm Beach County,FL,22.83464566929134
33708,Pinellas County,FL,51.181102362204726
33713,Pinellas County,FL,56.2992125984252
34224,Charlotte County,FL,49.21259842519685
34243,Manatee County,FL,23.228346456692915
34637,Pasco County,FL,90.15748031496062
34748,Lake County,FL,7.086614173228346
34788,Lake County,FL,27.165354330708663
30268,Fulton County,GA,97.24409448818898
30442,Jenkins County,GA,95.2755905511811
30540,Gilmer County,GA,35.039370078740156
30673,Wilkes County,GA,59.055118110236215
31024,Putnam County,GA,33.07086614173229
31620,Cook County,GA,80.70866141732283
83501,Nez Perce County,ID,8.267716535433072
83616,Ada County,ID,34.645669291338585
60410,Will County,IL,58.661417322834644
60416,Grundy County,IL,61.417322834645674
60473,Cook County,IL,38.976377952755904
60611,Cook County,IL,15.354330708661418
61019,Stephenson County,IL,81.10236220472441
61401,Knox County,IL,55.118110236220474
61603,Peoria County,IL,81.88976377952756
62040,Madison County,IL,34.25196850393701
62471,Fayette County,IL,92.1259842519685
62702,Sangamon County,IL,32.28346456692913
46032,Hamilton County,IN,47.63779527559055
46151,Morgan County,IN,16.92913385826772
46240,Marion County,IN,82.28346456692913
47302,Delaware County,IN,57.48031496062992
47330,Wayne County,IN,100
66208,Johnson County,KS,93.30708661417323
66214,Johnson County,KS,70.47244094488188
67220,Sedgwick County,KS,89.76377952755905
40299,Jefferson County,KY,47.24409448818898
70001,Jefferson Parish,LA,68.50393700787401
70003,Jefferson Parish,LA,20.47244094488189
70072,Jefferson Parish,LA,1.574803149606299
70501,Lafayette Parish,LA,23.62204724409449
71302,Rapides Parish,LA,46.8503937007874
04915,Waldo County,ME,31.88976377952756
20895,Montgomery County,MD,94.48818897637796
21117,Baltimore County,MD,50
21401,Anne Arundel County,MD,76.77165354330708
01020,Hampden County,MA,8.661417322834646
01581,Worcester County,MA,70.86614173228347
01801,Middlesex County,MA,62.59842519685039
01832,Essex County,MA,7.480314960629922
01852,Middlesex County,MA,1.1811023622047243
01929,Essex County,MA,88.58267716535433
01950,Essex County,MA,72.44094488188976
02121,Suffolk County,MA,0.39370078740157477
02125,Suffolk County,MA,79.13385826771653
02130,Suffolk County,MA,31.10236220472441
02360,Plymouth County,MA,35.43307086614173
02452,Middlesex County,MA,60.629921259842526
02601,Barnstable County,MA,20.078740157480315
02721,Bristol County,MA,74.01574803149606
02743,Bristol County,MA,55.51181102362205
48033,Oakland County,MI,57.08661417322835
48089,Macomb County,MI,21.25984251968504
48127,Wayne County,MI,42.51968503937008
48201,Wayne County,MI,44.881889763779526
48225,Wayne County,MI,54.330708661417326
48309,Oakland County,MI,24.409448818897637
48317,Macomb County,MI,14.173228346456693
48624,Gladwin County,MI,61.023622047244096
48840,Ingham County,MI,53.14960629921261
49002,Kalamazoo County,MI,29.133858267716533
49024,Kalamazoo County,MI,18.89763779527559
49423,Ottawa County,MI,59.84251968503938
55119,Ramsey County,MN,70.07874015748031
38756,Washington County,MS,87.00787401574803
63118,St. Louis city,MO,91.73228346456693
63368,St. Charles County,MO,18.503937007874015
64113,Jackson County,MO,74.80314960629921
64735,Henry County,MO,73.22834645669292
68118,Douglas County,NE,85.43307086614173
68138,Sarpy County,NE,83.07086614173228
89121,Clark County,NV,27.559055118110237
89147,Clark County,NV,39.76377952755906
