ZipCode,county,state,Adult,Geriatric
35160,Talladega County,AL,NA,35.18518518518518
35401,Tuscaloosa County,AL,31.03448275862069,NA
35555,Fayette County,AL,75.43103448275862,NA
35611,Limestone County,AL,NA,59.25925925925925
35622,Morgan County,AL,NA,90.27777777777779
35654,Franklin County,AL,91.8103448275862,NA
36117,Montgomery County,AL,NA,60.64814814814815
99508,Anchorage Municipality,AK,NA,63.888888888888886
85006,Maricopa County,AZ,52.1551724137931,NA
85050,Maricopa County,AZ,NA,67.5925925925926
85140,Pinal County,AZ,78.01724137931035,NA
85203,Maricopa County,AZ,79.3103448275862,NA
85262,Maricopa County,AZ,NA,83.79629629629629
85295,Maricopa County,AZ,46.98275862068966,NA
85351,Maricopa County,AZ,NA,0.9259259259259258
85364,Yuma County,AZ,3.0172413793103448,NA
85381,Maricopa County,AZ,90.51724137931035,NA
85635,Cochise County,AZ,70.25862068965517,NA
86004,Coconino County,AZ,6.4655172413793105,NA
86040,Coconino County,AZ,75.86206896551724,NA
86326,Yavapai County,AZ,NA,21.75925925925926
71854,Miller County,AR,45.689655172413794,NA
72023,Lonoke County,AR,72.41379310344827,NA
72764,Washington County,AR,NA,70.83333333333334
90020,Los Angeles County,CA,85.77586206896551,NA
90805,Los Angeles County,CA,19.396551724137932,NA
90813,Los Angeles County,CA,41.37931034482759,NA
91006,Los Angeles County,CA,NA,68.05555555555556
91042,Los Angeles County,CA,81.89655172413794,NA
91202,Los Angeles County,CA,93.10344827586206,30.555555555555557
91360,Ventura County,CA,NA,19.90740740740741
91501,Los Angeles County,CA,93.53448275862068,NA
91702,Los Angeles County,CA,39.6551724137931,57.407407407407405
91770,Los Angeles County,CA,NA,14.814814814814813
91911,San Diego County,CA,28.448275862068968,NA
92078,San Diego County,CA,NA,25.925925925925924
92084,San Diego County,CA,NA,44.907407407407405
92111,San Diego County,CA,NA,31.01851851851852
92262,Riverside County,CA,NA,46.2962962962963
92508,Riverside County,CA,NA,84.25925925925925
92548,Riverside County,CA,NA,94.9074074074074
92630,Orange County,CA,NA,32.870370370370374
92637,Orange County,CA,NA,3.2407407407407405
92646,Orange County,CA,NA,7.4074074074074066
92655,Orange County,CA,98.27586206896551,NA
92886,Orange County,CA,38.362068965517246,NA
93041,Ventura County,CA,NA,82.4074074074074
93402,San Luis Obispo County,CA,93.96551724137932,NA
93510,Los Angeles County,CA,NA,98.14814814814815
93536,Los Angeles County,CA,NA,53.24074074074075
93618,Tulare County,CA,65.51724137931035,NA
93636,Madera County,CA,NA,92.5925925925926
94116,San Francisco County,CA,NA,45.83333333333333
94403,San Mateo County,CA,64.22413793103449,NA
94545,Alameda County,CA,NA,62.96296296296296
94551,Alameda County,CA,62.06896551724138,NA
94591,Solano County,CA,NA,20.37037037037037
94595,Contra Costa County,CA,NA,9.25925925925926
95127,Santa Clara County,CA,50.43103448275862,28.703703703703702
95202,San Joaquin County,CA,NA,96.75925925925925
95205,San Joaquin County,CA,NA,77.31481481481481
95206,San Joaquin County,CA,65.94827586206897,NA
95370,Tuolumne County,CA,NA,36.574074074074076
95422,Lake County,CA,NA,75
96007,Shasta County,CA,77.15517241379311,NA
80015,Arapahoe County,CO,19.82758620689655,NA
80209,Denver County,CO,NA,73.61111111111111
80219,Denver County,CO,3.8793103448275863,NA
80249,Denver County,CO,43.96551724137931,NA
80631,Weld County,CO,8.189655172413794,NA
80909,El Paso County,CO,29.74137931034483,NA
81639,Routt County,CO,99.56896551724138,NA
06042,Hartford County,CT,46.55172413793103,NA
06070,Hartford County,CT,NA,72.22222222222221
06268,Tolland County,CT,NA,74.07407407407408
06401,New Haven County,CT,38.793103448275865,NA
06704,New Haven County,CT,27.155172413793103,NA
06811,Fairfield County,CT,NA,16.666666666666664
19702,New Castle County,DE,15.517241379310345,NA
19966,Sussex County,DE,28.879310344827587,NA
32040,Baker County,FL,NA,90.74074074074075
32055,Columbia County,FL,50.86206896551724,NA
32060,Suwannee County,FL,86.20689655172413,NA
32110,Flagler County,FL,79.3103448275862,NA
32174,Volusia County,FL,59.91379310344828,NA
32246,Duval County,FL,16.379310344827587,NA
32563,Santa Rosa County,FL,76.72413793103449,NA
32570,Santa Rosa County,FL,9.913793103448276,NA
32825,Orange County,FL,NA,47.68518518518518
33165,Miami-Dade County,FL,NA,3.7037037037037033
33304,Broward County,FL,NA,79.16666666666666
33351,Broward County,FL,NA,81.94444444444444
33407,Palm Beach County,FL,36.637931034482754,NA
33414,Palm Beach County,FL,58.189655172413794,NA
33432,Palm Beach County,FL,NA,31.48148148148148
33442,Broward County,FL,NA,10.648148148148149
33458,Palm Beach County,FL,29.310344827586203,NA
33469,Palm Beach County,FL,NA,31.944444444444443
33543,Pasco County,FL,67.67241379310344,NA
33566,Hillsborough County,FL,70.6896551724138,NA
33634,Hillsborough County,FL,NA,78.24074074074075
33755,Pinellas County,FL,55.603448275862064,NA
33905,Lee County,FL,NA,43.98148148148148
34473,Marion County,FL,NA,96.29629629629629
34474,Marion County,FL,NA,76.85185185185185
34476,Marion County,FL,73.27586206896551,NA
34479,Marion County,FL,NA,87.03703703703704
34748,Lake County,FL,23.70689655172414,NA
34952,St. Lucie County,FL,NA,8.333333333333332
30047,Gwinnett County,GA,NA,42.592592592592595
30084,DeKalb County,GA,NA,70.37037037037037
30120,Bartow County,GA,24.137931034482758,NA
30165,Floyd County,GA,NA,37.96296296296296
30525,Rabun County,GA,88.36206896551724,NA
30528,White County,GA,NA,68.98148148148148
30755,Whitfield County,GA,75,NA
30909,Richmond County,GA,NA,26.851851851851855
31021,Laurens County,GA,47.8448275862069,NA
31419,Chatham County,GA,42.672413793103445,NA
31602,Lowndes County,GA,45.258620689655174,NA
96744,Honolulu County,HI,23.275862068965516,NA
96782,Honolulu County,HI,NA,11.574074074074074
96789,Honolulu County,HI,26.72413793103448,NA
96817,Honolulu County,HI,NA,5.555555555555555
83607,Canyon County,ID,NA,75.46296296296296
83661,Payette County,ID,NA,51.388888888888886
60014,McHenry County,IL,NA,22.685185185185187
60047,Lake County,IL,44.827586206896555,NA
60056,Cook County,IL,NA,6.944444444444445
60073,Lake County,IL,NA,48.61111111111111
60120,Kane County,IL,33.62068965517241,NA
60201,Cook County,IL,56.03448275862068,NA
60450,Grundy County,IL,30.17241379310345,NA
60490,Will County,IL,74.13793103448276,NA
60515,DuPage County,IL,49.56896551724138,NA
60516,DuPage County,IL,59.05172413793104,NA
60615,Cook County,IL,NA,18.98148148148148
61201,Rock Island County,IL,46.12068965517241,NA
61611,Tazewell County,IL,81.46551724137932,NA
62203,St. Clair County,IL,NA,94.44444444444444
46038,Hamilton County,IN,NA,64.35185185185185
