ZipCode,county,state,Youth,Adult
35007,Shelby County,AL,51.80722891566265,NA
35020,Jefferson County,AL,44.97991967871486,NA
35160,Talladega County,AL,10.040160642570282,NA
35173,Jefferson County,AL,50.20080321285141,NA
35212,Jefferson County,AL,57.42971887550201,NA
35645,Lauderdale County,AL,92.3694779116466,NA
36271,Calhoun County,AL,NA,97.1291866028708
36360,Dale County,AL,NA,47.368421052631575
36801,Lee County,AL,NA,65.07177033492823
99507,Anchorage Municipality,AK,NA,31.57894736842105
99645,Matanuska-Susitna Borough,AK,20.883534136546185,NA
85007,Maricopa County,AZ,NA,9.569377990430622
85021,Maricopa County,AZ,81.52610441767068,NA
85202,Maricopa County,AZ,36.54618473895582,NA
85304,Maricopa County,AZ,NA,55.980861244019145
85382,Maricopa County,AZ,67.8714859437751,NA
85704,Pima County,AZ,NA,47.84688995215311
85757,Pima County,AZ,51.00401606425703,NA
86403,Mohave County,AZ,NA,46.411483253588514
71801,Hempstead County,AR,39.75903614457831,NA
72211,Pulaski County,AR,NA,86.60287081339713
72227,Pulaski County,AR,NA,80.86124401913875
90026,Los Angeles County,CA,NA,46.889952153110045
90703,Los Angeles County,CA,73.09236947791165,NA
90805,Los Angeles County,CA,NA,18.181818181818183
91605,Los Angeles County,CA,81.92771084337349,NA
91744,Los Angeles County,CA,27.309236947791167,NA
91786,San Bernardino County,CA,62.24899598393574,NA
92011,San Diego County,CA,NA,87.08133971291866
92081,San Diego County,CA,NA,97.60765550239235
92109,San Diego County,CA,NA,76.55502392344498
92113,San Diego County,CA,NA,25.358851674641148
92505,Riverside County,CA,69.47791164658635,NA
92802,Orange County,CA,67.06827309236948,NA
92805,Orange County,CA,28.514056224899598,NA
93455,Santa Barbara County,CA,NA,30.62200956937799
94121,San Francisco County,CA,NA,79.90430622009569
94513,Contra Costa County,CA,NA,32.535885167464116
95128,Santa Clara County,CA,NA,35.406698564593306
95337,San Joaquin County,CA,NA,41.14832535885167
95363,Stanislaus County,CA,85.14056224899599,NA
95376,San Joaquin County,CA,65.46184738955823,NA
95691,Yolo County,CA,NA,85.16746411483254
95823,Sacramento County,CA,37.34939759036144,NA
95961,Yuba County,CA,69.07630522088354,NA
95973,Butte County,CA,NA,22.966507177033492
80022,Adams County,CO,63.85542168674698,NA
80031,Adams County,CO,53.01204819277109,NA
80226,Jefferson County,CO,31.32530120481928,NA
80504,Boulder County,CO,12.048192771084338,NA
80525,Larimer County,CO,48.99598393574297,NA
80534,Weld County,CO,NA,75.11961722488039
