ZipCode,county,state,Youth
35125,St. Clair County,AL,97.40932642487047
35214,Jefferson County,AL,73.57512953367875
36303,Houston County,AL,31.606217616580313
36587,Mobile County,AL,69.94818652849742
36701,Dallas County,AL,59.58549222797927
85008,Maricopa County,AZ,7.772020725388601
85746,Pima County,AZ,23.83419689119171
71913,Garland County,AR,15.544041450777202
90247,Los Angeles County,CA,49.22279792746114
91354,Los Angeles County,CA,63.730569948186535
92101,San Diego County,CA,83.41968911917098
92201,Riverside County,CA,21.761658031088082
92395,San Bernardino County,CA,53.36787564766839
92551,Riverside County,CA,56.994818652849744
92694,Orange County,CA,53.8860103626943
93035,Ventura County,CA,71.50259067357513
93510,Los Angeles County,CA,100
93536,Los Angeles County,CA,43.523316062176164
93703,Fresno County,CA,32.64248704663213
93940,Monterey County,CA,91.19170984455958
94118,San Francisco County,CA,55.44041450777202
94605,Alameda County,CA,82.90155440414507
95828,Sacramento County,CA,75.12953367875647
96073,Shasta County,CA,93.78238341968913
80016,Arapahoe County,CO,4.66321243523316
80204,Denver County,CO,33.160621761658035
80602,Adams County,CO,9.32642487046632
80644,Weld County,CO,77.720207253886
06066,Tolland County,CT,46.1139896373057
06514,New Haven County,CT,38.860103626943
06825,Fairfield County,CT,77.2020725388601
19709,New Castle County,DE,19.170984455958546
32208,Duval County,FL,27.461139896373055
32257,Duval County,FL,45.07772020725388
32669,Alachua County,FL,54.92227979274611
32736,Lake County,FL,94.81865284974094
32822,Orange County,FL,82.38341968911918
32966,Indian River County,FL,93.26424870466322
33014,Miami-Dade County,FL,48.18652849740933
33032,Miami-Dade County,FL,51.29533678756477
33157,Miami-Dade County,FL,15.025906735751295
33189,Miami-Dade County,FL,74.61139896373057
33311,Broward County,FL,23.316062176165804
33325,Broward County,FL,75.64766839378238
33411,Palm Beach County,FL,61.6580310880829
33418,Palm Beach County,FL,89.11917098445595
33470,Palm Beach County,FL,87.56476683937824
33484,Palm Beach County,FL,96.37305699481865
33615,Hillsborough County,FL,58.03108808290155
33917,Lee County,FL,58.03108808290155
33990,Lee County,FL,67.87564766839378
34104,Collier County,FL,68.39378238341969
34237,Sarasota County,FL,79.27461139896373
34474,Marion County,FL,68.9119170984456
30016,Newton County,GA,49.22279792746114
30034,DeKalb County,GA,14.507772020725387
30238,Clayton County,GA,29.533678756476682
30401,Emanuel County,GA,62.69430051813472
46222,Marion County,IN,37.30569948186528
50310,Polk County,IA,37.82383419689119
