ZipCode,county,state,Adult,Geriatric
35404,Tuscaloosa County,AL,12,NA
35476,Tuscaloosa County,AL,NA,55.95854922279793
36526,Baldwin County,AL,NA,28.497409326424872
36603,Mobile County,AL,NA,90.67357512953367
36701,Dallas County,AL,NA,46.63212435233161
36804,Lee County,AL,NA,73.57512953367875
99508,Anchorage Municipality,AK,18.285714285714285,NA
85119,Pinal County,AZ,NA,41.968911917098445
85226,Maricopa County,AZ,NA,92.74611398963731
85296,Maricopa County,AZ,NA,88.08290155440415
85653,Pima County,AZ,NA,96.89119170984456
86305,Yavapai County,AZ,NA,47.15025906735752
86409,Mohave County,AZ,29.714285714285715,NA
72034,Faulkner County,AR,NA,82.90155440414507
72114,Pulaski County,AR,70.28571428571428,NA
72401,Craighead County,AR,NA,12.953367875647666
90003,Los Angeles County,CA,NA,51.813471502590666
90033,Los Angeles County,CA,NA,41.45077720207254
90036,Los Angeles County,CA,NA,31.606217616580313
90063,Los Angeles County,CA,NA,47.66839378238342
90212,Los Angeles County,CA,NA,83.93782383419689
90240,Los Angeles County,CA,NA,76.16580310880829
90292,Los Angeles County,CA,NA,94.30051813471503
90650,Los Angeles County,CA,NA,70.98445595854922
90802,Los Angeles County,CA,NA,84.97409326424871
91764,San Bernardino County,CA,80.57142857142857,NA
92026,San Diego County,CA,48,NA
92120,San Diego County,CA,NA,45.59585492227979
92203,Riverside County,CA,NA,29.015544041450774
92236,Riverside County,CA,NA,87.04663212435233
92404,San Bernardino County,CA,17.142857142857142,NA
92821,Orange County,CA,NA,30.569948186528496
92833,Orange County,CA,44,NA
93705,Fresno County,CA,NA,92.2279792746114
94110,San Francisco County,CA,9.142857142857142,NA
94553,Contra Costa County,CA,84.57142857142857,NA
94601,Alameda County,CA,NA,53.36787564766839
94928,Sonoma County,CA,NA,40.932642487046635
95240,San Joaquin County,CA,13.714285714285715,NA
95380,Stanislaus County,CA,25.142857142857146,NA
95457,Lake County,CA,NA,83.41968911917098
95610,Sacramento County,CA,65.71428571428571,NA
95632,Sacramento County,CA,55.42857142857143,NA
95823,Sacramento County,CA,54.85714285714286,NA
95928,Butte County,CA,NA,21.761658031088082
96073,Shasta County,CA,NA,97.40932642487047
96161,Nevada County,CA,80,NA
80113,Arapahoe County,CO,51.42857142857142,NA
80226,Jefferson County,CO,42.857142857142854,NA
80524,Larimer County,CO,NA,68.39378238341969
80634,Weld County,CO,NA,6.217616580310881
80915,El Paso County,CO,NA,56.994818652849744
81005,Pueblo County,CO,35.42857142857142,NA
06040,Hartford County,CT,7.428571428571429,NA
06105,Hartford County,CT,NA,50.259067357512954
06112,Hartford County,CT,16,NA
06606,Fairfield County,CT,17.71428571428571,NA
06762,New Haven County,CT,92.57142857142857,NA
06811,Fairfield County,CT,NA,11.917098445595855
06902,Fairfield County,CT,76.57142857142857,NA
32168,Volusia County,FL,NA,60.62176165803109
32708,Seminole County,FL,66.28571428571428,NA
32805,Orange County,FL,30.28571428571429,60.10362694300518
33019,Broward County,FL,NA,53.8860103626943
33020,Broward County,FL,NA,61.6580310880829
33030,Miami-Dade County,FL,NA,97.92746113989638
