ZipCode,county,state,Youth,Adult,Retirement
35046,Chilton County,AL,94,NA,NA
35085,Chilton County,AL,NA,82.44972577696527,NA
35125,St. Clair County,AL,NA,54.47897623400365,NA
35214,Jefferson County,AL,NA,27.605118829981716,NA
35620,Limestone County,AL,54,NA,NA
36116,Montgomery County,AL,NA,18.281535648994517,NA
36268,Talladega County,AL,NA,81.53564899451554,NA
36301,Houston County,AL,NA,14.990859232175502,NA
36360,Dale County,AL,NA,46.25228519195612,NA
36507,Baldwin County,AL,NA,38.57404021937843,NA
36553,Washington County,AL,NA,98.53747714808044,NA
99516,Anchorage Municipality,AK,NA,NA,88.75
85013,Maricopa County,AZ,NA,NA,68.125
85018,Maricopa County,AZ,NA,31.992687385740403,NA
85019,Maricopa County,AZ,NA,37.111517367458866,NA
85028,Maricopa County,AZ,NA,89.03107861060329,NA
85031,Maricopa County,AZ,NA,75.13711151736746,NA
85033,Maricopa County,AZ,12,NA,NA
85040,Maricopa County,AZ,22,NA,NA
85044,Maricopa County,AZ,NA,NA,45.9375
85122,Pinal County,AZ,NA,6.946983546617916,NA
85205,Maricopa County,AZ,NA,NA,26.25
85207,Maricopa County,AZ,NA,56.30712979890311,NA
85209,Maricopa County,AZ,NA,59.78062157221207,NA
85215,Maricopa County,AZ,NA,78.42778793418648,NA
85254,Maricopa County,AZ,NA,NA,30.625000000000004
85296,Maricopa County,AZ,NA,30.16453382084095,NA
85331,Maricopa County,AZ,NA,NA,53.43750000000001
85355,Maricopa County,AZ,NA,80.07312614259597,NA
85382,Maricopa County,AZ,NA,NA,39.375
85716,Pima County,AZ,9.5,NA,NA
85737,Pima County,AZ,NA,NA,46.875
71730,Union County,AR,43,NA,NA
72081,White County,AR,NA,NA,59.06249999999999
72116,Pulaski County,AR,NA,68.73857404021938,NA
72401,Craighead County,AR,NA,12.79707495429616,NA
72454,Clay County,AR,NA,90.85923217550274,NA
72734,Benton County,AR,93.5,NA,NA
72764,Washington County,AR,25.5,NA,NA
72802,Pope County,AR,NA,71.84643510054845,66.5625
72903,Sebastian County,AR,74.5,NA,NA
72949,Franklin County,AR,NA,96.52650822669105,NA
90006,Los Angeles County,CA,NA,63.43692870201097,NA
90245,Los Angeles County,CA,NA,NA,65.625
90274,Los Angeles County,CA,NA,NA,63.125
90505,Los Angeles County,CA,NA,55.94149908592322,NA
90713,Los Angeles County,CA,38.5,NA,NA
90732,Los Angeles County,CA,NA,79.89031078610603,NA
90802,Los Angeles County,CA,NA,NA,88.125
90808,Los Angeles County,CA,NA,78.97623400365632,NA
90813,Los Angeles County,CA,NA,28.70201096892139,NA
91024,Los Angeles County,CA,NA,NA,96.25
91202,Los Angeles County,CA,NA,NA,69.375
91324,Los Angeles County,CA,85,NA,NA
91342,Los Angeles County,CA,NA,NA,13.125
91343,Los Angeles County,CA,39,NA,NA
91362,Ventura County,CA,62.5,NA,NA
91791,Los Angeles County,CA,NA,76.41681901279708,NA
92025,San Diego County,CA,NA,47.16636197440585,NA
92028,San Diego County,CA,60,NA,NA
92056,San Diego County,CA,NA,53.016453382084094,NA
92071,San Diego County,CA,NA,21.755027422303474,NA
92126,San Diego County,CA,NA,44.78976234003657,NA
92201,Riverside County,CA,17.5,NA,NA
92240,Riverside County,CA,NA,77.14808043875686,NA
92241,Riverside County,CA,NA,93.05301645338209,NA
92262,Riverside County,CA,NA,18.82998171846435,NA
92311,San Bernardino County,CA,NA,35.10054844606947,NA
92410,San Bernardino County,CA,NA,29.61608775137112,NA
92411,San Bernardino County,CA,64.5,NA,NA
92595,Riverside County,CA,37,NA,NA
92627,Orange County,CA,NA,17.550274223034734,NA
92648,Orange County,CA,NA,NA,23.4375
92677,Orange County,CA,NA,NA,10
92691,Orange County,CA,NA,50.6398537477148,NA
92782,Orange County,CA,74.5,NA,NA
92802,Orange County,CA,NA,53.199268738574034,NA
92804,Orange County,CA,38,NA,NA
92860,Riverside County,CA,NA,68.55575868372942,NA
92867,Orange County,CA,56.49999999999999,NA,NA
92880,Riverside County,CA,NA,NA,94.6875
93010,Ventura County,CA,NA,30.712979890310788,NA
93036,Ventura County,CA,NA,26.87385740402194,NA
93105,Santa Barbara County,CA,NA,86.47166361974405,89.6875
93422,San Luis Obispo County,CA,NA,NA,42.5
93454,Santa Barbara County,CA,NA,NA,80.625
93514,Inyo County,CA,NA,NA,74.0625
93611,Fresno County,CA,NA,NA,73.75
93631,Fresno County,CA,NA,92.68738574040219,NA
93635,Merced County,CA,NA,68.00731261425959,NA
93654,Fresno County,CA,NA,76.78244972577697,NA
93727,Fresno County,CA,NA,NA,26.25
93923,Monterey County,CA,NA,NA,60.9375
93940,Monterey County,CA,NA,NA,28.125
94014,San Mateo County,CA,NA,NA,27.500000000000004
94070,San Mateo County,CA,74,NA,NA
94080,San Mateo County,CA,NA,62.888482632541134,NA
94117,San Francisco County,CA,NA,34.73491773308958,NA
94118,San Francisco County,CA,NA,53.93053016453382,NA
94501,Alameda County,CA,NA,NA,39.6875
94541,Alameda County,CA,NA,NA,17.5
94553,Contra Costa County,CA,24.5,NA,NA
94588,Alameda County,CA,NA,69.83546617915904,NA
94602,Alameda County,CA,NA,75.86837294332724,NA
94705,Alameda County,CA,81.5,92.50457038391224,NA
94952,Sonoma County,CA,NA,NA,33.125
95023,San Benito County,CA,NA,24.314442413162705,NA
95110,Santa Clara County,CA,NA,78.61060329067642,NA
95125,Santa Clara County,CA,NA,NA,21.875
95127,Santa Clara County,CA,NA,NA,40.3125
95389,Mariposa County,CA,97.5,NA,NA
95405,Sonoma County,CA,NA,95.06398537477148,NA
95422,Lake County,CA,NA,58.13528336380256,NA
95501,Humboldt County,CA,NA,NA,31.25
95521,Humboldt County,CA,NA,NA,97.1875
95624,Sacramento County,CA,NA,73.308957952468,NA
95630,Sacramento County,CA,NA,23.217550274223033,NA
95670,Sacramento County,CA,NA,NA,70
