ZipCode,county,state,Retirement
36330,Coffee County,AL,26.060606060606062
85210,Maricopa County,AZ,77.57575757575758
85213,Maricopa County,AZ,49.696969696969695
85365,Yuma County,AZ,49.09090909090909
71822,Little River County,AR,67.27272727272727
90403,Los Angeles County,CA,63.63636363636363
90505,Los Angeles County,CA,29.09090909090909
90640,Los Angeles County,CA,18.787878787878785
91744,Los Angeles County,CA,87.27272727272727
91791,Los Angeles County,CA,38.18181818181819
92115,San Diego County,CA,81.81818181818183
92264,Riverside County,CA,8.484848484848486
92543,Riverside County,CA,47.27272727272727
92707,Orange County,CA,71.51515151515152
92870,Orange County,CA,13.939393939393941
93212,Kings County,CA,80
93304,Kern County,CA,69.6969696969697
94618,Alameda County,CA,88.48484848484848
94619,Alameda County,CA,51.515151515151516
95132,Santa Clara County,CA,58.18181818181818
95382,Stanislaus County,CA,55.757575757575765
95678,Placer County,CA,59.3939393939394
95963,Glenn County,CA,86.06060606060606
96007,Shasta County,CA,50.90909090909091
96161,Nevada County,CA,66.66666666666666
80123,Jefferson County,CO,46.06060606060606
80127,Jefferson County,CO,38.18181818181819
80233,Adams County,CO,44.24242424242424
80734,Phillips County,CO,100
06033,Hartford County,CT,47.878787878787875
06105,Hartford County,CT,61.81818181818181
06114,Hartford County,CT,82.42424242424242
06511,New Haven County,CT,53.939393939393945
32141,Volusia County,FL,72.12121212121212
32277,Duval County,FL,69.0909090909091
32536,Okaloosa County,FL,15.151515151515152
33458,Palm Beach County,FL,52.121212121212125
33981,Charlotte County,FL,66.06060606060606
34103,Collier County,FL,58.78787878787879
34104,Collier County,FL,86.66666666666667
34950,St. Lucie County,FL,41.81818181818181
30062,Cobb County,GA,40
30187,Douglas County,GA,73.93939393939394
30512,Union County,GA,38.18181818181819
30720,Whitfield County,GA,52.72727272727272
31792,Thomas County,GA,76.36363636363637
83815,Kootenai County,ID,75.75757575757575
60411,Cook County,IL,7.878787878787878
60433,Will County,IL,67.87878787878789
60617,Cook County,IL,0.6060606060606061
60630,Cook County,IL,32.121212121212125
61088,Winnebago County,IL,96.96969696969697
62959,Williamson County,IL,12.121212121212121
46142,Johnson County,IN,56.96969696969697
46201,Marion County,IN,24.848484848484848
46368,Porter County,IN,10.303030303030303
46628,St. Joseph County,IN,35.75757575757576
50036,Boone County,IA,46.666666666666664
66618,Shawnee County,KS,73.33333333333333
40069,Washington County,KY,78.78787878787878
40906,Knox County,KY,91.51515151515152
41076,Campbell County,KY,41.21212121212121
70058,Jefferson Parish,LA,94.54545454545455
70390,Assumption Parish,LA,63.030303030303024
70403,Tangipahoa Parish,LA,18.181818181818183
04843,Knox County,ME,56.36363636363636
20850,Montgomery County,MD,64.84848484848484
20854,Montgomery County,MD,61.212121212121204
21043,Howard County,MD,30.909090909090907
01604,Worcester County,MA,0
01609,Worcester County,MA,85.45454545454545
01748,Middlesex County,MA,27.27272727272727
01824,Middlesex County,MA,6.0606060606060606
02132,Suffolk County,MA,24.242424242424242
02135,Suffolk County,MA,7.2727272727272725
02136,Suffolk County,MA,42.42424242424242
02155,Middlesex County,MA,4.848484848484849
02301,Plymouth County,MA,6.666666666666667
02446,Norfolk County,MA,60.60606060606061
48312,Macomb County,MI,10.909090909090908
48507,Genesee County,MI,20.606060606060606
48838,Montcalm County,MI,18.787878787878785
49103,Berrien County,MI,89.6969696969697
49417,Ottawa County,MI,3.6363636363636362
49441,Muskegon County,MI,2.4242424242424243
55038,Washington County,MN,78.78787878787878
56482,Wadena County,MN,95.75757575757575
39301,Lauderdale County,MS,32.72727272727273
63121,St. Louis County,MO,36.96969696969697
64151,Platte County,MO,11.515151515151516
65711,Wright County,MO,90.9090909090909
03064,Hillsborough County,NH,33.33333333333333
03106,Merrimack County,NH,36.36363636363637
07011,Passaic County,NJ,16.363636363636363
07039,Essex County,NJ,93.33333333333333
07094,Hudson County,NJ,95.15151515151516
08731,Ocean County,NJ,34.54545454545455
08857,Middlesex County,NJ,62.42424242424243
87506,Santa Fe County,NM,33.939393939393945
10465,Bronx County,NY,26.666666666666668
11205,Kings County,NY,48.484848484848484
13140,Cayuga County,NY,93.93939393939394
14120,Niagara County,NY,5.454545454545454
14456,Ontario County,NY,3.0303030303030303
14580,Monroe County,NY,28.484848484848484
14612,Monroe County,NY,60
14626,Monroe County,NY,1.8181818181818181
27360,Davidson County,NC,16.969696969696972
27511,Wake County,NC,98.18181818181819
27516,Orange County,NC,31.515151515151512
27610,Wake County,NC,21.21212121212121
27617,Wake County,NC,87.87878787878788
28227,Mecklenburg County,NC,80.60606060606061
28334,Sampson County,NC,17.575757575757574
28540,Onslow County,NC,53.333333333333336
28732,Henderson County,NC,50.303030303030305
44057,Lake County,OH,44.84848484848485
44505,Mahoning County,OH,64.24242424242425
45224,Hamilton County,OH,44.84848484848485
45805,Allen County,OH,92.72727272727272
73020,Oklahoma County,OK,15.757575757575756
73111,Oklahoma County,OK,99.39393939393939
74960,Adair County,OK,78.18181818181819
97222,Clackamas County,OR,72.72727272727273
97223,Washington County,OR,14.545454545454545
15236,Allegheny County,PA,70.9090909090909
15650,Westmoreland County,PA,43.63636363636363
16648,Blair County,PA,98.7878787878788
16833,Clearfield County,PA,89.0909090909091
17111,Dauphin County,PA,4.242424242424243
17551,Lancaster County,PA,84.24242424242424
19054,Bucks County,PA,73.93939393939394
19119,Philadelphia County,PA,12.121212121212121
19134,Philadelphia County,PA,70.3030303030303
02906,Providence County,RI,30.303030303030305
29645,Laurens County,SC,68.48484848484848
29710,York County,SC,37.57575757575757
29730,York County,SC,25.454545454545453
29860,Edgefield County,SC,83.63636363636363
57104,Minnehaha County,SD,75.15151515151514
57201,Codington County,SD,54.54545454545454
37616,Greene County,TN,96.36363636363636
37692,Unicoi County,TN,84.84848484848484
37803,Blount County,TN,9.696969696969697
38401,Maury County,TN,23.636363636363637
75067,Denton County,TX,23.03030303030303
75103,Van Zandt County,TX,40.60606060606061
75693,Gregg County,TX,90.30303030303031
75701,Smith County,TX,9.090909090909092
77388,Harris County,TX,76.96969696969697
77418,Austin County,TX,97.57575757575758
78520,Cameron County,TX,55.15151515151515
79762,Ector County,TX,29.6969696969697
84116,Salt Lake County,UT,21.818181818181817
84117,Salt Lake County,UT,57.57575757575758
05060,Orange County,VT,92.12121212121212
23002,Amelia County,VA,81.21212121212122
23185,James City County,VA,1.2121212121212122
23831,Chesterfield County,VA,20
98070,King County,WA,64.84848484848484
98203,Snohomish County,WA,22.424242424242426
98204,Snohomish County,WA,35.15151515151515
98282,Island County,WA,27.878787878787882
98339,Jefferson County,WA,83.03030303030303
25312,Kanawha County,WV,43.03030303030303
26003,Ohio County,WV,13.333333333333334
