ZipCode,county,state,Adult
35022,Jefferson County,AL,40.59259259259259
35405,Tuscaloosa County,AL,9.037037037037036
35951,Marshall County,AL,64.14814814814814
36117,Montgomery County,AL,35.25925925925926
36201,Calhoun County,AL,28.000000000000004
36542,Baldwin County,AL,78.07407407407408
36551,Baldwin County,AL,90.51851851851852
36605,Mobile County,AL,41.333333333333336
36801,Lee County,AL,60.88888888888889
99517,Anchorage Municipality,AK,62.22222222222222
85040,Maricopa County,AZ,21.62962962962963
85122,Pinal County,AZ,8.88888888888889
85301,Maricopa County,AZ,5.62962962962963
72007,Lonoke County,AR,95.7037037037037
72116,Pulaski County,AR,71.11111111111111
90013,Los Angeles County,CA,57.18518518518518
90019,Los Angeles County,CA,42.074074074074076
90044,Los Angeles County,CA,31.407407407407405
90241,Los Angeles County,CA,55.7037037037037
90631,Orange County,CA,67.11111111111111
90650,Los Angeles County,CA,50.66666666666667
90723,Los Angeles County,CA,53.77777777777778
90732,Los Angeles County,CA,81.33333333333333
90805,Los Angeles County,CA,19.85185185185185
91011,Los Angeles County,CA,87.85185185185185
91207,Los Angeles County,CA,96.44444444444444
91331,Los Angeles County,CA,87.1111111111111
91342,Los Angeles County,CA,54.22222222222223
91744,Los Angeles County,CA,21.185185185185183
91911,San Diego County,CA,25.185185185185183
91950,San Diego County,CA,68.44444444444444
92021,San Diego County,CA,46.22222222222222
92025,San Diego County,CA,75.70370370370371
92026,San Diego County,CA,56.592592592592595
92064,San Diego County,CA,95.25925925925925
92078,San Diego County,CA,55.407407407407405
92082,San Diego County,CA,87.25925925925925
92103,San Diego County,CA,46.81481481481482
92173,San Diego County,CA,83.85185185185186
92284,San Bernardino County,CA,59.7037037037037
92311,San Bernardino County,CA,37.925925925925924
92320,Riverside County,CA,94.37037037037037
92335,San Bernardino County,CA,75.1111111111111
92374,San Bernardino County,CA,72.74074074074073
92404,San Bernardino County,CA,19.407407407407405
92407,San Bernardino County,CA,20.296296296296294
92410,San Bernardino County,CA,35.11111111111111
92507,Riverside County,CA,42.81481481481482
92544,Riverside County,CA,76
92701,Orange County,CA,74.81481481481481
92707,Orange County,CA,72.14814814814815
92805,Orange County,CA,59.55555555555555
93021,Ventura County,CA,59.851851851851855
93023,Ventura County,CA,70.22222222222221
93109,Santa Barbara County,CA,99.11111111111111
93203,Kern County,CA,82.96296296296296
93223,Tulare County,CA,86.07407407407408
93230,Kings County,CA,20.88888888888889
93455,Santa Barbara County,CA,33.62962962962963
93458,Santa Barbara County,CA,15.851851851851853
93535,Los Angeles County,CA,9.777777777777779
93555,Kern County,CA,26.37037037037037
93638,Madera County,CA,82.37037037037037
93654,Fresno County,CA,79.11111111111111
93662,Fresno County,CA,57.77777777777777
93727,Fresno County,CA,15.703703703703702
93905,Monterey County,CA,69.33333333333334
94015,San Mateo County,CA,44.74074074074074
94085,Santa Clara County,CA,93.33333333333333
94112,San Francisco County,CA,25.77777777777778
94513,Contra Costa County,CA,36.2962962962963
94518,Contra Costa County,CA,77.62962962962962
94520,Contra Costa County,CA,65.48148148148148
94536,Alameda County,CA,33.03703703703704
94541,Alameda County,CA,25.62962962962963
94596,Contra Costa County,CA,81.92592592592592
94621,Alameda County,CA,33.925925925925924
94903,Marin County,CA,73.92592592592592
95012,Monterey County,CA,83.4074074074074
95035,Santa Clara County,CA,50.96296296296296
95046,Santa Clara County,CA,93.62962962962963
95315,Merced County,CA,86.81481481481481
95350,Stanislaus County,CA,21.333333333333336
95376,San Joaquin County,CA,30.22222222222222
95540,Humboldt County,CA,59.40740740740741
95621,Sacramento County,CA,87.85185185185185
95991,Sutter County,CA,30.962962962962965
96094,Siskiyou County,CA,91.85185185185185
80013,Arapahoe County,CO,11.25925925925926
80016,Arapahoe County,CO,24.444444444444443
80017,Arapahoe County,CO,39.7037037037037
