ZipCode,county,state,Retirement,Geriatric
35007,Shelby County,AL,28.205128205128204,NA
35570,Marion County,AL,NA,54.310344827586206
35961,DeKalb County,AL,NA,96.12068965517241
36203,Calhoun County,AL,NA,74.56896551724138
36207,Calhoun County,AL,53.333333333333336,NA
36322,Dale County,AL,84.1025641025641,NA
36330,Coffee County,AL,NA,49.56896551724138
85023,Maricopa County,AZ,NA,60.3448275862069
85048,Maricopa County,AZ,60,NA
85118,Pinal County,AZ,NA,83.62068965517241
85123,Pinal County,AZ,NA,84.91379310344827
85205,Maricopa County,AZ,NA,25.43103448275862
85233,Maricopa County,AZ,47.179487179487175,NA
85251,Maricopa County,AZ,45.12820512820513,NA
85282,Maricopa County,AZ,NA,66.37931034482759
85308,Maricopa County,AZ,14.358974358974358,NA
85331,Maricopa County,AZ,NA,96.55172413793103
85653,Pima County,AZ,NA,93.10344827586206
71852,Howard County,AR,80,NA
72223,Pulaski County,AR,55.38461538461539,NA
72756,Benton County,AR,65.12820512820512,NA
72903,Sebastian County,AR,84.61538461538461,NA
72927,Logan County,AR,78.97435897435898,NA
90045,Los Angeles County,CA,48.205128205128204,NA
90503,Los Angeles County,CA,34.35897435897436,NA
91010,Los Angeles County,CA,NA,70.25862068965517
91320,Ventura County,CA,46.666666666666664,NA
91403,Los Angeles County,CA,NA,40.08620689655172
91607,Los Angeles County,CA,74.35897435897436,NA
91740,Los Angeles County,CA,45.64102564102564,NA
91766,Los Angeles County,CA,NA,35.3448275862069
92020,San Diego County,CA,NA,64.22413793103449
92078,San Diego County,CA,NA,26.29310344827586
92107,San Diego County,CA,NA,87.93103448275862
92120,San Diego County,CA,NA,51.724137931034484
92648,Orange County,CA,51.7948717948718,NA
92651,Orange County,CA,38.46153846153847,NA
92660,Orange County,CA,NA,16.810344827586206
93010,Ventura County,CA,NA,14.655172413793101
93291,Tulare County,CA,66.66666666666666,NA
93726,Fresno County,CA,40,NA
94002,San Mateo County,CA,70.25641025641025,47.41379310344828
94133,San Francisco County,CA,NA,28.01724137931034
94520,Contra Costa County,CA,55.8974358974359,NA
94706,Alameda County,CA,81.53846153846153,NA
95037,Santa Clara County,CA,26.153846153846157,NA
95062,Santa Cruz County,CA,NA,60.775862068965516
95125,Santa Clara County,CA,NA,27.586206896551722
95129,Santa Clara County,CA,NA,46.98275862068966
95209,San Joaquin County,CA,NA,84.48275862068965
95350,Stanislaus County,CA,NA,21.120689655172413
95356,Stanislaus County,CA,NA,92.24137931034483
95370,Tuolumne County,CA,4.102564102564102,NA
95386,Stanislaus County,CA,NA,95.25862068965517
95476,Sonoma County,CA,NA,58.189655172413794
95603,Placer County,CA,37.94871794871795,28.879310344827587
95648,Placer County,CA,21.53846153846154,12.5
95661,Placer County,CA,47.69230769230769,NA
95835,Sacramento County,CA,NA,48.706896551724135
95945,Nevada County,CA,NA,59.05172413793104
95954,Butte County,CA,NA,37.5
95959,Nevada County,CA,42.05128205128205,NA
95965,Butte County,CA,61.53846153846154,NA
96130,Lassen County,CA,NA,99.13793103448276
80004,Jefferson County,CO,83.07692307692308,NA
80031,Adams County,CO,NA,53.879310344827594
80235,Jefferson County,CO,96.41025641025641,NA
81052,Prowers County,CO,79.48717948717949,NA
81122,La Plata County,CO,87.17948717948718,NA
81147,Archuleta County,CO,50.76923076923077,NA
81503,Mesa County,CO,NA,81.03448275862068
81505,Mesa County,CO,NA,94.82758620689656
81520,Mesa County,CO,91.28205128205128,NA
06010,Hartford County,CT,3.076923076923077,5.172413793103448
06107,Hartford County,CT,85.64102564102564,NA
06479,Hartford County,CT,NA,71.12068965517241
06902,Fairfield County,CT,56.92307692307692,NA
19709,New Castle County,DE,15.897435897435896,NA
19713,New Castle County,DE,NA,35.775862068965516
32129,Volusia County,FL,63.07692307692307,NA
32176,Volusia County,FL,NA,90.51724137931035
32409,Bay County,FL,NA,82.32758620689656
32714,Seminole County,FL,59.48717948717949,NA
32763,Volusia County,FL,NA,27.155172413793103
32804,Orange County,FL,68.2051282051282,NA
32806,Orange County,FL,NA,62.5
32909,Brevard County,FL,89.23076923076924,NA
33012,Miami-Dade County,FL,51.28205128205128,NA
33033,Miami-Dade County,FL,44.1025641025641,NA
33183,Miami-Dade County,FL,68.2051282051282,NA
33433,Palm Beach County,FL,NA,4.310344827586207
33477,Palm Beach County,FL,NA,43.53448275862069
33486,Palm Beach County,FL,42.56410256410256,NA
33619,Hillsborough County,FL,67.6923076923077,NA
33803,Polk County,FL,NA,36.637931034482754
33852,Highlands County,FL,NA,10.775862068965516
34135,Lee County,FL,NA,15.948275862068966
34606,Hernando County,FL,NA,34.48275862068966
34652,Pasco County,FL,NA,46.12068965517241
34711,Lake County,FL,85.12820512820512,NA
34974,Okeechobee County,FL,96.92307692307692,NA
30132,Paulding County,GA,27.692307692307693,NA
30328,Fulton County,GA,64.61538461538461,NA
30707,Walker County,GA,NA,80.60344827586206
31326,Effingham County,GA,NA,82.75862068965517
31804,Harris County,GA,NA,87.5
96720,Hawaii County,HI,NA,33.62068965517241
96740,Hawaii County,HI,54.871794871794876,NA
96743,Hawaii County,HI,NA,78.01724137931035
96822,Honolulu County,HI,NA,14.224137931034484
83301,Twin Falls County,ID,NA,1.293103448275862
83338,Jerome County,ID,21.025641025641026,NA
83340,Blaine County,ID,NA,85.34482758620689
83642,Ada County,ID,NA,11.637931034482758
60015,Lake County,IL,NA,19.82758620689655
60016,Cook County,IL,NA,11.206896551724139
60047,Lake County,IL,16.923076923076923,NA
60069,Lake County,IL,NA,34.91379310344828
60164,Cook County,IL,NA,56.896551724137936
60189,DuPage County,IL,NA,32.327586206896555
60462,Cook County,IL,NA,13.793103448275861
60466,Cook County,IL,46.15384615384615,NA
60481,Will County,IL,NA,73.27586206896551
60487,Cook County,IL,30.76923076923077,NA
60638,Cook County,IL,NA,7.758620689655173
60655,Cook County,IL,24.615384615384617,NA
61021,Lee County,IL,NA,4.741379310344827
61073,Winnebago County,IL,NA,50.86206896551724
61107,Winnebago County,IL,25.64102564102564,NA
61607,Peoria County,IL,NA,94.39655172413794
61614,Peoria County,IL,NA,25.862068965517242
61802,Champaign County,IL,NA,17.24137931034483
62278,Randolph County,IL,NA,62.06896551724138
62305,Adams County,IL,NA,65.08620689655173
62363,Pike County,IL,NA,66.8103448275862
62411,Effingham County,IL,99.48717948717949,NA
62650,Morgan County,IL,NA,36.206896551724135
62863,Wabash County,IL,72.82051282051282,NA
46173,Rush County,IN,36.92307692307693,NA
46237,Marion County,IN,NA,18.53448275862069
46368,Porter County,IN,1.5384615384615385,NA
46375,Lake County,IN,13.333333333333334,NA
46947,Cass County,IN,NA,13.36206896551724
47331,Fayette County,IN,NA,57.327586206896555
50401,Cerro Gordo County,IA,NA,29.310344827586203
50644,Buchanan County,IA,NA,77.58620689655173
50801,Union County,IA,NA,52.1551724137931
52031,Jackson County,IA,95.8974358974359,NA
52101,Winneshiek County,IA,NA,79.3103448275862
66213,Johnson County,KS,39.48717948717949,NA
40165,Bullitt County,KY,13.846153846153847,NA
40299,Jefferson County,KY,NA,22.844827586206897
40359,Owen County,KY,NA,87.06896551724138
40831,Harlan County,KY,58.46153846153847,NA
40965,Bell County,KY,NA,41.810344827586206
41653,Floyd County,KY,NA,39.6551724137931
42330,Muhlenberg County,KY,NA,78.44827586206897
42501,Pulaski County,KY,NA,39.224137931034484
70006,Jefferson Parish,LA,34.35897435897436,NA
70072,Jefferson Parish,LA,NA,9.051724137931034
70431,St. Tammany Parish,LA,65.64102564102564,NA
71446,Vernon Parish,LA,NA,86.20689655172413
04055,Cumberland County,ME,97.43589743589743,NA
04102,Cumberland County,ME,67.17948717948717,NA
04276,Oxford County,ME,88.71794871794872,NA
04281,Oxford County,ME,NA,65.51724137931035
04457,Penobscot County,ME,NA,97.41379310344827
04756,Aroostook County,ME,NA,58.620689655172406
04841,Knox County,ME,NA,79.74137931034483
21015,Harford County,MD,NA,53.44827586206896
21043,Howard County,MD,35.38461538461539,NA
21120,Baltimore County,MD,94.35897435897435,NA
21222,Baltimore County,MD,2.564102564102564,NA
21227,Baltimore County,MD,NA,30.603448275862068
21811,Worcester County,MD,NA,21.982758620689655
01013,Hampden County,MA,NA,86.63793103448276
01069,Hampden County,MA,NA,61.206896551724135
01235,Berkshire County,MA,97.94871794871794,NA
01267,Berkshire County,MA,66.15384615384615,NA
01462,Worcester County,MA,63.07692307692307,NA
01469,Middlesex County,MA,NA,91.8103448275862
01505,Worcester County,MA,95.38461538461539,NA
01510,Worcester County,MA,33.33333333333333,NA
01524,Worcester County,MA,NA,72.41379310344827
01915,Essex County,MA,NA,2.586206896551724
01949,Essex County,MA,93.33333333333333,NA
01960,Essex County,MA,5.641025641025641,0.8620689655172413
02062,Norfolk County,MA,9.230769230769232,NA
02116,Suffolk County,MA,3.5897435897435894,NA
02131,Suffolk County,MA,5.128205128205128,NA
02132,Suffolk County,MA,2.051282051282051,NA
02152,Suffolk County,MA,7.179487179487179,NA
02169,Norfolk County,MA,0,2.1551724137931036
02302,Plymouth County,MA,NA,93.96551724137932
02459,Middlesex County,MA,NA,15.517241379310345
02476,Middlesex County,MA,NA,71.98275862068965
02492,Norfolk County,MA,23.076923076923077,NA
02494,Norfolk County,MA,NA,75
02719,Bristol County,MA,NA,42.672413793103445
02770,Plymouth County,MA,92.82051282051282,NA
48015,Macomb County,MI,NA,80.17241379310344
48081,Macomb County,MI,NA,19.396551724137932
48105,Washtenaw County,MI,41.53846153846154,NA
48124,Wayne County,MI,NA,37.93103448275862
48154,Wayne County,MI,6.666666666666667,NA
48168,Wayne County,MI,NA,31.46551724137931
48301,Oakland County,MI,86.66666666666667,NA
48310,Macomb County,MI,NA,23.70689655172414
48446,Lapeer County,MI,20,NA
48604,Saginaw County,MI,NA,73.70689655172413
49091,St. Joseph County,MI,NA,48.275862068965516
49286,Lenawee County,MI,NA,43.103448275862064
49321,Kent County,MI,NA,68.10344827586206
49441,Muskegon County,MI,22.564102564102566,NA
49837,Delta County,MI,NA,55.603448275862064
55057,Rice County,MN,NA,61.63793103448276
55337,Dakota County,MN,18.974358974358974,NA
55438,Hennepin County,MN,73.84615384615385,NA
55446,Hennepin County,MN,NA,75.86206896551724
55746,St. Louis County,MN,25.128205128205128,NA
55803,St. Louis County,MN,62.56410256410256,NA
55811,St. Louis County,MN,NA,20.25862068965517
56007,Freeborn County,MN,NA,3.0172413793103448
56073,Brown County,MN,NA,69.39655172413794
56501,Becker County,MN,NA,20.25862068965517
39047,Rankin County,MS,31.28205128205128,NA
39194,Yazoo County,MS,69.23076923076923,NA
63011,St. Louis County,MO,NA,6.4655172413793105
63042,St. Louis County,MO,29.230769230769234,NA
63080,Franklin County,MO,77.435897435897445,NA
63755,Cape Girardeau County,MO,NA,81.03448275862068
64055,Jackson County,MO,NA,17.67241379310345
64061,Johnson County,MO,94.87179487179486,NA
64076,Lafayette County,MO,91.7948717948718,NA
64082,Jackson County,MO,NA,78.87931034482759
64083,Cass County,MO,28.717948717948715,NA
64086,Jackson County,MO,30.256410256410255,NA
64155,Clay County,MO,17.94871794871795,NA
65301,Pettis County,MO,NA,29.74137931034483
65340,Saline County,MO,NA,90.94827586206897
65542,Texas County,MO,NA,92.67241379310344
59044,Yellowstone County,MT,90.25641025641026,NA
59101,Yellowstone County,MT,52.307692307692314,NA
03048,Hillsborough County,NH,98.46153846153847,NA
03054,Hillsborough County,NH,89.74358974358975,NA
03301,Merrimack County,NH,NA,6.896551724137931
03458,Hillsborough County,NH,NA,43.96551724137931
07307,Hudson County,NJ,NA,65.94827586206897
07481,Bergen County,NJ,88.2051282051282,NA
07604,Bergen County,NJ,82.05128205128204,NA
07733,Monmouth County,NJ,NA,98.27586206896551
08080,Gloucester County,NJ,NA,30.17241379310345
08096,Gloucester County,NJ,8.717948717948717,NA
08226,Cape May County,NJ,NA,56.46551724137932
08559,Hunterdon County,NJ,NA,100
08757,Ocean County,NJ,NA,1.7241379310344827
08807,Somerset County,NJ,71.28205128205128,NA
08854,Middlesex County,NJ,86.15384615384616,NA
87047,Bernalillo County,NM,92.3076923076923,NA
88011,Doa Ana County,NM,35.8974358974359,59.48275862068966
88101,Curry County,NM,NA,8.620689655172415
88203,Chaves County,NM,14.871794871794872,NA
10009,New York County,NY,NA,6.0344827586206895
10010,New York County,NY,49.743589743589745,NA
