ZipCode,county,state,Youth,Pediatric,Adult
35007,Shelby County,AL,58.91783567134269,NA,NA
35045,Chilton County,AL,NA,80.18867924528303,NA
35064,Jefferson County,AL,NA,83.01886792452831,NA
35120,St. Clair County,AL,59.719438877755515,NA,NA
35476,Tuscaloosa County,AL,65.53106212424849,NA,NA
35901,Etowah County,AL,45.49098196392786,NA,NA
36092,Elmore County,AL,65.13026052104209,NA,NA
36340,Geneva County,AL,NA,NA,95.72649572649573
36360,Dale County,AL,NA,60.37735849056604,NA
85006,Maricopa County,AZ,82.96593186372746,NA,NA
85020,Maricopa County,AZ,74.74949899799599,NA,NA
85086,Maricopa County,AZ,38.07615230460922,NA,NA
85122,Pinal County,AZ,NA,14.150943396226415,NA
85138,Pinal County,AZ,NA,66.50943396226415,NA
85295,Maricopa County,AZ,71.7434869739479,NA,NA
85339,Maricopa County,AZ,12.625250501002002,NA,NA
85365,Yuma County,AZ,87.17434869739479,NA,NA
85374,Maricopa County,AZ,NA,NA,54.27350427350427
85634,Pima County,AZ,36.47294589178357,NA,NA
85648,Santa Cruz County,AZ,52.30460921843687,NA,NA
85705,Pima County,AZ,10.420841683366733,NA,NA
85706,Pima County,AZ,1.8036072144288577,NA,NA
85757,Pima County,AZ,93.78757515030061,NA,NA
85901,Navajo County,AZ,NA,NA,82.90598290598291
85925,Apache County,AZ,82.16432865731463,NA,NA
85941,Apache County,AZ,95.19038076152304,NA,NA
86005,Coconino County,AZ,48.49699398797595,NA,NA
86044,San Juan County,AZ,NA,NA,93.58974358974359
86045,Coconino County,AZ,NA,25.943396226415093,NA
86514,Apache County,AZ,NA,84.43396226415094,NA
72019,Saline County,AR,80.56112224448898,NA,NA
72076,Pulaski County,AR,47.89579158316633,NA,NA
72701,Washington County,AR,78.55711422845691,NA,NA
72712,Benton County,AR,NA,NA,55.12820512820513
90008,Los Angeles County,CA,NA,NA,51.28205128205128
90020,Los Angeles County,CA,78.15631262525051,NA,NA
90027,Los Angeles County,CA,NA,NA,94.01709401709401
90220,Los Angeles County,CA,NA,42.45283018867924,NA
90255,Los Angeles County,CA,88.97795591182364,NA,NA
90303,Los Angeles County,CA,NA,67.9245283018868,NA
90501,Los Angeles County,CA,66.93386773547094,NA,NA
90503,Los Angeles County,CA,91.98396793587175,NA,NA
91321,Los Angeles County,CA,NA,69.81132075471697,NA
91381,Los Angeles County,CA,81.3627254509018,NA,NA
91504,Los Angeles County,CA,NA,NA,76.49572649572649
91748,Los Angeles County,CA,NA,86.32075471698113,NA
91915,San Diego County,CA,89.77955911823648,NA,NA
91942,San Diego County,CA,73.74749498997996,NA,NA
92010,San Diego County,CA,NA,NA,99.14529914529915
92019,San Diego County,CA,NA,82.0754716981132,NA
92028,San Diego County,CA,NA,NA,96.58119658119658
92127,San Diego County,CA,50.70140280561122,NA,NA
92154,San Diego County,CA,NA,45.28301886792453,NA
92203,Riverside County,CA,NA,NA,49.14529914529914
92545,Riverside County,CA,71.14228456913828,NA,NA
92551,Riverside County,CA,90.98196392785572,NA,NA
92553,Riverside County,CA,80.96192384769539,NA,NA
92595,Riverside County,CA,54.70941883767535,NA,NA
92704,Orange County,CA,35.671342685370746,NA,NA
93030,Ventura County,CA,18.637274549098194,NA,NA
93033,Ventura County,CA,NA,NA,47.008547008547005
93630,Fresno County,CA,64.72945891783567,NA,NA
93727,Fresno County,CA,NA,18.867924528301888,NA
93906,Monterey County,CA,58.31663326653307,NA,NA
94019,San Mateo County,CA,NA,69.33962264150944,NA
94025,San Mateo County,CA,NA,NA,91.45299145299145
94063,San Mateo County,CA,86.77354709418837,NA,NA
94089,Santa Clara County,CA,98.79759519038076,NA,NA
94110,San Francisco County,CA,78.3567134268537,67.45283018867924,NA
94112,San Francisco County,CA,NA,56.60377358490566,NA
94115,San Francisco County,CA,85.97194388777555,NA,NA
94117,San Francisco County,CA,70.34068136272545,NA,NA
94122,San Francisco County,CA,90.5811623246493,NA,NA
94131,San Francisco County,CA,NA,NA,66.23931623931624
94133,San Francisco County,CA,NA,98.11320754716981,NA
94134,San Francisco County,CA,91.78356713426854,63.20754716981132,45.2991452991453
94538,Alameda County,CA,NA,NA,53.84615384615385
94601,Alameda County,CA,NA,30.660377358490564,NA
94606,Alameda County,CA,89.57915831663327,65.09433962264151,NA
94612,Alameda County,CA,NA,NA,79.48717948717949
94621,Alameda County,CA,NA,62.735849056603776,NA
95062,Santa Cruz County,CA,NA,NA,77.77777777777779
95242,San Joaquin County,CA,NA,NA,71.7948717948718
95608,Sacramento County,CA,NA,NA,46.58119658119658
