ZipCode,county,state,Youth,Pediatric,Adult
35040,Shelby County,AL,NA,76.74418604651163,NA
35055,Cullman County,AL,82.33438485804416,NA,NA
35121,Blount County,AL,64.35331230283911,NA,NA
35126,Jefferson County,AL,67.19242902208202,NA,NA
35160,Talladega County,AL,10.410094637223976,NA,NA
35173,Jefferson County,AL,87.06624605678233,NA,NA
35213,Jefferson County,AL,78.54889589905363,NA,NA
35228,Jefferson County,AL,82.96529968454259,NA,NA
35235,Jefferson County,AL,NA,NA,65.4054054054054
35242,Shelby County,AL,45.42586750788644,NA,NA
35601,Morgan County,AL,NA,29.651162790697676,NA
35613,Limestone County,AL,NA,NA,49.72972972972973
35640,Morgan County,AL,29.02208201892745,NA,NA
35805,Madison County,AL,55.83596214511041,NA,NA
35824,Madison County,AL,NA,NA,96.21621621621622
35956,Etowah County,AL,83.91167192429022,NA,NA
36027,Barbour County,AL,NA,53.48837209302325,NA
36093,Elmore County,AL,93.69085173501577,NA,NA
36109,Montgomery County,AL,71.60883280757098,NA,NA
36117,Montgomery County,AL,NA,51.74418604651163,NA
36265,Calhoun County,AL,NA,75.5813953488372,NA
36340,Geneva County,AL,94.3217665615142,NA,NA
36701,Dallas County,AL,73.81703470031546,NA,NA
99654,Matanuska-Susitna Borough,AK,38.170347003154575,NA,NA
85024,Maricopa County,AZ,78.23343848580441,NA,NA
85032,Maricopa County,AZ,NA,NA,17.83783783783784
85041,Maricopa County,AZ,NA,NA,40
85053,Maricopa County,AZ,38.801261829652994,NA,NA
85085,Maricopa County,AZ,73.81703470031546,NA,NA
85142,Maricopa County,AZ,11.67192429022082,NA,NA
85201,Maricopa County,AZ,51.10410094637224,NA,NA
85233,Maricopa County,AZ,NA,NA,47.56756756756757
85302,Maricopa County,AZ,NA,37.2093023255814,NA
85629,Pima County,AZ,63.40694006309149,NA,NA
85653,Pima County,AZ,59.62145110410094,NA,44.32432432432433
85706,Pima County,AZ,11.041009463722396,16.86046511627907,NA
85713,Pima County,AZ,NA,27.325581395348834,9.18918918918919
85730,Pima County,AZ,40.694006309148264,NA,NA
85737,Pima County,AZ,95.58359621451105,NA,NA
85741,Pima County,AZ,14.511041009463725,NA,NA
85757,Pima County,AZ,NA,27.906976744186046,NA
86004,Coconino County,AZ,3.7854889589905363,NA,NA
86044,San Juan County,AZ,NA,30.23255813953488,NA
72103,Saline County,AR,98.10725552050474,NA,NA
90007,Los Angeles County,CA,81.07255520504731,NA,NA
90023,Los Angeles County,CA,NA,NA,45.40540540540541
90250,Los Angeles County,CA,NA,NA,67.02702702702703
90723,Los Angeles County,CA,54.57413249211357,NA,NA
91303,Los Angeles County,CA,88.01261829652996,NA,NA
91352,Los Angeles County,CA,NA,35.46511627906977,NA
91411,Los Angeles County,CA,NA,59.883720930232556,NA
91730,San Bernardino County,CA,NA,NA,25.945945945945947
91744,Los Angeles County,CA,NA,NA,22.702702702702705
92324,San Bernardino County,CA,NA,45.348837209302324,NA
92337,San Bernardino County,CA,72.2397476340694,NA,NA
92407,San Bernardino County,CA,NA,38.95348837209303,NA
92570,Riverside County,CA,NA,80.81395348837209,NA
93004,Ventura County,CA,76.97160883280758,NA,NA
