ZipCode,county,state,Youth,Pediatric
35005,Jefferson County,AL,NA,84.91048593350384
35212,Jefferson County,AL,NA,70.84398976982096
35215,Jefferson County,AL,16.853932584269664,NA
35555,Fayette County,AL,NA,63.9386189258312
35570,Marion County,AL,91.85393258426966,NA
35773,Madison County,AL,84.5505617977528,NA
36078,Elmore County,AL,NA,80.56265984654732
36108,Montgomery County,AL,NA,32.48081841432225
36110,Montgomery County,AL,58.98876404494382,NA
36617,Mobile County,AL,NA,79.28388746803068
36853,Tallapoosa County,AL,NA,94.8849104859335
36863,Chambers County,AL,83.42696629213484,NA
99501,Anchorage Municipality,AK,NA,45.52429667519181
99559,Bethel Census Area,AK,NA,40.92071611253197
85016,Maricopa County,AZ,13.764044943820226,NA
85022,Maricopa County,AZ,NA,48.33759590792839
85033,Maricopa County,AZ,21.34831460674157,NA
85306,Maricopa County,AZ,72.75280898876404,NA
85363,Maricopa County,AZ,92.13483146067416,NA
85364,Yuma County,AZ,58.14606741573034,NA
85746,Pima County,AZ,27.808988764044944,NA
85901,Navajo County,AZ,86.23595505617978,NA
85939,Navajo County,AZ,99.15730337078652,NA
85941,Apache County,AZ,35.1123595505618,NA
86001,Coconino County,AZ,6.741573033707865,NA
86503,Apache County,AZ,32.02247191011236,NA
86510,Navajo County,AZ,NA,61.125319693094625
90002,Los Angeles County,CA,59.55056179775281,NA
90003,Los Angeles County,CA,46.62921348314607,NA
90016,Los Angeles County,CA,NA,43.22250639386189
90250,Los Angeles County,CA,59.8314606741573,NA
90277,Los Angeles County,CA,NA,99.74424552429667
91214,Los Angeles County,CA,NA,90.02557544757033
91941,San Diego County,CA,78.93258426966293,NA
92040,San Diego County,CA,54.7752808988764,NA
92126,San Diego County,CA,33.42696629213483,NA
92557,Riverside County,CA,69.10112359550563,NA
92701,Orange County,CA,67.41573033707866,NA
93060,Ventura County,CA,40.44943820224719,NA
93552,Los Angeles County,CA,52.52808988764045,NA
93930,Monterey County,CA,82.58426966292134,NA
94578,Alameda County,CA,NA,29.923273657289002
94607,Alameda County,CA,NA,35.294117647058826
95205,San Joaquin County,CA,66.01123595505618,NA
95828,Sacramento County,CA,NA,55.754475703324815
95965,Butte County,CA,NA,30.434782608695656
80005,Jefferson County,CO,44.662921348314605,NA
80020,Broomfield County,CO,20.786516853932586,NA
80205,Denver County,CO,NA,46.547314578005114
80210,Denver County,CO,NA,97.18670076726342
80211,Denver County,CO,NA,67.0076726342711
80226,Jefferson County,CO,NA,50.127877237851656
80249,Denver County,CO,NA,43.98976982097187
