ZipCode,county,state,Youth,Adult
35020,Jefferson County,AL,NA,16.397228637413395
35045,Chilton County,AL,NA,82.90993071593533
35173,Jefferson County,AL,NA,50.46189376443419
35211,Jefferson County,AL,NA,80.60046189376443
35235,Jefferson County,AL,NA,79.79214780600462
35244,Jefferson County,AL,NA,48.26789838337183
35442,Pickens County,AL,NA,82.7944572748268
35476,Tuscaloosa County,AL,NA,62.24018475750578
35754,Morgan County,AL,NA,88.68360277136259
35904,Etowah County,AL,NA,45.49653579676674
35976,Marshall County,AL,NA,46.76674364896074
36054,Elmore County,AL,NA,91.33949191685913
36078,Elmore County,AL,NA,54.27251732101617
36079,Pike County,AL,91.44144144144144,NA
36117,Montgomery County,AL,NA,85.21939953810623
36609,Mobile County,AL,81.98198198198197,NA
36804,Lee County,AL,NA,57.96766743648961
99501,Anchorage Municipality,AK,NA,55.19630484988453
99504,Anchorage Municipality,AK,NA,70.66974595842956
99645,Matanuska-Susitna Borough,AK,NA,55.311778290993075
85007,Maricopa County,AZ,NA,37.52886836027714
85008,Maricopa County,AZ,13.963963963963963,42.725173210161664
85020,Maricopa County,AZ,73.87387387387388,37.644341801385686
85029,Maricopa County,AZ,66.21621621621621,NA
85051,Maricopa County,AZ,NA,16.859122401847575
85120,Pinal County,AZ,54.95495495495496,NA
85204,Maricopa County,AZ,NA,16.74364896073903
85257,Maricopa County,AZ,NA,66.85912240184757
85282,Maricopa County,AZ,NA,41.801385681293304
85298,Maricopa County,AZ,31.08108108108108,NA
85302,Maricopa County,AZ,NA,57.621247113163975
85335,Maricopa County,AZ,NA,35.33487297921478
85365,Yuma County,AZ,NA,75.17321016166282
85379,Maricopa County,AZ,NA,32.33256351039261
85382,Maricopa County,AZ,NA,48.03695150115473
85388,Maricopa County,AZ,NA,66.74364896073904
85705,Pima County,AZ,14.864864864864865,NA
85706,Pima County,AZ,1.3513513513513513,NA
85716,Pima County,AZ,NA,19.7459584295612
85719,Pima County,AZ,NA,78.86836027713626
85746,Pima County,AZ,NA,14.434180138568129
86409,Mohave County,AZ,NA,10.508083140877599
86503,Apache County,AZ,36.486486486486484,NA
71753,Columbia County,AR,NA,65.01154734411085
72114,Pulaski County,AR,48.64864864864865,NA
72209,Pulaski County,AR,NA,95.1501154734411
72703,Washington County,AR,85.13513513513513,NA
90008,Los Angeles County,CA,95.04504504504504,NA
90011,Los Angeles County,CA,NA,26.90531177829099
90028,Los Angeles County,CA,NA,64.20323325635104
90220,Los Angeles County,CA,NA,33.6027713625866
91016,Los Angeles County,CA,NA,57.159353348729795
91105,Los Angeles County,CA,81.98198198198197,NA
91710,San Bernardino County,CA,19.36936936936937,NA
92056,San Diego County,CA,50.9009009009009,NA
92083,San Diego County,CA,NA,61.54734411085451
92116,San Diego County,CA,NA,73.44110854503464
92128,San Diego County,CA,NA,99.53810623556582
92407,San Bernardino County,CA,NA,19.861431870669747
92509,Riverside County,CA,22.972972972972975,NA
92570,Riverside County,CA,NA,42.147806004618936
92629,Orange County,CA,NA,97.11316397228637
92648,Orange County,CA,NA,29.79214780600462
92883,Riverside County,CA,NA,65.93533487297921
93010,Ventura County,CA,NA,85.45034642032333
93065,Ventura County,CA,9.00900900900901,NA
93245,Kings County,CA,71.62162162162163,NA
93536,Los Angeles County,CA,NA,43.302540415704385
93706,Fresno County,CA,NA,24.59584295612009
94024,Santa Clara County,CA,87.83783783783784,NA
94063,San Mateo County,CA,NA,42.609699769053115
94080,San Mateo County,CA,NA,33.71824480369515
94103,San Francisco County,CA,NA,14.087759815242496
