ZipCode,county,state,Youth,Pediatric
35007,Shelby County,AL,54.37499999999999,NA
35160,Talladega County,AL,12.1875,NA
35205,Jefferson County,AL,NA,95.63318777292577
35215,Jefferson County,AL,NA,7.860262008733625
35235,Jefferson County,AL,NA,68.12227074235808
35453,Tuscaloosa County,AL,NA,95.19650655021834
35986,DeKalb County,AL,NA,86.8995633187773
36092,Elmore County,AL,59.06249999999999,NA
36445,Monroe County,AL,NA,89.95633187772926
36784,Clarke County,AL,NA,90.82969432314411
36870,Lee County,AL,94.6875,NA
85009,Maricopa County,AZ,12.812499999999998,NA
85027,Maricopa County,AZ,NA,71.61572052401746
85033,Maricopa County,AZ,NA,6.986899563318777
85041,Maricopa County,AZ,6.5625,NA
85131,Pinal County,AZ,NA,40.174672489082965
85206,Maricopa County,AZ,NA,82.53275109170306
85303,Maricopa County,AZ,NA,39.30131004366812
85305,Maricopa County,AZ,87.1875,NA
85364,Yuma County,AZ,23.75,NA
85379,Maricopa County,AZ,38.125,NA
85730,Pima County,AZ,NA,57.64192139737992
85748,Pima County,AZ,94.375,NA
72205,Pulaski County,AR,62.5,NA
72450,Greene County,AR,31.5625,NA
72762,Washington County,AR,55.3125,NA
90022,Los Angeles County,CA,39.375,NA
90034,Los Angeles County,CA,92.5,NA
90250,Los Angeles County,CA,24.6875,NA
90606,Los Angeles County,CA,68.75,NA
90650,Los Angeles County,CA,NA,28.38427947598253
90731,Los Angeles County,CA,30.9375,NA
90808,Los Angeles County,CA,NA,100
91301,Los Angeles County,CA,93.4375,NA
91364,Los Angeles County,CA,84.0625,NA
91384,Los Angeles County,CA,79.375,NA
91766,Los Angeles County,CA,NA,23.144104803493452
91977,San Diego County,CA,37.8125,NA
92011,San Diego County,CA,NA,91.70305676855895
92065,San Diego County,CA,63.74999999999999,NA
92104,San Diego County,CA,58.75,NA
92113,San Diego County,CA,NA,58.515283842794766
92117,San Diego County,CA,53.43750000000001,NA
92123,San Diego County,CA,45.3125,NA
92225,Riverside County,CA,85.3125,NA
92253,Riverside County,CA,NA,77.72925764192141
92274,Riverside County,CA,83.75,NA
92335,San Bernardino County,CA,19.6875,35.80786026200873
92407,San Bernardino County,CA,42.5,NA
92503,Riverside County,CA,NA,31.877729257641924
92570,Riverside County,CA,79.0625,NA
92592,Riverside County,CA,NA,78.16593886462883
92627,Orange County,CA,NA,58.951965065502186
92701,Orange County,CA,NA,27.074235807860266
93063,Ventura County,CA,38.4375,NA
93065,Ventura County,CA,8.75,NA
93105,Santa Barbara County,CA,NA,81.6593886462882
93245,Kings County,CA,70,NA
93304,Kern County,CA,NA,30.567685589519648
93535,Los Angeles County,CA,27.500000000000004,NA
93657,Fresno County,CA,35.9375,NA
93723,Fresno County,CA,NA,97.37991266375546
93726,Fresno County,CA,NA,26.200873362445414
93727,Fresno County,CA,45.9375,10.480349344978166
93940,Monterey County,CA,78.125,NA
94080,San Mateo County,CA,54.0625,NA
94107,San Francisco County,CA,NA,84.27947598253274
94501,Alameda County,CA,52.5,NA
94505,Contra Costa County,CA,96.875,NA
94538,Alameda County,CA,NA,65.06550218340611
94541,Alameda County,CA,46.5625,NA
95054,Santa Clara County,CA,89.375,NA
95376,San Joaquin County,CA,60.9375,NA
95453,Lake County,CA,NA,89.95633187772926
95678,Placer County,CA,71.5625,NA
95687,Solano County,CA,NA,82.53275109170306
95828,Sacramento County,CA,49.375,NA
95901,Yuba County,CA,NA,52.40174672489083
80004,Jefferson County,CO,44.375,NA
80005,Jefferson County,CO,72.5,NA
80011,Arapahoe County,CO,NA,27.510917030567683
80017,Arapahoe County,CO,NA,42.79475982532751
